research_id,college_id,department,publications,citations,patents,funded_projects,research_funding,international_collaborations
RES00462,COL0619,Information Technology,0,0,0,0,0,0
RES00463,COL0170,Architectural Design,1,6,0,2,734000,1
RES00464,COL1821,Electrical Engineering,158,1363,7,12,14196000,4
RES00465,COL0324,Chemistry,12,51,4,3,8872000,1
RES00466,COL0768,Information Technology,1,11,2,3,10862000,1
RES00467,COL1145,Commerce,0,0,1,0,134000,2
RES00468,COL0424,Commerce,1,5,2,1,3701000,2
RES00469,COL0063,Soil Science,29,112,0,7,4913000,2
RES00470,COL0035,Electronics & Telecommunication,60,508,4,10,11603000,2
RES00471,COL0146,Economics,9,83,0,6,5536000,3
RES00472,COL1204,Commerce,8,71,1,3,4537000,0
RES00473,COL1207,Civil Engineering,1,3,0,2,1417000,0
RES00474,COL0777,Electrical Engineering,1,6,5,2,7816000,3
RES00475,COL0135,Electrical Engineering,1,5,4,2,6415000,1
RES00476,COL1174,Mechanical Engineering,0,0,0,0,0,2
RES00477,COL0908,Commerce,3,20,3,2,2829000,2
RES00478,COL1200,Information Technology,1,11,2,2,2667000,3
RES00479,COL0429,Corporate Law,1,3,2,0,311000,2
RES00480,COL0764,Chemistry,0,0,0,1,662000,1
RES00481,COL0486,Computer Engineering,1,6,3,3,2229000,3
RES00482,COL1980,Computer Engineering,0,0,0,0,0,1
RES00483,COL1556,Surgery,0,0,1,0,240000,2
RES00484,COL1163,Mathematics,5,26,1,6,10809000,0
RES00485,COL1584,Electronics & Telecommunication,25,200,5,3,9253000,2
RES00486,COL0138,Marathi,0,0,2,2,1265000,0
RES00487,COL0176,Economics,3,22,6,4,5689000,0
RES00488,COL1384,Physics,1,4,0,0,0,2
RES00489,COL0364,Civil Engineering,3,19,0,3,4209000,3
RES00490,COL1161,Commerce,1,9,0,2,5569000,1
RES00491,COL0033,Mechanical Engineering,5,29,4,4,9598000,2
RES00492,COL0886,Electronics & Telecommunication,2,16,2,2,6346000,4
RES00493,COL0150,Information Technology,14,60,8,6,2647000,2
RES00494,COL1517,Pathology,0,0,2,0,597000,1
RES00495,COL0680,Mathematics,5,22,0,1,1181000,0
RES00496,COL1435,Civil Engineering,29,228,2,8,26065000,2
RES00497,COL0544,Computer Science,2,15,5,4,2693000,1
RES00498,COL1171,Mechanical Engineering,0,0,0,0,0,1
RES00499,COL1182,Agronomy,0,0,2,3,8847000,1
RES00500,COL0999,Chemistry,0,0,2,2,4809000,2
RES00501,COL1239,Commerce,20,137,1,7,7534000,3
RES00502,COL0113,Computer Engineering,3,24,2,0,536000,2
RES00503,COL1760,Physics,31,204,2,8,22093000,0
RES00504,COL0835,Computer Science,1,4,4,4,2863000,1
RES00505,COL1897,Chemistry,1,6,5,2,5296000,1
RES00506,COL1211,Economics,1,8,1,0,52000,2
RES00507,COL0968,Physics,0,0,0,0,0,0
RES00508,COL0176,Commerce,3,16,1,5,11479000,1
RES00509,COL0785,Business Administration,0,0,0,0,0,0
RES00510,COL1232,Plant Pathology,1,6,0,1,2052000,0
RES00511,COL0351,Economics,10,79,1,1,2878000,0
RES00512,COL1651,Electronics & Telecommunication,17,86,3,4,3058000,3
RES00513,COL0635,Marketing,0,0,0,0,0,1
RES00514,COL1108,Economics,0,0,0,0,0,1
RES00515,COL1122,Civil Engineering,0,0,2,1,1878000,2
RES00516,COL1026,Marketing,0,0,0,1,556000,2
RES00517,COL1136,Economics,7,36,1,3,5677000,1
RES00518,COL0224,Pharmaceutics,22,45,4,6,11391000,1
RES00519,COL0739,Information Technology,2,13,9,0,1416000,2
RES00520,COL1406,Anatomy,0,0,2,0,164000,4
RES00521,COL0333,Marathi,3,17,1,2,3530000,0
RES00522,COL0855,Information Technology,0,0,4,2,5087000,2
RES00523,COL0025,Economics,8,66,1,0,269000,1
RES00524,COL1304,Chemistry,55,497,7,6,20359000,1
RES00525,COL0232,Computer Science,1,9,1,1,2328000,1
RES00526,COL1769,Community Health Nursing,3,15,1,0,51000,3
RES00527,COL0456,Marketing,2,15,0,1,2297000,2
RES00528,COL0744,Mathematics,1,4,1,0,184000,1
RES00529,COL1032,Pharmaceutical Chemistry,3,25,3,3,4589000,1
RES00530,COL1024,Mechanical Engineering,0,0,0,0,0,1
RES00531,COL0587,Physics,51,387,6,13,29590000,3
RES00532,COL0539,Mechanical Engineering,1,4,2,0,323000,1
RES00533,COL1242,Business Administration,1,9,1,1,590000,1
RES00534,COL0918,Accountancy,1,5,1,3,3183000,0
RES00535,COL0839,Physics,2,12,0,2,1437000,2
RES00536,COL0982,Pharmacology,2,19,3,4,5674000,1
RES00537,COL0993,History,1,8,0,1,1123000,2
RES00538,COL0318,Mathematics,1,5,0,3,2153000,0
RES00539,COL1196,Medical Surgical Nursing,1,5,0,0,0,1
RES00540,COL0787,Computer Science,1,8,0,1,3067000,0
RES00541,COL0166,Pharmacognosy,7,59,1,2,4640000,2
RES00542,COL1054,Mechanical Engineering,9,76,6,5,7221000,2
RES00543,COL0312,Sociology,2,16,1,3,4732000,1
RES00544,COL1494,Electronics & Telecommunication,5,38,5,0,497000,2
RES00545,COL0142,Physics,2,12,1,1,2866000,3
RES00546,COL0998,Botany,1,4,2,1,1254000,2
RES00547,COL0994,Marathi,1,9,0,0,0,3
RES00548,COL0740,Economics,17,78,11,15,36012000,1
RES00549,COL0469,Electrical Engineering,0,0,0,1,2622000,0
RES00550,COL0019,Economics,1,6,0,2,692000,2
RES00551,COL1771,Chemistry,24,132,12,15,15703000,0
RES00552,COL0493,Marathi,10,64,4,5,16751000,2
RES00553,COL1800,Marathi,1,4,4,0,656000,2
RES00554,COL0786,Civil Engineering,1,8,0,0,0,1
RES00555,COL1128,Electrical Engineering,9,49,1,5,15097000,2
RES00556,COL0198,Economics,3,20,4,9,29512000,1
RES00557,COL0925,Computer Engineering,2,13,2,0,574000,2
RES00558,COL1443,Botany,0,0,3,1,1856000,1
RES00559,COL1619,Pharmacology,1,8,2,1,1220000,3
RES00560,COL0380,Marketing,5,15,0,2,1201000,2
RES00561,COL0143,Mechanical Engineering,1,7,2,1,2435000,3
RES00562,COL0409,English,1,7,1,3,7682000,2
RES00563,COL1236,English,6,44,1,3,8087000,2
RES00564,COL1493,Computer Engineering,0,0,3,0,270000,2
RES00565,COL1185,Zoology,1,7,4,2,1637000,2
RES00566,COL0985,English,1,10,1,2,2353000,3
RES00567,COL1576,Marathi,15,156,3,5,17128000,1
RES00568,COL1294,Pharmacognosy,1,6,1,3,2277000,3
RES00569,COL0353,Physics,1,3,2,3,4286000,1
RES00570,COL0678,Physics,2,7,1,2,4240000,2
RES00571,COL0856,Physics,7,50,0,8,20778000,0
RES00572,COL0902,Corporate Law,3,22,2,2,3332000,0
RES00573,COL0761,Computer Engineering,12,84,8,6,9870000,3
RES00574,COL1742,Economics,1,6,2,1,2784000,3
RES00575,COL1306,Physics,2,16,2,1,1365000,0
RES00576,COL1483,Mathematics,29,312,2,5,15739000,2
RES00577,COL0351,Commerce,45,271,2,4,5166000,0
RES00578,COL0629,Mathematics,21,46,3,3,5138000,0
RES00579,COL1437,Mechanical Engineering,16,82,4,5,4370000,2
RES00580,COL1231,Civil Engineering,1,9,0,1,2477000,2
RES00581,COL0083,Banking & Finance,58,310,2,7,22363000,1
RES00582,COL1531,Mechanical Engineering,1,8,0,0,0,2
RES00583,COL0113,Civil Engineering,0,0,2,2,4908000,2
RES00584,COL1101,Pharmacognosy,0,0,1,1,759000,3
RES00585,COL1940,Electronics & Telecommunication,21,163,3,4,7653000,2
RES00586,COL0653,Pharmacognosy,99,580,2,10,19327000,1
RES00587,COL1188,Chemistry,5,28,5,2,2672000,1
RES00588,COL1887,Marathi,12,65,0,5,3768000,2
RES00589,COL0118,Pharmacognosy,7,39,2,4,3023000,3
RES00590,COL0971,Electronics & Telecommunication,17,62,5,3,4934000,2
RES00591,COL1567,Business Administration,0,0,0,0,0,1
RES00592,COL1376,Mechanical Engineering,36,215,4,6,4052000,2
RES00593,COL1599,Banking & Finance,18,89,2,5,8997000,1
RES00594,COL0076,English,2,13,0,1,2181000,1
RES00595,COL1537,Pharmacology,2,13,0,5,2035000,1
RES00596,COL0909,Marketing,0,0,0,0,0,2
RES00597,COL0338,Physiology,10,53,5,5,4314000,1
RES00598,COL0682,Electrical Engineering,37,287,8,5,12379000,2
RES00599,COL0814,Economics,1,4,1,1,2522000,1
RES00600,COL0065,Information Technology,11,75,6,3,8127000,1
RES00601,COL0690,Pharmaceutics,3,18,4,0,443000,3
RES00602,COL1314,Chemistry,1,7,3,1,2172000,0
RES00603,COL0324,Computer Science,0,0,0,2,5518000,0
RES00604,COL1635,Computer Engineering,0,0,0,2,2729000,2
RES00605,COL0329,Information Technology,1,6,2,1,1887000,0
RES00606,COL0230,Commerce,0,0,2,4,9905000,2
RES00607,COL1730,Marketing,7,46,1,1,3420000,1
RES00608,COL1877,Accountancy,1,8,1,1,3366000,3
RES00609,COL0911,Mechanical Engineering,0,0,2,0,462000,2
RES00610,COL1900,Computer Science,1,2,3,4,3041000,0
RES00611,COL1995,Accountancy,4,21,0,0,0,3
RES00612,COL0882,Mathematics,3,32,0,3,5877000,4
RES00613,COL0124,Mechanical Engineering,76,654,5,8,11038000,4
RES00614,COL1908,Mathematics,20,146,1,10,17314000,2
RES00615,COL0893,Business Analytics,1,9,1,2,5211000,1
RES00616,COL1504,Computer Engineering,21,177,12,6,9666000,1
RES00617,COL1728,Computer Engineering,8,59,0,1,2433000,3
RES00618,COL0415,Botany,2,13,1,5,10637000,0
RES00619,COL1885,Soil Science,9,61,0,7,14294000,0
RES00620,COL0525,Economics,11,105,1,4,2447000,0
RES00621,COL0363,Marathi,1,4,0,1,559000,1
RES00622,COL0264,English,2,13,1,1,2727000,1
RES00623,COL1104,Operations Management,1,3,0,0,0,0
RES00624,COL0146,Computer Science,91,849,8,8,16348000,3
RES00625,COL0471,Chemistry,17,80,9,8,11056000,1
RES00626,COL1576,Physics,1,6,0,1,1274000,0
RES00627,COL1081,Computer Science,6,30,0,4,12250000,1
RES00628,COL1161,Computer Science,3,26,0,1,1692000,1
RES00629,COL0020,Economics,51,346,2,9,20731000,1
RES00630,COL0283,Accountancy,2,14,1,0,296000,2
RES00631,COL1960,Marathi,1,6,1,3,7314000,1
RES00632,COL0078,Chemistry,1,2,3,7,4588000,0
RES00633,COL0494,Educational Administration,12,55,0,3,5611000,2
RES00634,COL1404,Computer Science,13,114,4,6,9989000,3
RES00635,COL0096,Botany,2,9,1,2,1972000,2
RES00636,COL0233,Anatomy,1,8,0,0,0,1
RES00637,COL1860,Commerce,5,44,5,5,16153000,2
RES00638,COL1298,Mathematics,19,117,3,4,2503000,1
RES00639,COL1659,Building Construction & Materials,2,3,0,5,5144000,1
RES00640,COL1805,Information Technology,1,6,0,1,1150000,0
RES00641,COL1353,Economics,5,36,1,5,7580000,2
RES00642,COL0441,Computer Engineering,3,14,2,1,1364000,0
RES00643,COL0147,Pharmacognosy,7,47,3,6,14355000,3
RES00644,COL1364,English,4,24,3,1,1357000,0
RES00645,COL1224,Electronics & Telecommunication,1,10,0,2,7657000,3
RES00646,COL1457,Marathi,57,475,1,9,23441000,1
RES00647,COL0198,Chemistry,10,79,5,2,7694000,3
RES00648,COL1791,Civil Engineering,8,55,0,5,15220000,3
RES00649,COL1881,Pharmaceutics,0,0,2,0,535000,2
RES00650,COL0909,Operations Management,1,9,0,1,2321000,2
RES00651,COL1224,Mechanical Engineering,7,56,3,1,3958000,3
RES00652,COL1053,Curriculum & Pedagogy,2,20,0,1,827000,1
RES00653,COL0331,Civil Engineering,41,277,6,14,14510000,1
RES00654,COL1695,English,0,0,0,1,2578000,0
RES00655,COL1478,Mechanical Engineering,5,26,3,2,4839000,0
RES00656,COL1993,Mathematics,3,30,1,0,150000,2
RES00657,COL1998,Corporate Law,5,47,1,0,223000,2
RES00658,COL1807,Electrical Engineering,3,14,0,2,3347000,2
RES00659,COL0029,Marathi,1,7,0,0,0,1
RES00660,COL1822,Marathi,1,6,4,1,1690000,2
RES00661,COL0057,Civil Engineering,0,0,2,0,519000,1
RES00662,COL1681,Civil Engineering,10,44,1,4,10695000,2
RES00663,COL0265,Commerce,24,95,0,7,12190000,1
RES00664,COL1176,Pharmaceutical Chemistry,0,0,0,0,0,2
RES00665,COL0762,Computer Science,5,36,2,4,10490000,1
RES00666,COL1419,Medicine,41,285,2,9,8024000,2
RES00667,COL0050,Chemistry,0,0,1,1,529000,1
RES00668,COL1416,Information Technology,0,0,5,1,1743000,1
RES00669,COL1679,Mathematics,3,18,3,7,4522000,1
RES00670,COL0126,Mechanical Engineering,3,21,0,1,461000,1
RES00671,COL0780,Commerce,2,14,3,1,2946000,2
RES00672,COL1127,Economics,0,0,0,0,0,1
RES00673,COL0990,Electrical Engineering,1,4,4,2,1468000,1
RES00674,COL1069,Marathi,21,143,3,6,12697000,2
RES00675,COL1075,Biochemistry,3,21,2,1,1491000,0
RES00676,COL1004,Electrical Engineering,0,0,0,0,0,2
RES00677,COL1366,English,21,139,1,6,7704000,0
RES00678,COL0013,Electrical Engineering,7,45,8,6,6675000,1
RES00679,COL1439,Economics,0,0,1,1,2093000,0
RES00680,COL0025,Computer Science,10,85,5,6,5945000,0
RES00681,COL0864,Electrical Engineering,3,33,1,1,1262000,3
RES00682,COL0966,Chemistry,18,66,4,4,8527000,0
RES00683,COL0835,Mathematics,17,99,0,6,4263000,1
RES00684,COL1795,Economics,2,7,1,2,5330000,2
RES00685,COL0243,Electrical Engineering,2,10,3,2,1580000,2
RES00686,COL1073,Mathematics,6,37,1,3,5122000,3
RES00687,COL0269,History,3,8,0,0,0,1
RES00688,COL1854,Mathematics,12,66,3,6,10482000,1
RES00689,COL1857,Marathi,1,6,0,0,0,1
RES00690,COL0005,Physics,44,209,1,6,5215000,1
RES00691,COL1110,English,0,0,0,0,0,3
RES00692,COL0493,Physics,0,0,0,1,2115000,2
RES00693,COL1366,Mathematics,0,0,0,0,0,1
RES00694,COL1913,Commerce,1,9,0,4,2947000,1
RES00695,COL1076,Information Technology,1,6,0,0,0,4
RES00696,COL0650,English,0,0,0,2,5208000,2
RES00697,COL0007,Accountancy,1,6,1,1,1905000,1
RES00698,COL1966,Electronics & Telecommunication,0,0,0,1,1893000,0
RES00699,COL1785,Civil Engineering,5,38,0,1,2238000,1
RES00700,COL0998,Computer Science,1,4,1,0,288000,1
RES00701,COL0676,Civil Law,1,3,1,2,3505000,0
RES00702,COL0825,Civil Engineering,2,10,1,2,3362000,0
RES00703,COL1368,English,2,8,1,7,13556000,1
RES00704,COL1513,Commerce,4,25,2,3,10667000,1
RES00705,COL0955,Mathematics,2,12,0,2,3570000,1
RES00706,COL1801,Marathi,2,14,1,2,2150000,2
RES00707,COL1282,Chemistry,1,7,1,4,5662000,1
RES00708,COL0755,Architectural Design,2,12,1,2,2097000,1
RES00709,COL1081,Physics,3,16,2,3,8967000,1
RES00710,COL1671,Banking & Finance,14,132,3,9,11893000,2
RES00711,COL1765,Mathematics,2,7,0,0,0,0
RES00712,COL1557,Human Resources,0,0,0,0,0,2
RES00713,COL1647,Economics,1,4,2,0,245000,0
RES00714,COL0239,English,2,10,1,1,880000,2
RES00715,COL0589,Computer Engineering,1,8,8,1,4719000,2
RES00716,COL1107,Commerce,3,10,0,6,11095000,0
RES00717,COL0878,Agronomy,5,33,1,1,1260000,1
RES00718,COL1311,Mathematics,7,36,2,5,4437000,0
RES00719,COL1223,Mathematics,4,28,2,4,11229000,1
RES00720,COL0437,Mechanical Engineering,19,69,4,6,9900000,1
RES00721,COL1400,Chemistry,2,5,2,0,596000,1
RES00722,COL1902,English,9,70,1,4,12338000,0
RES00723,COL0130,Electrical Engineering,12,72,4,4,2702000,2
RES00724,COL1192,Pharmaceutics,1,7,4,0,233000,2
RES00725,COL0122,Computer Engineering,0,0,2,2,2176000,0
RES00726,COL1455,Economics,1,6,0,0,0,1
RES00727,COL1616,Electrical Engineering,17,126,7,7,12454000,4
RES00728,COL1713,Chemistry,0,0,1,1,1437000,2
RES00729,COL0164,Physics,36,190,2,5,14264000,3
RES00730,COL1167,Computer Engineering,1,5,2,0,373000,1
RES00731,COL1122,Information Technology,2,9,5,5,2998000,3
RES00732,COL0173,Economics,54,295,3,14,14201000,1
RES00733,COL0495,Electronics & Telecommunication,11,77,8,2,5712000,2
RES00734,COL1833,Mathematics,16,117,2,4,9307000,2
RES00735,COL1186,Child Health Nursing,0,0,1,2,5181000,0
RES00736,COL1636,Computer Engineering,10,109,1,2,1999000,4
RES00737,COL1461,Physics,1,8,0,1,2825000,1
RES00738,COL1304,Computer Science,2,12,1,0,289000,3
RES00739,COL0119,Mechanical Engineering,76,511,6,10,31257000,1
RES00740,COL0548,Mathematics,4,20,4,1,1130000,1
RES00741,COL0919,Physics,3,27,1,0,251000,1
RES00742,COL0263,Political Science,0,0,3,4,13284000,1
RES00743,COL0013,Mechanical Engineering,0,0,4,0,229000,2
RES00744,COL0593,Civil Engineering,78,542,4,13,47323000,2
RES00745,COL0387,Mechanical Engineering,15,93,4,3,2692000,2
RES00746,COL0956,Botany,26,121,1,5,10500000,2
RES00747,COL0062,Commerce,34,204,0,13,16328000,2
RES00748,COL1617,Economics,3,13,1,5,6510000,0
RES00749,COL0158,Electrical Engineering,0,0,1,1,2508000,1
RES00750,COL0711,Economics,0,0,0,1,2113000,1
RES00751,COL0754,Corporate Law,5,21,0,4,5862000,2
RES00752,COL1362,Marathi,9,56,1,3,9689000,2
RES00753,COL0072,Economics,1,4,2,4,1721000,0
RES00754,COL0840,English,14,69,1,3,8001000,1
RES00755,COL0660,Mathematics,0,0,1,1,2882000,1
RES00756,COL0790,Computer Engineering,3,17,2,0,157000,2
RES00757,COL0526,Mathematics,3,26,2,1,2107000,3
RES00758,COL0017,Physics,50,305,1,5,9192000,2
RES00759,COL0878,Horticulture,3,20,0,1,1677000,1
RES00760,COL0664,Mechanical Engineering,19,92,5,4,8322000,2
RES00761,COL0999,Economics,13,58,0,4,7473000,1
RES00762,COL1922,Electronics & Telecommunication,14,77,1,3,6976000,0
RES00763,COL0255,Accountancy,2,12,2,1,1669000,0
RES00764,COL1877,Banking & Finance,0,0,1,0,61000,0
RES00765,COL0777,Civil Engineering,4,23,0,1,595000,2
RES00766,COL0577,Electronics & Telecommunication,0,0,0,0,0,0
RES00767,COL1747,Civil Law,1,8,0,0,0,2
RES00768,COL1107,Economics,44,141,6,17,26040000,0
RES00769,COL0713,Electrical Engineering,0,0,0,2,3129000,1
RES00770,COL0585,Civil Engineering,4,21,0,0,0,3
RES00771,COL0075,Chemistry,0,0,0,0,0,1
RES00772,COL0073,Child Health Nursing,4,13,0,3,6621000,0
RES00773,COL1959,Physics,8,61,4,5,19613000,3
RES00774,COL1977,Physics,1,7,0,2,821000,2
RES00775,COL1168,Mathematics,1,3,0,1,1834000,2
RES00776,COL1420,Curriculum & Pedagogy,1,6,0,1,2009000,2
RES00777,COL1230,Chemistry,2,12,3,3,3500000,0
RES00778,COL1331,Urban Planning,0,0,0,3,2050000,1
RES00779,COL1598,Chemistry,10,93,5,8,14093000,0
RES00780,COL0445,Electronics & Telecommunication,2,9,5,2,1520000,2
RES00781,COL0223,Banking & Finance,0,0,1,1,1888000,1
RES00782,COL1836,English,5,40,3,2,4614000,2
RES00783,COL1364,Commerce,7,42,2,8,19332000,1
RES00784,COL1544,Mathematics,5,42,1,5,7275000,1
RES00785,COL1064,Civil Engineering,21,60,3,7,13103000,0
RES00786,COL1834,Banking & Finance,1,7,1,1,3022000,0
RES00787,COL1590,Mathematics,5,22,0,3,8105000,0
RES00788,COL0859,Educational Administration,2,13,0,1,2601000,2
RES00789,COL0475,Commerce,0,0,1,0,127000,1
RES00790,COL1045,Business Administration,13,85,2,5,13034000,1
RES00791,COL1783,Marathi,1,8,1,1,2468000,2
RES00792,COL1297,Civil Engineering,1,7,0,1,3201000,2
RES00793,COL0626,Civil Law,2,10,0,1,576000,3
RES00794,COL1908,Economics,17,115,3,8,12158000,2
RES00795,COL0274,Information Technology,0,0,0,0,0,2
RES00796,COL1649,Economics,19,184,2,9,31014000,4
RES00797,COL1366,Computer Science,0,0,0,0,0,1
RES00798,COL0586,Computer Science,6,23,1,1,2215000,2
RES00799,COL1038,Electronics & Telecommunication,0,0,0,1,602000,1
RES00800,COL1603,Chemistry,6,38,4,3,8407000,2
RES00801,COL1766,Mathematics,0,0,0,1,1115000,0
RES00802,COL0073,Obstetrics & Gynaecological Nursing,3,19,3,0,549000,1
RES00803,COL0271,Electrical Engineering,3,12,2,1,1987000,3
RES00804,COL0915,Zoology,5,15,1,1,1650000,2
RES00805,COL1202,Commerce,25,186,1,9,18006000,1
RES00806,COL1954,Civil Engineering,3,20,1,3,4837000,3
RES00807,COL1156,Pharmacology,3,18,0,3,4933000,3
RES00808,COL1854,Chemistry,4,26,5,2,1749000,1
RES00809,COL0278,Sociology,4,38,0,1,806000,2
RES00810,COL0683,Medical Surgical Nursing,8,55,2,4,7257000,1
RES00811,COL1892,Electrical Engineering,46,408,7,9,18576000,3
RES00812,COL1217,Marketing,5,22,1,7,4292000,1
RES00813,COL1167,Civil Engineering,1,8,0,0,0,1
RES00814,COL1665,Mechanical Engineering,0,0,2,0,444000,0
RES00815,COL1518,Political Science,1,4,1,1,1159000,0
RES00816,COL0959,Economics,9,73,1,2,4375000,1
RES00817,COL0380,Finance,7,41,0,6,3080000,2
RES00818,COL1134,Medical Surgical Nursing,12,75,0,6,13028000,0
RES00819,COL1080,English,2,18,0,3,6697000,2
RES00820,COL1733,Zoology,0,0,2,0,597000,1
RES00821,COL0562,Child Health Nursing,1,5,0,0,0,1
RES00822,COL1737,Mathematics,34,326,3,3,8552000,2
RES00823,COL1000,Computer Engineering,3,18,7,3,10246000,3
RES00824,COL0202,Electrical Engineering,1,5,0,1,1582000,1
RES00825,COL0049,Information Technology,4,20,2,1,1237000,0
RES00826,COL0535,Mathematics,0,0,0,0,0,0
RES00827,COL0531,Plant Pathology,2,12,0,5,10309000,1
RES00828,COL1941,Computer Engineering,2,7,6,5,3572000,1
RES00829,COL0580,Medical Surgical Nursing,21,95,2,5,8762000,0
RES00830,COL1752,Educational Administration,0,0,0,1,2206000,0
RES00831,COL0711,Computer Science,0,0,1,0,98000,3
RES00832,COL1510,Botany,2,9,1,0,105000,1
RES00833,COL1699,Mathematics,0,0,0,0,0,1
RES00834,COL0343,Computer Science,10,49,6,4,4574000,1
RES00835,COL1988,Computer Engineering,2,6,2,1,1176000,0
RES00836,COL1107,English,3,10,1,2,3772000,2
RES00837,COL0540,English,0,0,0,0,0,0
RES00838,COL0663,Information Technology,87,677,5,8,4149000,3
RES00839,COL0353,Chemistry,4,16,3,3,4306000,2
RES00840,COL0504,Anatomy,0,0,0,0,0,2
RES00841,COL1685,Chemistry,0,0,1,0,145000,1
RES00842,COL1062,Economics,3,24,1,1,3429000,1
RES00843,COL0123,Economics,1,3,0,1,1621000,2
RES00844,COL0165,English,2,13,0,4,12999000,1
RES00845,COL1243,Constitutional Law,0,0,0,0,0,1
RES00846,COL0940,Mechanical Engineering,29,177,13,8,21309000,0
RES00847,COL1502,Economics,0,0,0,0,0,0
RES00848,COL1913,Marathi,24,132,4,15,21776000,2
RES00849,COL0838,Economics,0,0,0,0,0,1
RES00850,COL0348,Commerce,9,40,8,5,12171000,0
RES00851,COL1441,Commerce,36,195,7,11,17644000,0
RES00852,COL1239,English,3,26,0,2,3295000,1
RES00853,COL1579,Chemistry,1,7,1,1,1854000,0
RES00854,COL1794,Electrical Engineering,6,42,1,4,11167000,3
RES00855,COL0219,Zoology,2,12,2,0,131000,2
RES00856,COL0552,Chemistry,9,84,3,3,11105000,3
RES00857,COL1925,Banking & Finance,21,98,2,7,5002000,0
RES00858,COL0888,Chemistry,1,5,1,0,231000,0
RES00859,COL0490,Computer Engineering,2,20,2,1,2657000,2
RES00860,COL1079,English,2,14,0,2,3594000,1
RES00861,COL1578,English,20,87,2,7,15342000,2
RES00862,COL0240,Marathi,2,13,0,1,1311000,0
RES00863,COL0727,Human Resources,0,0,0,2,2090000,1
RES00864,COL0639,Pharmaceutical Chemistry,8,52,8,5,11178000,2
RES00865,COL1886,Botany,3,24,0,6,13039000,0
RES00866,COL0068,Banking & Finance,0,0,1,1,2892000,0
RES00867,COL0774,Computer Engineering,0,0,1,1,2305000,1
RES00868,COL0047,Commerce,3,14,1,6,7630000,0
RES00869,COL0645,Mechanical Engineering,34,242,1,5,2994000,1
RES00870,COL0490,Mechanical Engineering,2,15,2,0,416000,0
RES00871,COL1413,Mechanical Engineering,2,15,4,2,4375000,2
RES00872,COL0618,Mechanical Engineering,13,65,5,5,5556000,3
RES00873,COL0230,Physics,1,6,3,4,8044000,0
RES00874,COL1689,English,0,0,0,1,454000,0
RES00875,COL1922,Information Technology,2,8,0,0,0,3
RES00876,COL0970,History,0,0,0,0,0,0
RES00877,COL0747,Mathematics,2,20,3,2,5880000,1
RES00878,COL1240,Mathematics,9,49,0,4,8392000,1
RES00879,COL0891,Physics,7,59,0,2,2142000,2
RES00880,COL1283,Mathematics,0,0,0,0,0,1
RES00881,COL1159,Electrical Engineering,7,59,2,3,5639000,2
RES00882,COL1606,Mathematics,3,21,0,0,0,1
RES00883,COL1248,Business Administration,0,0,2,3,7272000,2
RES00884,COL0895,Computer Engineering,12,40,8,14,14203000,2
RES00885,COL0220,Mechanical Engineering,1,5,0,2,4428000,2
RES00886,COL0308,Pharmacognosy,22,112,3,4,2926000,2
RES00887,COL1856,Mathematics,0,0,0,1,1343000,2
RES00888,COL0386,Information Technology,4,19,0,2,4083000,1
