college_id,college_name,college_type,ownership,district,city,state,university,established_year,naac_grade,nirf_rank,autonomous,accreditation_score,total_students,total_faculty,campus_area_acres,courses_offered,hostel_available,website,status
COL0089,"Government Arts, Science and Commerce College, Sinnar","Arts, Science & Commerce",Autonomous,Nashik,Sinnar,Maharashtra,Kavayitri Bahinabai Chaudhari North Maharashtra University,1951,A,204,Yes,3.45,1010,43,20.2,MA; MSc; BSc; BA,No,www.governmentartsscienceandcomm.ac.in,Active
COL0090,"Loknete Gopinathji Munde College of Engineering, Ulhasnagar",Engineering,Autonomous,Thane,Ulhasnagar,Maharashtra,Dr. Babasaheb Ambedkar Technological University,1983,A++,188,Yes,3.76,2734,205,50.7,BE Computer Engineering; BE Mechanical Engineering; ME; BE Electrical Engineering; BE Civil Engineering,Yes,www.loknetegopinathjimundecolleg.edu.in,Active
COL0091,"Karmaveer Bhaurao Patil Mahavidyalaya, Bhiwandi","Arts, Science & Commerce",Autonomous,Thane,Bhiwandi,Maharashtra,University of Mumbai,1995,B++,,Yes,3.19,4881,258,30.5,BCom; BA; MA,Yes,www.karmaveerbhauraopatilmahavid.org.in,Active
COL0092,"Jain Education Society's Vinoba Bhave College of Engineering, Amalner",Engineering,Autonomous,Jalgaon,Amalner,Maharashtra,Kavayitri Bahinabai Chaudhari North Maharashtra University,2001,B,,Yes,2.56,1393,64,25.4,BE Computer Engineering; BE Civil Engineering,Yes,www.jaineducationsocietysvinobab.edu.in,Active
COL0093,"Shri Shivaji Education Society's Punyashlok Ahilyadevi Holkar Arts College, Wai",Arts,Private,Satara,Wai,Maharashtra,"Shivaji University, Kolhapur",2018,B+,,No,2.93,718,33,9.1,BA Marathi; MA; BA History; BA Economics,Yes,www.shrishivajieducationsocietys.org.in,Active
COL0094,"Progressive Education Society's Dnyaneshwar School of Business Management, Nagpur",Management (MBA/BBA),Deemed,Nagpur,Nagpur,Maharashtra,Progressive Education Society's Dnyaneshwar School of Business Management (Deemed to be University),1999,A+,,Yes,3.65,932,70,3.8,MMS; BBA; PGDM,Yes,www.progressiveeducationsocietys.ac.in,Active
COL0095,"Government Institute of Medical Sciences, Amgaon",Medical,Private,Gondia,Amgaon,Maharashtra,Rashtrasant Tukadoji Maharaj Nagpur University,2008,B++,,No,3.22,1606,75,30.9,MBBS; MS,No,www.governmentinstituteofmedical.edu.in,Active
COL0096,"Shri Sant Savata Mali College of Science, Dhule",Science,Autonomous,Dhule,Dhule,Maharashtra,Kavayitri Bahinabai Chaudhari North Maharashtra University,1977,B++,,Yes,3.11,1512,69,19.8,BSc Mathematics; BSc Physics; BSc Chemistry; BSc Computer Science,Yes,www.shrisantsavatamalicollegeofs.edu.in,Active
COL0097,"Ramabai Ranade Arts, Science and Commerce College, Ramtek","Arts, Science & Commerce",Autonomous,Nagpur,Ramtek,Maharashtra,Rashtrasant Tukadoji Maharaj Nagpur University,1964,A++,,Yes,3.98,5918,355,19.8,BCom; BSc; MA; MCom; MSc; BA,No,www.ramabairanadeartsscienceandc.edu.in,Active
COL0098,"MIT Art Design and Technology Group's Adarsh Commerce College, Wani",Commerce,Autonomous,Yavatmal,Wani,Maharashtra,Sant Gadge Baba Amravati University,1972,A,286,Yes,3.41,3010,237,8.1,BCom; BCom (Banking & Insurance),Yes,www.mitartdesignandtechnologygro.edu.in,Active
COL0099,"Vidya Pratishthan's Vitthalrao Vikhe Patil Mahavidyalaya, Akkalkot","Arts, Science & Commerce",Private,Solapur,Akkalkot,Maharashtra,Punyashlok Ahilyadevi Holkar Solapur University,1997,B,,No,2.69,1938,87,39.7,MA; BA; MSc; BCom; MCom,No,www.vidyapratishthansvitthalraov.ac.in,Active
COL0100,"Government College of Engineering, Aheri",Engineering,Government,Gadchiroli,Aheri,Maharashtra,Rashtrasant Tukadoji Maharaj Nagpur University,1859,A,,No,3.47,1966,100,33.1,BE Computer Engineering; BE Electrical Engineering; BE Electronics & Telecommunication; BE Civil Engineering; ME; BE Mechanical Engineering,No,www.governmentcollegeofengineeri.ac.in,Active
COL0101,"Krantiveer Vasudeo Balwant Phadke Mahavidyalaya, Islampur","Arts, Science & Commerce",Private,Sangli,Islampur,Maharashtra,"Shivaji University, Kolhapur",1983,B,,No,2.57,3365,146,18.1,BCom; BSc; MSc; MA,No,www.krantiveervasudeobalwantphad.edu.in,Active
COL0102,"Krantiveer Vasudeo Balwant Phadke College of Commerce, Panvel",Commerce,Autonomous,Raigad,Panvel,Maharashtra,University of Mumbai,1981,A++,,Yes,3.77,2009,85,5.6,MCom; BCom,No,www.krantiveervasudeobalwantphad.edu.in,Active
COL0103,"Government B.Ed. College, Fort",Education (B.Ed/D.Ed),Private,Mumbai City,Fort,Maharashtra,University of Mumbai,1996,C,,No,2.03,191,13,3.6,D.Ed; M.Ed,No,www.governmentbedcollegefort.org.in,Active
COL0104,"Maratha Vidya Prasarak Samaj's Balasaheb Thackeray Institute of Polytechnic, Paranda",Polytechnic,Private,Dharashiv,Paranda,Maharashtra,Dr. Babasaheb Ambedkar Marathwada University,1985,B+,,No,2.99,1042,45,5.5,Diploma in Civil Engineering; Diploma in Mechanical Engineering; Diploma in Computer Engineering,Yes,www.marathavidyaprasaraksamajsba.edu.in,Active
COL0105,"New Model Institute of Nursing Sciences, Thane",Nursing,Private,Thane,Thane,Maharashtra,"Maharashtra University of Health Sciences, Nashik",1981,A,,No,3.47,444,32,5.8,GNM; B.Sc Nursing; ANM; M.Sc Nursing,Yes,www.newmodelinstituteofnursingsc.org.in,Active
COL0106,Latur School of Architecture,Architecture,Government,Latur,Latur,Maharashtra,Swami Ramanand Teerth Marathwada University,1991,B+,,No,2.88,453,25,12.9,B.Arch; M.Arch,Yes,www.laturschoolofarchitecture.edu.in,Active
COL0107,"Dnyaneshwar School of Business Management, Pune",Management (MBA/BBA),Private,Pune,Pune,Maharashtra,Savitribai Phule Pune University,1976,A,,No,3.28,242,10,14.2,PGDM; BBA,No,www.dnyaneshwarschoolofbusinessm.ac.in,Active
COL0108,"New Model School of Business Management, Sawantwadi",Management (MBA/BBA),Private,Sindhudurg,Sawantwadi,Maharashtra,University of Mumbai,2003,A,,No,3.34,740,60,2.3,MMS; BBA; MBA,No,www.newmodelschoolofbusinessmana.org.in,Under NAAC Reassessment
COL0109,"Lok Shikshan Sanstha's Loknete Gopinathji Munde Arts, Science and Commerce College, Kandhar","Arts, Science & Commerce",Government,Nanded,Kandhar,Maharashtra,Swami Ramanand Teerth Marathwada University,1896,A+,,No,3.56,3191,137,15.6,MCom; MA; MSc; BA; BCom,No,www.lokshikshansansthasloknetego.org.in,Active
COL0110,"Karmaveer Bhaurao Patil Mahavidyalaya, Kamptee","Arts, Science & Commerce",Autonomous,Nagpur,Kamptee,Maharashtra,Rashtrasant Tukadoji Maharaj Nagpur University,1953,A++,,Yes,3.86,5062,341,31.7,BA; BCom; MA; BSc; MSc,Yes,www.karmaveerbhauraopatilmahavid.edu.in,Active
COL0111,"Shankarrao Chavan College of Commerce, Andheri",Commerce,Private,Mumbai Suburban,Andheri,Maharashtra,University of Mumbai,2008,C,,No,2.42,3101,132,4.0,BCom (Banking & Insurance); BCom (Accounting & Finance); BCom; MCom,No,www.shankarraochavancollegeofcom.org.in,Active
COL0112,D.Y. Patil College of Engineering,Engineering,Private,Kolhapur,Kolhapur,Maharashtra,"Shivaji University, Kolhapur",1883,B++,195,No,3.06,2039,96,67.9,BE Computer Engineering; BE Electrical Engineering; ME; BE Mechanical Engineering; BE Electronics & Telecommunication,Yes,www.dypatilcollegeofengineering.ac.in,Active
COL0113,"New Model College of Engineering and Technology, Manmad",Engineering,Government,Nashik,Manmad,Maharashtra,Kavayitri Bahinabai Chaudhari North Maharashtra University,1929,A,,No,3.28,3260,176,28.7,BE Electrical Engineering; ME; BE Computer Engineering; BE Mechanical Engineering,Yes,www.newmodelcollegeofengineering.ac.in,Active
COL0114,"Dr. Babasaheb Ambedkar Institute of Medical Sciences, Kannad",Medical,Private,Chhatrapati Sambhajinagar,Kannad,Maharashtra,"Maharashtra University of Health Sciences, Nashik",1992,B,,No,2.6,803,61,73.0,MBBS; MS; MD,Yes,www.drbabasahebambedkarinstitute.ac.in,Active
COL0115,Dahanu Institute of Polytechnic,Polytechnic,Government,Palghar,Dahanu,Maharashtra,University of Mumbai,1975,A++,,No,3.87,1202,95,4.2,Diploma in Electrical Engineering; Diploma in Computer Engineering; Diploma in Mechanical Engineering,No,www.dahanuinstituteofpolytechnic.org.in,Active
COL0116,"Mahatma Gandhi Science College, Fort",Science,Private,Mumbai City,Fort,Maharashtra,University of Mumbai,1995,A,,No,3.38,2129,151,7.2,MSc; BSc Computer Science,Yes,www.mahatmagandhisciencecollegef.edu.in,Active
COL0117,"Kai. Shankarrao Patil Education Society's Anandibai Joshi Arts, Science and Commerce College, Fort","Arts, Science & Commerce",Autonomous,Mumbai City,Fort,Maharashtra,University of Mumbai,1952,A,,Yes,3.28,2826,126,34.7,MCom; BCom; MSc; BA; BSc; MA,No,www.kaishankarraopatileducations.ac.in,Active
COL0118,"Adarsh Shikshan Prasarak Mandal's Anandibai Joshi Institute of Pharmaceutical Sciences, Pune",Pharmacy,Autonomous,Pune,Pune,Maharashtra,Savitribai Phule Pune University,1988,A+,,Yes,3.6,339,20,3.7,D.Pharm; M.Pharm,Yes,www.adarshshikshanprasarakmandal.edu.in,Active
COL0119,"Jain Education Society's Vitthalrao Vikhe Patil Institute of Engineering and Technology, Khamgaon",Engineering,Private,Buldhana,Khamgaon,Maharashtra,Sant Gadge Baba Amravati University,1977,A,,No,3.29,1724,143,62.9,BE Mechanical Engineering; BE Civil Engineering; BE Electrical Engineering; BE Electronics & Telecommunication; ME,No,www.jaineducationsocietysvitthal.ac.in,Active
COL0120,"Savitribai Phule Mahavidyalaya, Nagpur","Arts, Science & Commerce",Autonomous,Nagpur,Nagpur,Maharashtra,Rashtrasant Tukadoji Maharaj Nagpur University,1991,A++,,Yes,3.96,3158,241,38.9,MSc; BSc; MA; MCom,Yes,www.savitribaiphulemahavidyalaya.ac.in,Active
COL0121,"Swami Vivekanand College of Engineering, Pandharpur",Engineering,Government,Solapur,Pandharpur,Maharashtra,Punyashlok Ahilyadevi Holkar Solapur University,1990,A,250,Yes,3.3,4051,203,24.3,BE Civil Engineering; BE Computer Engineering; BE Electronics & Telecommunication; ME; BE Mechanical Engineering; BE Electrical Engineering,Yes,www.swamivivekanandcollegeofengi.edu.in,Active
COL0122,"Rayat Shikshan Sanstha's Anandibai Joshi Institute of Engineering and Technology, Vile Parle",Engineering,Government,Mumbai Suburban,Vile Parle,Maharashtra,University of Mumbai,1919,A,,Yes,3.42,1994,140,33.7,BE Civil Engineering; BE Computer Engineering,Yes,www.rayatshikshansansthasanandib.org.in,Active
COL0123,Chandur College of Commerce,Commerce,Private,Amravati,Chandur,Maharashtra,Sant Gadge Baba Amravati University,1982,B+,,No,2.82,1045,49,5.3,BCom (Accounting & Finance); MCom,Yes,www.chandurcollegeofcommerce.org.in,Active
COL0124,"Vidya Pratishthan's Chhatrapati Sambhaji College of Engineering and Technology, Jintur",Engineering,Government,Parbhani,Jintur,Maharashtra,Swami Ramanand Teerth Marathwada University,1985,A++,,No,3.76,1745,96,59.8,BE Electronics & Telecommunication; ME; BE Civil Engineering,No,www.vidyapratishthanschhatrapati.edu.in,Active
COL0125,"Vidya Pratishthan's Jyotirao Phule Mahavidyalaya, Kannad",Arts,Private,Chhatrapati Sambhajinagar,Kannad,Maharashtra,Dr. Babasaheb Ambedkar Marathwada University,2010,A,,No,3.49,1476,92,9.0,BA English; BA Economics; BA Marathi,Yes,www.vidyapratishthansjyotiraophu.ac.in,Active
COL0126,"Bhausaheb Hire College of Engineering, Borivali",Engineering,Private,Mumbai Suburban,Borivali,Maharashtra,University of Mumbai,1981,A,,No,3.47,3494,263,8.7,BE Civil Engineering; BE Computer Engineering; BE Electronics & Telecommunication,No,www.bhausahebhirecollegeofengine.org.in,Active
COL0127,Government Law College,Law,Government,Mumbai City,Mumbai,Maharashtra,University of Mumbai,1933,Not Accredited,,No,0.0,1069,72,5.5,BA LLB; LLB,Yes,www.governmentlawcollege.edu.in,Active
COL0128,"New Model College of Pharmacy, Sangamner",Pharmacy,Private,Ahmednagar,Sangamner,Maharashtra,Savitribai Phule Pune University,1990,B+,,No,2.77,485,21,11.5,M.Pharm; D.Pharm; B.Pharm,No,www.newmodelcollegeofpharmacysan.edu.in,Active
COL0129,"New Model Institute of Polytechnic, Bhokar",Polytechnic,Private,Nanded,Bhokar,Maharashtra,Swami Ramanand Teerth Marathwada University,1980,B+,,No,2.87,1522,64,13.8,Diploma in Mechanical Engineering; Diploma in Civil Engineering; Diploma in Computer Engineering,No,www.newmodelinstituteofpolytechn.org.in,Active
COL0130,"Government Institute of Engineering and Technology, Kurla",Engineering,Private,Mumbai Suburban,Kurla,Maharashtra,University of Mumbai,2019,Not Accredited,,No,0.0,2787,207,31.0,BE Electrical Engineering; ME,Yes,www.governmentinstituteofenginee.edu.in,Active
COL0131,"Anjuman-I-Islam's Mahatma Gandhi Polytechnic, Sinnar",Polytechnic,Private,Nashik,Sinnar,Maharashtra,Kavayitri Bahinabai Chaudhari North Maharashtra University,2005,A,,No,3.36,637,28,23.0,Diploma in Electrical Engineering; Diploma in Mechanical Engineering,Yes,www.anjuman-i-islamsmahatmagandh.edu.in,Active
COL0132,"Government Arts, Science and Commerce College, Wani","Arts, Science & Commerce",Private,Yavatmal,Wani,Maharashtra,Sant Gadge Baba Amravati University,1976,B+,,No,2.77,5106,236,3.3,MSc; MA; MCom; BCom,No,www.governmentartsscienceandcomm.ac.in,Active
COL0133,Baramati College of Pharmacy,Pharmacy,Private,Pune,Baramati,Maharashtra,Savitribai Phule Pune University,1987,A,,No,3.43,900,46,4.9,M.Pharm; D.Pharm,No,www.baramaticollegeofpharmacy.ac.in,Active
COL0134,"Jain Education Society's Adarsh Mahavidyalaya, Manmad",Arts,Private,Nashik,Manmad,Maharashtra,Kavayitri Bahinabai Chaudhari North Maharashtra University,1982,A,,Yes,3.29,464,23,1.9,BA Marathi; BA Economics,Yes,www.jaineducationsocietysadarshm.edu.in,Active
COL0135,"Maratha Vidya Prasarak Samaj's Lokmanya Tilak Polytechnic, Nandurbar",Polytechnic,Autonomous,Nandurbar,Nandurbar,Maharashtra,Kavayitri Bahinabai Chaudhari North Maharashtra University,1967,B++,,Yes,3.17,1082,56,25.4,Diploma in Civil Engineering; Diploma in Computer Engineering,Yes,www.marathavidyaprasaraksamajslo.org.in,Active
COL0136,"New Model Institute of Polytechnic, Chakan",Polytechnic,Deemed,Pune,Chakan,Maharashtra,New Model Institute of Polytechnic (Deemed to be University),1975,A+,170,Yes,3.58,1329,68,28.1,Diploma in Computer Engineering; Diploma in Civil Engineering; Diploma in Electrical Engineering; Diploma in Mechanical Engineering,No,www.newmodelinstituteofpolytechn.ac.in,Active
COL0137,"Lok Shikshan Sanstha's Jyotirao Phule Mahavidyalaya, Balapur","Arts, Science & Commerce",Autonomous,Akola,Balapur,Maharashtra,Sant Gadge Baba Amravati University,1958,A+,138,Yes,3.75,3624,225,17.1,BSc; MCom; BCom; MA; MSc,Yes,www.lokshikshansansthasjyotiraop.edu.in,Active
COL0138,"Deccan Education Society's Chhatrapati Shivaji Arts, Science and Commerce College, Vaijapur","Arts, Science & Commerce",Private,Chhatrapati Sambhajinagar,Vaijapur,Maharashtra,Dr. Babasaheb Ambedkar Marathwada University,2013,B++,,No,3.13,3263,183,42.6,BCom; MSc; BA,Yes,www.deccaneducationsocietyschhat.edu.in,Active
COL0139,"Adarsh Shikshan Prasarak Mandal's Shankarrao Chavan Mahavidyalaya, Malegaon","Arts, Science & Commerce",Private,Washim,Malegaon,Maharashtra,Sant Gadge Baba Amravati University,2010,B+,,No,2.91,4988,275,38.2,BA; BCom; BSc,Yes,www.adarshshikshanprasarakmandal.edu.in,Active
COL0140,"Sant Gadge Baba B.Ed. College, Akkalkot",Education (B.Ed/D.Ed),Autonomous,Solapur,Akkalkot,Maharashtra,Punyashlok Ahilyadevi Holkar Solapur University,1998,A,,Yes,3.48,318,13,7.1,M.Ed; D.Ed; B.Ed,Yes,www.santgadgebababedcollegeakkal.edu.in,Active
COL0141,"Savitribai Phule Commerce College, Sangli",Commerce,Deemed,Sangli,Sangli,Maharashtra,Savitribai Phule Commerce College (Deemed to be University),2001,A,,Yes,3.32,938,57,6.3,BCom; BCom (Accounting & Finance),Yes,www.savitribaiphulecommercecolle.ac.in,Active
COL0142,"Terna Public Charitable Trust's Yashwantrao Chavan Mahavidyalaya, Kolhapur","Arts, Science & Commerce",Autonomous,Kolhapur,Kolhapur,Maharashtra,"Shivaji University, Kolhapur",1986,A+,,Yes,3.55,5985,258,10.3,MA; MSc; BA; BSc,Yes,www.ternapubliccharitabletrustsy.edu.in,Active
COL0143,"Vinoba Bhave College of Engineering, Kurla",Engineering,Autonomous,Mumbai Suburban,Kurla,Maharashtra,Dr. Babasaheb Ambedkar Technological University,1997,A,196,Yes,3.4,1121,71,11.0,BE Computer Engineering; BE Electronics & Telecommunication; BE Electrical Engineering,Yes,www.vinobabhavecollegeofengineer.org.in,Active
COL0144,"Karmaveer Bhaurao Patil Institute of Management Studies, Pulgaon",Management (MBA/BBA),Government,Wardha,Pulgaon,Maharashtra,Rashtrasant Tukadoji Maharaj Nagpur University,1859,B++,,Yes,3.06,642,32,13.7,MBA; BBA; PGDM; MMS,Yes,www.karmaveerbhauraopatilinstitu.org.in,Active
COL0145,"Kai. Shankarrao Patil Education Society's Padmashri Vikhe Patil Arts College, Manmad",Arts,Private,Nashik,Manmad,Maharashtra,Kavayitri Bahinabai Chaudhari North Maharashtra University,1976,C,,No,2.04,520,36,1.8,BA Economics; MA,No,www.kaishankarraopatileducations.ac.in,Active
COL0146,"Shahu Maharaj Mahavidyalaya, Kalyan","Arts, Science & Commerce",Deemed,Thane,Kalyan,Maharashtra,Shahu Maharaj Mahavidyalaya (Deemed to be University),1972,A++,,Yes,3.96,5149,356,44.7,MA; BA; BSc; BCom; MCom; MSc,Yes,www.shahumaharajmahavidyalayakal.ac.in,Active
COL0147,"Chhatrapati Sambhaji College of Pharmacy, Mumbai",Pharmacy,Private,Mumbai City,Mumbai,Maharashtra,University of Mumbai,2018,A,,No,3.45,840,40,4.7,B.Pharm; M.Pharm,Yes,www.chhatrapatisambhajicollegeof.edu.in,Active
COL0148,"Lok Shikshan Sanstha's Chhatrapati Shivaji Mahavidyalaya, Shahada","Arts, Science & Commerce",Autonomous,Nandurbar,Shahada,Maharashtra,Kavayitri Bahinabai Chaudhari North Maharashtra University,1969,A++,,Yes,3.78,5557,231,21.7,MCom; MSc; MA; BCom; BA,Yes,www.lokshikshansansthaschhatrapa.edu.in,Active
COL0149,"Government Arts, Science and Commerce College, Andheri","Arts, Science & Commerce",Government,Mumbai Suburban,Andheri,Maharashtra,University of Mumbai,1862,B++,,No,3.14,5384,324,34.2,BSc; MCom; MSc; MA,Yes,www.governmentartsscienceandcomm.edu.in,Active
COL0150,"Adarsh College of Engineering and Technology, Miraj",Engineering,Private,Sangli,Miraj,Maharashtra,"Shivaji University, Kolhapur",1996,B+,,No,2.78,4235,278,38.6,BE Computer Engineering; BE Mechanical Engineering; BE Civil Engineering,Yes,www.adarshcollegeofengineeringan.ac.in,Active
COL0151,"Mahatma Gandhi Arts College, Ramtek",Arts,Government,Nagpur,Ramtek,Maharashtra,Rashtrasant Tukadoji Maharaj Nagpur University,1879,A+,97,No,3.75,1935,137,4.9,MA; BA Marathi,Yes,www.mahatmagandhiartscollegeramt.edu.in,Active
COL0152,"Balasaheb Desai B.Ed. College, Solapur",Education (B.Ed/D.Ed),Deemed,Solapur,Solapur,Maharashtra,Balasaheb Desai B.Ed. College (Deemed to be University),1964,A++,,Yes,3.91,103,8,4.9,D.Ed; B.Ed; M.Ed,Yes,www.balasahebdesaibedcollegesola.ac.in,Active
COL0153,"Government Institute of Polytechnic, Baramati",Polytechnic,Private,Pune,Baramati,Maharashtra,Savitribai Phule Pune University,1998,A++,,No,3.82,425,24,26.9,Diploma in Mechanical Engineering; Diploma in Electrical Engineering; Diploma in Civil Engineering; Diploma in Computer Engineering,Yes,www.governmentinstituteofpolytec.ac.in,Active
COL0154,"New Model Commerce College, Washim",Commerce,Deemed,Washim,Washim,Maharashtra,New Model Commerce College (Deemed to be University),2010,B++,,Yes,3.11,2737,135,9.4,BCom; MCom,No,www.newmodelcommercecollegewashi.ac.in,Active
COL0155,"Vitthalrao Vikhe Patil College of Science, Pandharpur",Science,Government,Solapur,Pandharpur,Maharashtra,Punyashlok Ahilyadevi Holkar Solapur University,1895,B+,,No,2.84,1143,65,22.0,BSc Physics; BSc Computer Science; BSc Chemistry,No,www.vitthalraovikhepatilcollegeo.ac.in,Active
COL0156,"Loknete Gopinathji Munde Mahavidyalaya, Darwha","Arts, Science & Commerce",Private,Yavatmal,Darwha,Maharashtra,Sant Gadge Baba Amravati University,2001,Not Accredited,,Yes,0.0,3025,161,23.6,BA; MCom; MA; MSc; BCom; BSc,Yes,www.loknetegopinathjimundemahavi.org.in,Active
COL0157,"Modern College of Arts, Science and Commerce","Arts, Science & Commerce",Autonomous,Pune,Pune,Maharashtra,Savitribai Phule Pune University,1961,A+,84,Yes,3.66,2150,95,4.0,MCom; BSc; BCom; BA; MA,Yes,www.moderncollegeofartssciencean.edu.in,Active
COL0158,"Shahu Maharaj Polytechnic, Solapur",Polytechnic,Private,Solapur,Solapur,Maharashtra,Punyashlok Ahilyadevi Holkar Solapur University,1998,A,,No,3.43,1210,64,14.1,Diploma in Electrical Engineering; Diploma in Mechanical Engineering; Diploma in Computer Engineering; Diploma in Civil Engineering,No,www.shahumaharajpolytechnicsolap.org.in,Active
