placement_id,college_id,student_id,branch,graduation_year,company,package_lpa,internship_company,internship_stipend,placement_status,job_role,location
PLC000280,COL0210,STU011339,ME,2027,Salesforce,25.9,,,Placed,Product Analyst,Mumbai
PLC000281,COL0324,STU016893,BA,2027,Genpact,3.6,Cadila Healthcare,11000,Placed,Customer Support Executive,Amravati
PLC000282,COL0157,STU008319,MSc,2027,,,Max Healthcare,12000,Not Eligible,,
PLC000283,COL1938,STU096864,MCom,2027,LTIMindtree,4.6,,,Placed,Software Trainee,Bengaluru
PLC000284,COL1325,STU066708,BCom (Accounting & Finance),2027,Genpact,4.8,,,Placed,Customer Support Executive,Pune
PLC000285,COL1532,STU077447,MA,2027,,,,,Not Placed,,
PLC000286,COL1938,STU096841,BSc,2027,,,Amazon,77500,Not Placed,,
PLC000287,COL1081,STU053877,BCom,2027,,,,,Not Eligible,,
PLC000288,COL0361,STU018781,BE Computer Engineering,2027,Google,34.1,,,Placed,Product Analyst,Noida
PLC000289,COL1257,STU062723,MA,2027,Godrej Consumer Products,10.4,Tata Memorial Hospital,10000,Placed,Supply Chain Analyst,Bengaluru
PLC000290,COL1672,STU083655,BCom,2027,Genpact,3.1,Walmart Global Tech,45000,Placed,Content Associate,Amravati
PLC000291,COL1638,STU081974,ME,2027,,,Max Healthcare,8500,Not Eligible,,
PLC000292,COL0920,STU046337,MSc,2027,Deloitte,7.2,Byju's,9500,Placed,Financial Analyst,Hyderabad
PLC000293,COL0158,STU008359,Diploma in Electrical Engineering,2027,,,,,Not Placed,,
PLC000294,COL1699,STU084878,MCom,2027,,,,,Not Placed,,
PLC000295,COL0459,STU023347,BSc,2027,Asian Paints,7.1,Fortis Healthcare,10500,Placed,Supply Chain Analyst,Mumbai
PLC000296,COL0241,STU012714,BSc Computer Science,2027,Teleperformance,4.3,ABB India,10000,Placed,Content Associate,Pune
PLC000297,COL0232,STU012335,BSc Mathematics,2027,Hindustan Unilever,12.4,,,Placed,Supply Chain Analyst,Chennai
PLC000298,COL1437,STU072948,BE Computer Engineering,2027,Intel,18.8,Axis Bank,15500,Placed,Machine Learning Engineer,Mumbai
PLC000299,COL0146,STU007554,MSc,2027,,,Infosys,24000,Not Placed,,
PLC000300,COL1288,STU064316,MCom,2027,,,Accenture,24000,Not Placed,,
PLC000301,COL1016,STU050935,BA Economics,2027,,,,,Not Placed,,
PLC000302,COL1778,STU088654,MSc,2027,EY,13.5,SAP Labs,54000,Placed,Relationship Manager,Gurugram
PLC000303,COL0467,STU023710,ME,2027,LTIMindtree,6.5,Lupin,11000,Placed,Software Trainee,Bengaluru
PLC000304,COL1345,STU067589,BCom,2027,,,,,Not Placed,,
PLC000305,COL0643,STU032092,MSc,2027,,,,,Not Placed,,
PLC000306,COL0270,STU014239,MCom,2027,,,Genpact,11500,Not Placed,,
PLC000307,COL0879,STU044186,BA,2027,,,,,Not Placed,,
PLC000308,COL0424,STU021583,MSc,2027,,,NVIDIA,58500,Not Placed,,
PLC000309,COL1849,STU092116,MS,2027,Fortis Healthcare,4.9,,,Placed,Medical Officer,Aurangabad
PLC000310,COL0820,STU041195,BA,2027,,,Cognizant,13000,Not Placed,,
PLC000311,COL1670,STU083503,BE Civil Engineering,2027,Capgemini,6.1,Google,39000,Placed,Associate Software Engineer,Noida
PLC000312,COL0891,STU045010,MSc,2027,,,,,Not Eligible,,
PLC000313,COL1366,STU069062,MSc,2027,ICICI Bank,5.9,,,Placed,Management Trainee,Gurugram
PLC000314,COL0249,STU012947,BA,2027,Kotak Mahindra Bank,7.3,Bharat Forge,11000,Placed,Audit Associate,Hyderabad
PLC000315,COL0488,STU024869,BSc Computer Science,2027,,,,,Not Eligible,,
PLC000316,COL0188,STU009888,MSc,2027,,,,,Not Placed,,
PLC000317,COL0660,STU033028,MA,2027,EY,17.4,Byju's,12000,Placed,Management Trainee,Noida
PLC000318,COL0720,STU036031,MSc,2027,Cognizant,6.0,Wipro BPO,6500,Placed,Associate Software Engineer,Chennai
PLC000319,COL1126,STU056559,BCom,2027,,,,,Not Eligible,,
PLC000320,COL1300,STU065025,MA,2027,EY,16.8,,,Placed,Relationship Manager,Mumbai
PLC000321,COL1051,STU052502,M.Arch,2027,CP Kukreja Architects,4.4,Max Healthcare,13000,Placed,Site Architect,Nashik
PLC000322,COL0305,STU015930,M.Pharm,2027,Cipla,8.1,Lupin,13500,Placed,Quality Control Analyst,Kolhapur
PLC000323,COL0871,STU043983,MSc,2027,,,,,Not Placed,,
PLC000324,COL0445,STU022587,BE Electrical Engineering,2027,Walmart Global Tech,14.2,Fortis Healthcare,11500,Placed,Product Analyst,Gurugram
PLC000325,COL0644,STU032261,BA Economics,2027,,,,,Not Eligible,,
PLC000326,COL1184,STU059426,BCom,2027,ITC Limited,13.5,,,Placed,Supply Chain Analyst,Hyderabad
PLC000327,COL1978,STU099084,MCom,2027,,,,,Not Placed,,
PLC000328,COL1352,STU068123,MCom,2027,KPMG,16.6,,,Placed,Business Analyst,Noida
PLC000329,COL1699,STU084885,MSc,2027,Asian Paints,6.0,Capgemini,24500,Placed,Sales Executive,Bengaluru
PLC000330,COL1069,STU053237,MCom,2027,,,,,Not Placed,,
PLC000331,COL0132,STU006855,MSc,2027,,,,,Not Eligible,,
PLC000332,COL1367,STU069201,MSc,2027,,,Cognizant,15500,Not Placed,,
PLC000333,COL1251,STU062418,MA,2027,Kotak Mahindra Bank,5.7,,,Placed,Relationship Manager,Hyderabad
PLC000334,COL1543,STU077921,B.Pharm,2027,,,Thermax,15500,Not Placed,,
PLC000335,COL0714,STU035765,BCom (Banking & Insurance),2027,Reliance Industries,12.7,Axis Bank,19500,Placed,Management Trainee,Pune
PLC000336,COL0482,STU024559,MMS,2027,Mphasis,8.5,Microsoft,35000,Placed,Systems Engineer,Pune
PLC000337,COL0183,STU009709,BE Electronics & Telecommunication,2027,Amazon,32.0,,,Placed,Data Scientist,Mumbai
PLC000338,COL0647,STU032472,MA,2027,,,Max Healthcare,13000,Not Placed,,
PLC000339,COL1005,STU050441,MSc,2027,Deloitte,11.4,,,Placed,Financial Analyst,Gurugram
PLC000340,COL0353,STU018346,MA,2027,,,Salesforce,83500,Not Eligible,,
PLC000341,COL1845,STU091929,BE Electrical Engineering,2027,Mphasis,8.9,,,Placed,IT Analyst,Pune
PLC000342,COL1438,STU073051,MSc,2027,,,,,Not Placed,,
PLC000343,COL0555,STU028407,MSc,2027,,,Teleperformance,9000,Not Eligible,,
PLC000344,COL1677,STU083892,BCom,2027,,,Persistent Systems,16500,Not Placed,,
PLC000345,COL0407,STU020630,MCom,2027,Byju's,5.5,Adobe,72000,Placed,Customer Support Executive,Kolhapur
PLC000346,COL0441,STU022452,ME,2027,,,Tata Memorial Hospital,10000,Not Eligible,,
PLC000347,COL1130,STU056776,BCom,2027,Amazon (Operations),6.4,,,Placed,Operations Executive,Kolhapur
PLC000348,COL0445,STU022612,ME,2027,Tech Mahindra,7.3,Amazon (Operations),12000,Placed,Systems Engineer,Mumbai
PLC000349,COL0995,STU049767,MSc,2027,,,,,Not Eligible,,
PLC000350,COL0374,STU019430,BE Mechanical Engineering,2027,,,Apollo Hospitals,12000,Not Placed,,
PLC000351,COL1363,STU068831,BE Electronics & Telecommunication,2027,Salesforce,30.2,,,Placed,Data Scientist,Noida
PLC000352,COL0756,STU037620,BE Electronics & Telecommunication,2027,,,Capgemini,14000,Not Placed,,
PLC000353,COL1363,STU068823,ME,2027,,,,,Not Eligible,,
PLC000354,COL0351,STU018260,MSc,2027,,,ICICI Bank,18500,Not Placed,,
PLC000355,COL1216,STU060852,MA,2027,,,,,Not Placed,,
PLC000356,COL1712,STU085502,PGDM,2027,Reliance Industries,7.4,PwC,28000,Placed,Management Trainee,Chennai
PLC000357,COL1060,STU052881,BA History,2027,Byju's,4.8,Sun Pharmaceutical,17000,Placed,Process Associate,Pune
PLC000358,COL0250,STU013027,BSc,2027,,,Microsoft,41000,Not Eligible,,
PLC000359,COL1321,STU066453,MA,2027,,,,,Not Placed,,
PLC000360,COL1713,STU085622,MCom,2027,Tech Mahindra,5.9,,,Placed,Associate Software Engineer,Gurugram
PLC000361,COL0265,STU013722,MA,2027,,,HCLTech,22500,Not Placed,,
PLC000362,COL1038,STU052033,ME,2027,,,,,Not Eligible,,
PLC000363,COL1103,STU055343,MA,2027,ITC Limited,11.7,,,Placed,Supply Chain Analyst,Gurugram
PLC000364,COL1860,STU092778,BCom,2027,,,,,Not Eligible,,
PLC000365,COL1124,STU056292,MA,2027,Kotak Mahindra Bank,10.5,HCLTech,16500,Placed,Financial Analyst,Hyderabad
PLC000366,COL1054,STU052570,ME,2027,Uber,37.4,ICICI Bank,26000,Placed,Product Analyst,Mumbai
PLC000367,COL1887,STU093978,MCom,2027,,,Cadila Healthcare,17500,Not Placed,,
PLC000368,COL0871,STU043938,MCom,2027,,,NVIDIA,36000,Not Placed,,
PLC000369,COL1455,STU073941,BA,2027,Infosys,7.8,,,Placed,IT Analyst,Bengaluru
PLC000370,COL1995,STU099763,MCom,2027,Teleperformance,5.0,,,Placed,Process Associate,Mumbai
PLC000371,COL1387,STU070382,MCom,2027,,,Tata Memorial Hospital,9500,Not Placed,,
PLC000372,COL1644,STU082215,M.Arch,2027,CP Kukreja Architects,4.8,,,Placed,Design Associate,Mumbai
PLC000373,COL1144,STU057360,Diploma in Mechanical Engineering,2027,Thermax,8.7,,,Placed,Design Engineer,Chakan
PLC000374,COL1779,STU088700,ME,2027,Microsoft,22.7,,,Placed,Cloud Engineer,Mumbai
PLC000375,COL0810,STU040555,MCom,2027,Amazon (Operations),4.3,,,Placed,Process Associate,Kolhapur
PLC000376,COL0038,STU002126,MA,2027,,,,,Not Eligible,,
PLC000377,COL0393,STU020131,MSc,2027,KPMG,8.8,Larsen & Toubro,15000,Placed,Management Trainee,Gurugram
PLC000378,COL0838,STU042109,MSc,2027,,,,,Not Eligible,,
PLC000379,COL1524,STU077215,M.Sc Nursing,2027,,,,,Not Eligible,,
PLC000380,COL1591,STU079996,MSc,2027,Kotak Mahindra Bank,5.2,,,Placed,Relationship Manager,Chennai
PLC000381,COL0548,STU028005,MCom,2027,Byju's,5.1,,,Placed,Customer Support Executive,Amravati
PLC000382,COL0327,STU017081,BCom,2027,,,,,Not Placed,,
PLC000383,COL0288,STU015248,MCom,2027,,,Mphasis,19000,Not Placed,,
PLC000384,COL1093,STU054627,BSc Mathematics,2027,Hindustan Unilever,6.3,,,Placed,Brand Associate,Bengaluru
PLC000385,COL1784,STU089072,MCom,2027,,,,,Not Eligible,,
PLC000386,COL1640,STU082101,BCom,2027,,,,,Not Placed,,
PLC000387,COL1820,STU090733,MBA,2027,,,,,Not Placed,,
PLC000388,COL1125,STU056444,BSc,2027,,,,,Not Placed,,
PLC000389,COL1782,STU088943,MCom,2027,TCS,3.6,,,Placed,Technical Consultant,Pune
PLC000390,COL0226,STU011978,ME,2027,TCS,5.2,Byju's,11500,Placed,Software Trainee,Gurugram
PLC000391,COL1438,STU073056,BCom,2027,HDFC Life,7.0,,,Placed,Financial Analyst,Pune
PLC000392,COL0243,STU012761,Diploma in Electrical Engineering,2027,Bharat Forge,6.0,,,Placed,Graduate Engineer Trainee,Mumbai
PLC000393,COL0129,STU006644,Diploma in Mechanical Engineering,2027,Wipro,5.4,,,Placed,Systems Engineer,Gurugram
PLC000394,COL1125,STU056345,BA,2027,Concentrix,4.2,,,Placed,Operations Executive,Mumbai
PLC000395,COL0356,STU018597,MCom,2027,Concentrix,3.8,,,Placed,Process Associate,Solapur
PLC000396,COL1882,STU093626,BSc,2027,,,,,Not Eligible,,
PLC000397,COL1284,STU064059,BSc,2027,,,,,Not Placed,,
PLC000398,COL0351,STU018251,MA,2027,,,Wipro BPO,11000,Not Placed,,
PLC000399,COL1241,STU062192,Diploma in Computer Engineering,2027,Adobe,29.6,Zensar Technologies,14000,Placed,Software Development Engineer,Hyderabad
PLC000400,COL0698,STU034967,ME,2027,Capgemini,4.2,Concentrix,10000,Placed,Associate Software Engineer,Mumbai
PLC000401,COL1765,STU087880,BSc,2027,Byju's,4.2,Glenmark Pharmaceuticals,9000,Placed,Customer Support Executive,Kolhapur
PLC000402,COL1484,STU075285,MCom,2027,,,Cummins India,16000,Not Placed,,
PLC000403,COL1492,STU075665,MA,2027,Teleperformance,4.8,,,Placed,Customer Support Executive,Solapur
PLC000404,COL0994,STU049657,MSc,2027,Deloitte,7.9,,,Placed,Management Trainee,Bengaluru
PLC000405,COL1554,STU078581,MSc,2027,,,Persistent Systems,15000,Not Placed,,
PLC000406,COL0165,STU008692,MCom,2027,,,Zensar Technologies,21000,Not Placed,,
PLC000407,COL1374,STU069532,LLM,2027,,,,,Not Eligible,,
PLC000408,COL1337,STU067319,BE Civil Engineering,2027,Adobe,37.4,,,Placed,Machine Learning Engineer,Pune
PLC000409,COL0827,STU041441,MSc,2027,Wipro,6.6,,,Placed,Technical Consultant,Chennai
PLC000410,COL0210,STU011320,BE Electrical Engineering,2027,HCLTech,7.0,Kotak Mahindra Bank,24000,Placed,Systems Engineer,Noida
PLC000411,COL0514,STU026456,D.Pharm,2027,Cadila Healthcare,4.7,Thermax,11500,Placed,Regulatory Affairs Executive,Amravati
PLC000412,COL1544,STU078019,MA,2027,Asian Paints,8.1,,,Placed,Sales Executive,Hyderabad
PLC000413,COL1387,STU070331,MSc,2027,Deloitte,16.7,,,Placed,Management Trainee,Noida
PLC000414,COL0984,STU049058,LLB,2027,Luthra and Luthra,12.4,,,Placed,Legal Analyst,Mumbai
PLC000415,COL1625,STU081393,BSc,2027,,,,,Not Placed,,
PLC000416,COL1900,STU094860,MSc,2027,,,Bajaj Auto,13000,Not Placed,,
PLC000417,COL0771,STU038593,M.Pharm,2027,Dr. Reddy's Laboratories,7.5,Salesforce,47500,Placed,Quality Control Analyst,Nashik
PLC000418,COL1125,STU056417,MSc,2027,Godrej Consumer Products,7.7,Ruby Hall Clinic,12500,Placed,Supply Chain Analyst,Gurugram
PLC000419,COL0872,STU043993,B.Ed,2027,,,,,Not Placed,,
PLC000420,COL1775,STU088486,MSc,2027,HDFC Bank,8.2,Walmart Global Tech,36000,Placed,Business Analyst,Mumbai
PLC000421,COL1571,STU079052,BE Electronics & Telecommunication,2027,Capgemini,8.6,Siemens,19000,Placed,Technical Consultant,Chennai
PLC000422,COL0592,STU029786,MCom,2027,,,,,Not Placed,,
PLC000423,COL0486,STU024728,ME,2027,Zensar Technologies,6.6,,,Placed,Technical Consultant,Gurugram
PLC000424,COL0194,STU010165,MA,2027,,,,,Not Placed,,
PLC000425,COL0360,STU018742,BA Marathi,2027,,,Wipro BPO,10000,Not Placed,,
PLC000426,COL0210,STU011246,BE Computer Engineering,2027,SAP Labs,18.9,NVIDIA,77000,Placed,Data Scientist,Hyderabad
PLC000427,COL1074,STU053436,MA,2027,HDFC Life,9.9,,,Placed,Financial Analyst,Mumbai
PLC000428,COL1705,STU085270,BA,2027,,,Oracle,70000,Not Eligible,,
PLC000429,COL1221,STU061051,MA,2027,TCS,5.9,,,Placed,Associate Software Engineer,Gurugram
PLC000430,COL0389,STU019981,MA,2027,HDFC Life,8.3,,,Placed,Management Trainee,Chennai
PLC000431,COL0546,STU027860,BCom (Banking & Insurance),2027,Genpact,6.0,Accenture,14500,Placed,Content Associate,Nashik
PLC000432,COL1816,STU090480,BE Computer Engineering,2027,TCS,4.5,KPMG,16000,Placed,IT Analyst,Hyderabad
PLC000433,COL0940,STU047070,BE Mechanical Engineering,2027,Adobe,38.0,,,Placed,Data Scientist,Hyderabad
PLC000434,COL1992,STU099694,D.Ed,2027,,,Sun Pharmaceutical,11000,Not Placed,,
PLC000435,COL1173,STU058899,ME,2027,,,Fortis Healthcare,12000,Not Placed,,
PLC000436,COL0916,STU046019,MCom,2027,,,Bharat Forge,18500,Not Placed,,
PLC000437,COL1550,STU078424,M.Pharm,2027,Max Healthcare,5.0,Axis Bank,24500,Placed,Medical Officer,Aurangabad
PLC000438,COL0348,STU018049,MSc,2027,,,Deloitte,20000,Not Placed,,
PLC000439,COL1183,STU059336,Diploma in Civil Engineering,2027,,,KPMG,15500,Not Placed,,
PLC000440,COL1350,STU068013,BE Computer Engineering,2027,Infosys,7.1,,,Placed,Software Trainee,Mumbai
PLC000441,COL0684,STU034108,MSc,2027,PwC,10.0,Siemens,15500,Placed,Relationship Manager,Gurugram
PLC000442,COL1621,STU081153,MA,2027,,,,,Not Placed,,
PLC000443,COL1049,STU052414,MCom,2027,,,,,Not Placed,,
PLC000444,COL0411,STU020830,BA,2027,Genpact,6.0,NVIDIA,78000,Placed,Operations Executive,Mumbai
PLC000445,COL0098,STU005166,BCom (Banking & Insurance),2027,,,,,Not Eligible,,
PLC000446,COL1887,STU094043,MA,2027,,,,,Not Placed,,
PLC000447,COL0166,STU008730,D.Pharm,2027,Dr. Reddy's Laboratories,8.1,Fortis Healthcare,11000,Placed,Production Chemist,Aurangabad
PLC000448,COL1533,STU077479,MA,2027,ITC Limited,9.1,,,Placed,Sales Executive,Pune
PLC000449,COL1275,STU063611,MCom,2027,,,Ruby Hall Clinic,11000,Not Placed,,
PLC000450,COL1415,STU072043,BE Mechanical Engineering,2027,HCLTech,7.8,Uber,58500,Placed,IT Analyst,Mumbai
PLC000451,COL0512,STU026240,ME,2027,Mphasis,8.6,,,Placed,Associate Software Engineer,Bengaluru
PLC000452,COL0262,STU013610,M.Arch,2027,,,Concentrix,6000,Not Eligible,,
PLC000453,COL0437,STU022175,BE Electrical Engineering,2027,Godrej & Boyce,8.5,Sun Pharmaceutical,8500,Placed,Site Engineer,Chakan
PLC000454,COL1916,STU095903,ME,2027,,,,,Not Eligible,,
PLC000455,COL0208,STU011056,MCom,2027,HDFC Bank,5.2,Sun Pharmaceutical,15000,Placed,Management Trainee,Pune
PLC000456,COL1161,STU058181,MA,2027,,,Bajaj Auto,16500,Not Eligible,,
PLC000457,COL0132,STU006782,BSc,2027,,,,,Not Placed,,
PLC000458,COL1103,STU055385,MSc,2027,,,,,Not Placed,,
PLC000459,COL1546,STU078185,BCom,2027,,,,,Not Placed,,
PLC000460,COL0815,STU040868,BSc Mathematics,2027,Cognizant,5.6,Tata Memorial Hospital,12500,Placed,IT Analyst,Pune
PLC000461,COL0543,STU027642,B.Pharm,2027,Sun Pharmaceutical,8.3,,,Placed,R&D Associate,Kolhapur
PLC000462,COL1168,STU058770,BSc Chemistry,2027,,,Wipro BPO,9000,Not Placed,,
PLC000463,COL0185,STU009763,Diploma in Electrical Engineering,2027,Accenture,8.6,Cipla,12500,Placed,Technical Consultant,Hyderabad
PLC000464,COL1230,STU061584,MSc,2027,KPMG,12.2,,,Placed,Financial Analyst,Noida
PLC000465,COL0279,STU014731,MCom,2027,EY,17.2,Max Healthcare,14000,Placed,Financial Analyst,Bengaluru
PLC000466,COL1977,STU099019,MSc,2027,,,HDFC Life,15500,Not Placed,,
PLC000467,COL0270,STU014203,MA,2027,Concentrix,5.3,Tech Mahindra,21000,Placed,Content Associate,Solapur
PLC000468,COL1892,STU094375,BE Civil Engineering,2027,Zensar Technologies,5.2,Amazon (Operations),10000,Placed,IT Analyst,Gurugram
PLC000469,COL1380,STU069922,MCom,2027,Byju's,5.7,,,Placed,Process Associate,Mumbai
PLC000470,COL0831,STU041648,MBA,2027,Godrej Consumer Products,12.6,Axis Bank,23500,Placed,Supply Chain Analyst,Noida
PLC000471,COL0552,STU028270,MSc,2027,,,,,Not Placed,,
PLC000472,COL1904,STU095221,BE Computer Engineering,2027,Larsen & Toubro,5.1,Amazon (Operations),11500,Placed,Site Engineer,Nashik
PLC000473,COL0020,STU001054,MCom,2027,,,ABB India,12000,Not Placed,,
PLC000474,COL0643,STU032231,MA,2027,,,Fortis Healthcare,13000,Not Placed,,
PLC000475,COL1103,STU055340,MSc,2027,Hindustan Unilever,6.2,,,Placed,Sales Executive,Chennai
PLC000476,COL0038,STU002135,MA,2027,ITC Limited,7.0,,,Placed,Management Trainee,Hyderabad
PLC000477,COL1432,STU072686,LLM,2027,,,,,Not Placed,,
PLC000478,COL0422,STU021416,M.Pharm,2027,,,Glenmark Pharmaceuticals,10500,Not Eligible,,
PLC000479,COL1974,STU098833,BE Civil Engineering,2027,ABB India,7.4,,,Placed,Quality Engineer,Nagpur
PLC000480,COL0958,STU047762,BE Mechanical Engineering,2027,,,,,Not Placed,,
PLC000481,COL0487,STU024777,ME,2027,Larsen & Toubro,9.2,,,Placed,Graduate Engineer Trainee,Chakan
PLC000482,COL1739,STU086737,ME,2027,Bharat Forge,5.6,Byju's,10000,Placed,Design Engineer,Nagpur
PLC000483,COL0374,STU019352,ME,2027,,,Tech Mahindra,14500,Not Eligible,,
PLC000484,COL1621,STU081177,MSc,2027,,,Lupin,15500,Not Placed,,
PLC000485,COL1902,STU095009,MCom,2027,,,,,Not Eligible,,
PLC000486,COL1298,STU064904,BCom,2027,,,Amazon (Operations),7000,Not Placed,,
PLC000487,COL1901,STU094951,MSc,2027,,,,,Not Placed,,
PLC000488,COL0812,STU040647,BA History,2027,,,,,Not Placed,,
PLC000489,COL1448,STU073614,MCom,2027,Hindustan Unilever,12.0,Amazon,66000,Placed,Sales Executive,Pune
PLC000490,COL0831,STU041653,MBA,2027,,,EY,26000,Not Eligible,,
PLC000491,COL1262,STU062917,MCom,2027,,,,,Not Placed,,
PLC000492,COL1384,STU070183,MCom,2027,,,,,Not Placed,,
PLC000493,COL1052,STU052507,M.Pharm,2027,,,EY,20500,Not Placed,,
PLC000494,COL1047,STU052378,ME,2027,Accenture,5.5,Byju's,7000,Placed,Associate Software Engineer,Pune
PLC000495,COL0020,STU001042,MSc,2027,,,,,Not Placed,,
PLC000496,COL1703,STU085002,MCom,2027,,,,,Not Eligible,,
PLC000497,COL1952,STU097573,BE Civil Engineering,2027,Uber,31.3,Byju's,9500,Placed,Software Development Engineer,Mumbai
PLC000498,COL1932,STU096614,BE Electrical Engineering,2027,,,Adobe,65000,Not Placed,,
PLC000499,COL1783,STU089002,MCom,2027,Hindustan Unilever,7.5,PwC,17000,Placed,Supply Chain Analyst,Noida
PLC000500,COL1938,STU096891,MA,2027,Concentrix,3.9,,,Placed,Customer Support Executive,Aurangabad
PLC000501,COL1867,STU093199,LLB,2027,,,Infosys,15500,Not Placed,,
PLC000502,COL1438,STU073047,MA,2027,,,Tata Steel,18000,Not Placed,,
PLC000503,COL0895,STU045132,BE Electronics & Telecommunication,2027,LTIMindtree,4.7,,,Placed,Software Trainee,Noida
PLC000504,COL0137,STU007012,BCom,2027,,,Thermax,18500,Not Placed,,
PLC000505,COL0499,STU025543,ME,2027,Qualcomm,37.7,TCS,18500,Placed,Software Development Engineer,Noida
PLC000506,COL1321,STU066490,MA,2027,,,,,Not Placed,,
PLC000507,COL0411,STU020893,MSc,2027,,,Concentrix,7500,Not Placed,,
PLC000508,COL0498,STU025401,BA,2027,,,,,Not Placed,,
PLC000509,COL1847,STU092037,MA,2027,,,Bharat Forge,12000,Not Eligible,,
PLC000510,COL1233,STU061767,BE Electrical Engineering,2027,ABB India,9.9,HDFC Bank,22000,Placed,Quality Engineer,Aurangabad
PLC000511,COL0452,STU022892,BCom,2027,,,,,Not Placed,,
PLC000512,COL1413,STU071996,ME,2027,Zensar Technologies,7.6,,,Placed,Software Trainee,Gurugram
PLC000513,COL0157,STU008302,MSc,2027,Axis Bank,9.7,Cipla,13500,Placed,Management Trainee,Gurugram
PLC000514,COL0857,STU043217,BA Economics,2027,Wipro BPO,3.2,,,Placed,Process Associate,Aurangabad
PLC000515,COL1125,STU056350,MCom,2027,,,,,Not Placed,,
PLC000516,COL1461,STU074247,MSc,2027,,,Tata Memorial Hospital,8000,Not Eligible,,
PLC000517,COL1545,STU078079,MA,2027,HDFC Life,9.5,,,Placed,Business Analyst,Mumbai
PLC000518,COL1950,STU097467,BE Mechanical Engineering,2027,Amazon,36.7,,,Placed,Product Analyst,Pune
PLC000519,COL1019,STU051187,MSc,2027,HDFC Life,10.0,,,Placed,Business Analyst,Pune
PLC000520,COL1246,STU062276,D.Pharm,2027,,,,,Not Placed,,
PLC000521,COL0994,STU049678,MA,2027,,,Tata Memorial Hospital,9000,Not Placed,,
PLC000522,COL0032,STU001663,MSc,2027,ICICI Bank,8.5,Cipla,12500,Placed,Financial Analyst,Bengaluru
PLC000523,COL0508,STU025983,BCom (Accounting & Finance),2027,,,,,Not Placed,,
PLC000524,COL0610,STU030604,MA,2027,,,,,Not Placed,,
PLC000525,COL0222,STU011806,BA,2027,,,,,Not Placed,,
PLC000526,COL0283,STU015034,BCom (Accounting & Finance),2027,,,,,Not Placed,,
PLC000527,COL0666,STU033433,MCom,2027,KPMG,12.2,,,Placed,Management Trainee,Gurugram
PLC000528,COL1480,STU074913,BSc,2027,,,Wipro BPO,8500,Not Placed,,
PLC000529,COL0468,STU023855,BCom,2027,HDFC Life,4.3,,,Placed,Relationship Manager,Hyderabad
PLC000530,COL1384,STU070190,MCom,2027,ITC Limited,13.8,Bajaj Auto,12000,Placed,Supply Chain Analyst,Bengaluru
PLC000531,COL0587,STU029532,MCom,2027,,,,,Not Placed,,
PLC000532,COL1014,STU050856,BE Computer Engineering,2027,Cummins India,10.3,,,Placed,Quality Engineer,Aurangabad
PLC000533,COL1283,STU064002,BSc Chemistry,2027,,,HDFC Bank,23000,Not Placed,,
PLC000534,COL1477,STU074831,MSc,2027,,,,,Not Eligible,,
PLC000535,COL0879,STU044273,MCom,2027,,,,,Not Placed,,
