complaint_id,college_id,category,priority,status,days_to_resolve,reported_date,resolved_date
CMP00360,COL1840,Faculty,Medium,In Progress,,2022-06-02,
CMP00361,COL1484,Faculty,Medium,Resolved,25,2025-02-26,2025-03-23
CMP00362,COL1029,Scholarship,High,Resolved,21,2023-10-22,2023-11-12
CMP00363,COL0957,Internet,Medium,Resolved,1,2024-07-31,2024-08-01
CMP00364,COL1602,Transport,Low,Resolved,10,2024-06-17,2024-06-27
CMP00365,COL1143,Hostel,Medium,In Progress,,2024-10-23,
CMP00366,COL0265,Internet,Low,Resolved,3,2023-05-14,2023-05-17
CMP00367,COL0271,Faculty,Medium,Resolved,16,2022-09-06,2022-09-22
CMP00368,COL0475,Faculty,Medium,Resolved,15,2024-03-07,2024-03-22
CMP00369,COL0424,Transport,Low,Pending,,2026-06-28,
CMP00370,COL0856,Exam,Medium,Resolved,6,2022-12-06,2022-12-12
CMP00371,COL1230,Scholarship,Low,Pending,,2025-06-20,
CMP00372,COL1856,Faculty,High,Resolved,10,2023-10-22,2023-11-01
CMP00373,COL0247,Internet,High,Resolved,2,2023-02-23,2023-02-25
CMP00374,COL1089,Transport,Low,Resolved,3,2021-04-16,2021-04-19
CMP00375,COL1749,Infrastructure,High,Pending,,2025-10-18,
CMP00376,COL1791,Scholarship,Low,Resolved,55,2024-02-09,2024-04-04
CMP00377,COL0798,Scholarship,High,Pending,,2022-08-22,
CMP00378,COL0420,Transport,Low,Resolved,10,2023-05-27,2023-06-06
CMP00379,COL1310,Library,Medium,Pending,,2025-07-22,
CMP00380,COL1939,Faculty,High,Resolved,4,2024-06-15,2024-06-19
CMP00381,COL0524,Transport,Medium,In Progress,,2025-01-19,
CMP00382,COL1073,Faculty,Medium,Resolved,18,2026-02-09,2026-02-27
CMP00383,COL0431,Hostel,Medium,Resolved,19,2022-02-25,2022-03-16
CMP00384,COL0023,Library,Medium,Resolved,3,2024-08-13,2024-08-16
CMP00385,COL1390,Faculty,High,Resolved,6,2026-01-22,2026-01-28
CMP00386,COL0067,Hostel,Low,Resolved,20,2023-01-11,2023-01-31
CMP00387,COL1856,Internet,Low,Pending,,2024-06-10,
CMP00388,COL0849,Hostel,High,Pending,,2022-11-18,
CMP00389,COL0062,Faculty,Medium,In Progress,,2022-05-09,
CMP00390,COL0250,Exam,High,Resolved,1,2023-08-26,2023-08-27
CMP00391,COL1043,Scholarship,Low,In Progress,,2025-04-18,
CMP00392,COL0377,Internet,Medium,Resolved,1,2023-08-02,2023-08-03
CMP00393,COL1034,Internet,Low,Resolved,5,2024-06-02,2024-06-07
CMP00394,COL0607,Infrastructure,Medium,Pending,,2021-05-28,
CMP00395,COL0939,Infrastructure,Low,Resolved,42,2023-07-26,2023-09-06
CMP00396,COL0126,Transport,Medium,Resolved,4,2023-04-10,2023-04-14
CMP00397,COL0865,Transport,Low,Resolved,4,2022-04-29,2022-05-03
CMP00398,COL1216,Transport,Low,Pending,,2025-03-13,
CMP00399,COL0116,Internet,Low,Pending,,2024-06-05,
CMP00400,COL1664,Transport,Medium,Resolved,3,2023-09-28,2023-10-01
CMP00401,COL1523,Internet,Medium,Resolved,6,2023-04-02,2023-04-08
CMP00402,COL1269,Exam,Medium,Resolved,11,2021-09-22,2021-10-03
CMP00403,COL0695,Infrastructure,Low,Resolved,8,2026-04-27,2026-05-05
CMP00404,COL0503,Internet,Low,Resolved,6,2021-07-24,2021-07-30
CMP00405,COL1739,Faculty,Medium,Resolved,22,2025-12-20,2026-01-11
CMP00406,COL0651,Infrastructure,Medium,Resolved,39,2022-02-01,2022-03-12
CMP00407,COL1160,Library,High,Resolved,2,2021-09-13,2021-09-15
CMP00408,COL0855,Faculty,Low,Resolved,7,2021-02-25,2021-03-04
CMP00409,COL1300,Internet,Medium,Resolved,3,2022-01-14,2022-01-17
CMP00410,COL1637,Scholarship,Medium,Resolved,25,2025-08-20,2025-09-14
CMP00411,COL1202,Scholarship,High,Resolved,9,2024-10-31,2024-11-09
CMP00412,COL1549,Exam,High,In Progress,,2021-06-04,
CMP00413,COL1618,Faculty,Medium,Resolved,10,2024-10-18,2024-10-28
CMP00414,COL0992,Faculty,Medium,Resolved,21,2024-07-31,2024-08-21
CMP00415,COL0076,Faculty,Medium,Resolved,8,2024-08-16,2024-08-24
CMP00416,COL0704,Transport,Medium,Resolved,8,2025-08-25,2025-09-02
CMP00417,COL0647,Library,Low,Resolved,13,2025-09-22,2025-10-05
CMP00418,COL1215,Internet,Medium,Resolved,6,2023-04-22,2023-04-28
CMP00419,COL0192,Transport,Low,Resolved,5,2024-07-14,2024-07-19
CMP00420,COL0488,Internet,Low,Resolved,2,2024-03-18,2024-03-20
CMP00421,COL1819,Library,Medium,Resolved,10,2026-05-04,2026-05-14
CMP00422,COL0393,Infrastructure,High,Resolved,13,2023-11-27,2023-12-10
CMP00423,COL0010,Infrastructure,High,Resolved,11,2023-04-20,2023-05-01
CMP00424,COL0914,Faculty,High,Resolved,14,2021-08-14,2021-08-28
CMP00425,COL0387,Library,Low,Escalated,,2021-10-29,
CMP00426,COL1157,Scholarship,Medium,In Progress,,2022-11-30,
CMP00427,COL0567,Transport,Medium,Resolved,12,2024-11-16,2024-11-28
CMP00428,COL0961,Hostel,High,Resolved,5,2024-09-12,2024-09-17
CMP00429,COL0115,Transport,Medium,Pending,,2021-10-15,
CMP00430,COL1183,Faculty,Low,Resolved,25,2023-11-05,2023-11-30
CMP00431,COL0879,Infrastructure,High,Resolved,13,2025-05-10,2025-05-23
CMP00432,COL1909,Library,High,Resolved,6,2023-07-21,2023-07-27
CMP00433,COL1727,Internet,Low,Resolved,8,2023-12-25,2024-01-02
CMP00434,COL1805,Faculty,Medium,Resolved,8,2022-07-03,2022-07-11
CMP00435,COL0890,Scholarship,Medium,Resolved,26,2022-05-21,2022-06-16
CMP00436,COL0059,Transport,High,Resolved,2,2021-09-26,2021-09-28
CMP00437,COL1699,Internet,High,Resolved,2,2021-07-05,2021-07-07
CMP00438,COL0465,Scholarship,Medium,Resolved,26,2023-08-20,2023-09-15
CMP00439,COL1460,Exam,Medium,Resolved,12,2022-06-17,2022-06-29
CMP00440,COL1805,Library,Medium,Resolved,9,2021-04-10,2021-04-19
CMP00441,COL1578,Internet,Low,Resolved,6,2023-07-01,2023-07-07
CMP00442,COL0892,Scholarship,High,Resolved,29,2021-11-14,2021-12-13
CMP00443,COL1076,Infrastructure,High,Resolved,27,2024-03-08,2024-04-04
CMP00444,COL0213,Internet,Medium,Resolved,1,2023-09-30,2023-10-01
CMP00445,COL0895,Exam,Medium,Resolved,2,2024-11-13,2024-11-15
CMP00446,COL0267,Hostel,Medium,Resolved,3,2022-02-24,2022-02-27
CMP00447,COL1243,Hostel,Low,Resolved,12,2021-06-15,2021-06-27
CMP00448,COL1413,Library,Low,Pending,,2021-02-06,
CMP00449,COL0035,Internet,High,Resolved,2,2023-08-12,2023-08-14
CMP00450,COL0797,Library,Medium,In Progress,,2024-02-04,
CMP00451,COL0139,Library,Low,Resolved,10,2021-04-10,2021-04-20
CMP00452,COL1171,Scholarship,Medium,Resolved,21,2026-06-01,2026-06-22
CMP00453,COL1413,Exam,Medium,In Progress,,2025-08-09,
CMP00454,COL0617,Internet,Low,Resolved,4,2024-08-30,2024-09-03
CMP00455,COL0534,Library,Medium,Resolved,5,2023-10-02,2023-10-07
CMP00456,COL1742,Library,Low,Resolved,11,2025-03-07,2025-03-18
CMP00457,COL0707,Scholarship,Medium,Resolved,30,2024-12-17,2025-01-16
CMP00458,COL0489,Scholarship,High,In Progress,,2024-06-04,
CMP00459,COL0707,Infrastructure,Medium,Pending,,2025-03-08,
CMP00460,COL1779,Internet,Medium,Resolved,6,2023-08-10,2023-08-16
CMP00461,COL0941,Internet,High,Resolved,1,2022-08-17,2022-08-18
CMP00462,COL0764,Internet,Low,Resolved,5,2022-12-04,2022-12-09
CMP00463,COL1464,Exam,Low,Resolved,20,2022-11-26,2022-12-16
CMP00464,COL1169,Transport,Medium,Escalated,,2023-01-13,
CMP00465,COL0181,Internet,Medium,Resolved,4,2025-08-19,2025-08-23
CMP00466,COL0149,Infrastructure,Medium,Resolved,30,2024-04-11,2024-05-11
CMP00467,COL1054,Hostel,Medium,Escalated,,2022-07-18,
CMP00468,COL0344,Transport,Medium,Resolved,6,2024-11-13,2024-11-19
CMP00469,COL0110,Scholarship,Medium,Resolved,44,2025-03-16,2025-04-29
CMP00470,COL1767,Hostel,High,Resolved,12,2026-05-16,2026-05-28
CMP00471,COL0457,Exam,Medium,Resolved,15,2022-06-14,2022-06-29
CMP00472,COL0107,Exam,High,Resolved,5,2025-01-24,2025-01-29
CMP00473,COL1404,Library,High,Pending,,2024-10-24,
CMP00474,COL0818,Faculty,Medium,Resolved,18,2021-03-31,2021-04-18
CMP00475,COL1399,Hostel,Low,Resolved,21,2025-03-02,2025-03-23
CMP00476,COL0214,Internet,Medium,Resolved,2,2023-04-27,2023-04-29
CMP00477,COL0971,Library,Low,Resolved,13,2021-04-21,2021-05-04
CMP00478,COL1819,Internet,High,Resolved,2,2022-09-12,2022-09-14
CMP00479,COL0650,Exam,High,Pending,,2024-12-14,
CMP00480,COL0970,Exam,High,Resolved,4,2023-08-25,2023-08-29
CMP00481,COL1347,Internet,Low,Resolved,3,2023-08-05,2023-08-08
CMP00482,COL0256,Scholarship,Medium,Resolved,20,2021-06-20,2021-07-10
CMP00483,COL1669,Library,Low,Resolved,4,2024-05-17,2024-05-21
CMP00484,COL1313,Library,Low,Escalated,,2022-08-04,
CMP00485,COL0013,Hostel,Medium,Resolved,4,2025-03-10,2025-03-14
CMP00486,COL0555,Exam,Medium,Resolved,2,2022-02-27,2022-03-01
CMP00487,COL1291,Scholarship,High,Resolved,22,2025-03-07,2025-03-29
CMP00488,COL1910,Scholarship,Medium,Resolved,12,2022-06-21,2022-07-03
CMP00489,COL1892,Internet,Low,Resolved,4,2026-03-07,2026-03-11
CMP00490,COL0077,Internet,Medium,Resolved,6,2024-09-15,2024-09-21
CMP00491,COL1733,Infrastructure,Medium,Resolved,5,2022-05-20,2022-05-25
CMP00492,COL0920,Transport,Medium,Resolved,4,2021-10-17,2021-10-21
CMP00493,COL0856,Infrastructure,High,Resolved,10,2023-08-04,2023-08-14
CMP00494,COL1133,Faculty,High,Resolved,15,2025-03-29,2025-04-13
CMP00495,COL0479,Transport,High,Resolved,3,2022-09-05,2022-09-08
CMP00496,COL0044,Faculty,Low,Escalated,,2023-02-16,
CMP00497,COL1181,Scholarship,High,Resolved,23,2024-01-30,2024-02-22
CMP00498,COL0428,Library,Low,Resolved,10,2026-01-23,2026-02-02
CMP00499,COL0509,Exam,Medium,Resolved,4,2022-04-06,2022-04-10
CMP00500,COL1073,Faculty,Medium,Resolved,23,2024-03-10,2024-04-02
CMP00501,COL0447,Scholarship,Medium,Resolved,30,2022-11-06,2022-12-06
CMP00502,COL1693,Library,Low,Pending,,2024-10-12,
CMP00503,COL1800,Internet,High,Resolved,1,2021-06-27,2021-06-28
CMP00504,COL0540,Hostel,Medium,Resolved,17,2024-05-01,2024-05-18
CMP00505,COL1284,Transport,Medium,In Progress,,2024-09-12,
CMP00506,COL1164,Exam,High,Resolved,5,2024-09-22,2024-09-27
CMP00507,COL0915,Internet,Medium,Resolved,2,2023-07-08,2023-07-10
CMP00508,COL0072,Exam,High,Escalated,,2025-04-10,
CMP00509,COL1924,Infrastructure,High,Resolved,7,2023-10-25,2023-11-01
CMP00510,COL0200,Infrastructure,Medium,Resolved,39,2022-08-07,2022-09-15
CMP00511,COL1456,Faculty,Medium,Resolved,6,2022-09-16,2022-09-22
CMP00512,COL1967,Library,High,Resolved,2,2024-04-15,2024-04-17
CMP00513,COL0611,Library,High,Resolved,4,2025-10-17,2025-10-21
CMP00514,COL0427,Internet,High,Resolved,1,2022-06-28,2022-06-29
CMP00515,COL0150,Transport,Low,Resolved,4,2024-04-03,2024-04-07
CMP00516,COL1996,Scholarship,High,Resolved,16,2025-12-11,2025-12-27
CMP00517,COL1223,Internet,Low,Resolved,6,2022-12-25,2022-12-31
CMP00518,COL0979,Hostel,Low,Resolved,26,2021-02-01,2021-02-27
CMP00519,COL1604,Faculty,Medium,Resolved,7,2024-09-02,2024-09-09
CMP00520,COL1683,Library,Low,Resolved,2,2023-07-31,2023-08-02
CMP00521,COL0695,Exam,Medium,Resolved,13,2025-05-31,2025-06-13
CMP00522,COL0717,Faculty,Low,Resolved,12,2025-01-15,2025-01-27
CMP00523,COL0020,Library,Low,Resolved,6,2021-09-20,2021-09-26
CMP00524,COL1612,Transport,High,Resolved,2,2024-08-13,2024-08-15
CMP00525,COL1943,Hostel,High,Resolved,3,2023-11-17,2023-11-20
CMP00526,COL1146,Infrastructure,Low,Resolved,17,2026-04-28,2026-05-15
CMP00527,COL0968,Scholarship,High,Resolved,13,2026-05-25,2026-06-07
CMP00528,COL1842,Faculty,Low,Resolved,20,2024-03-02,2024-03-22
CMP00529,COL0212,Exam,Medium,Resolved,15,2021-09-06,2021-09-21
CMP00530,COL1545,Library,Medium,Resolved,5,2022-12-13,2022-12-18
CMP00531,COL0671,Infrastructure,Medium,Resolved,43,2025-02-21,2025-04-05
CMP00532,COL0260,Faculty,High,Resolved,17,2025-09-29,2025-10-16
CMP00533,COL0260,Internet,Medium,Resolved,1,2025-12-08,2025-12-09
CMP00534,COL0604,Infrastructure,Medium,Resolved,39,2021-07-23,2021-08-31
CMP00535,COL1397,Library,Medium,Resolved,1,2021-12-17,2021-12-18
CMP00536,COL0098,Infrastructure,Medium,Escalated,,2023-09-16,
CMP00537,COL1649,Internet,Medium,Resolved,1,2024-09-23,2024-09-24
CMP00538,COL1321,Infrastructure,Medium,In Progress,,2021-08-02,
CMP00539,COL0213,Scholarship,Low,Resolved,49,2025-04-25,2025-06-13
CMP00540,COL1405,Scholarship,High,Resolved,23,2022-02-24,2022-03-19
CMP00541,COL0861,Internet,High,Resolved,1,2021-09-15,2021-09-16
CMP00542,COL1646,Transport,Low,Resolved,11,2025-11-22,2025-12-03
CMP00543,COL1575,Hostel,High,Resolved,12,2022-12-13,2022-12-25
CMP00544,COL1917,Transport,Medium,Resolved,7,2026-01-31,2026-02-07
CMP00545,COL1598,Infrastructure,Medium,Resolved,18,2023-09-10,2023-09-28
CMP00546,COL0704,Library,Low,Resolved,5,2025-10-25,2025-10-30
CMP00547,COL1746,Scholarship,Medium,Resolved,22,2025-08-01,2025-08-23
CMP00548,COL1318,Library,Medium,Resolved,6,2023-02-24,2023-03-02
CMP00549,COL1489,Internet,Low,Resolved,2,2023-04-21,2023-04-23
CMP00550,COL0702,Infrastructure,Medium,Resolved,22,2026-03-20,2026-04-11
CMP00551,COL1861,Library,High,Resolved,6,2025-07-13,2025-07-19
CMP00552,COL0992,Exam,High,Resolved,1,2024-03-18,2024-03-19
CMP00553,COL1732,Exam,High,Resolved,2,2022-05-20,2022-05-22
CMP00554,COL1153,Infrastructure,Low,Pending,,2022-11-13,
CMP00555,COL0457,Exam,High,Resolved,9,2025-12-27,2026-01-05
CMP00556,COL0721,Exam,Medium,Resolved,1,2021-05-04,2021-05-05
CMP00557,COL1704,Faculty,Low,Resolved,36,2024-02-02,2024-03-09
CMP00558,COL1080,Exam,High,Resolved,8,2023-06-28,2023-07-06
CMP00559,COL1974,Internet,Low,In Progress,,2026-07-26,
CMP00560,COL1079,Scholarship,High,Resolved,9,2021-04-20,2021-04-29
CMP00561,COL1324,Exam,Medium,Escalated,,2021-05-17,
CMP00562,COL0365,Library,High,Resolved,2,2024-10-15,2024-10-17
CMP00563,COL0488,Faculty,Low,Resolved,23,2025-05-07,2025-05-30
CMP00564,COL0891,Internet,High,Resolved,3,2022-02-13,2022-02-16
CMP00565,COL0393,Faculty,High,Resolved,13,2025-09-09,2025-09-22
CMP00566,COL0700,Exam,Medium,Resolved,9,2024-10-25,2024-11-03
CMP00567,COL1607,Library,Low,Resolved,9,2022-11-05,2022-11-14
CMP00568,COL0789,Exam,High,Resolved,8,2021-11-12,2021-11-20
CMP00569,COL0918,Scholarship,High,Resolved,12,2023-12-10,2023-12-22
CMP00570,COL0346,Scholarship,High,Escalated,,2023-07-23,
CMP00571,COL0142,Scholarship,High,Resolved,18,2025-09-13,2025-10-01
CMP00572,COL0324,Faculty,Low,Resolved,31,2025-07-27,2025-08-27
CMP00573,COL0438,Exam,Low,Resolved,12,2023-06-06,2023-06-18
CMP00574,COL1640,Exam,High,Resolved,2,2023-02-25,2023-02-27
CMP00575,COL0813,Library,Medium,Resolved,5,2021-04-25,2021-04-30
CMP00576,COL1461,Library,Medium,In Progress,,2025-06-02,
CMP00577,COL1466,Internet,Medium,Escalated,,2021-12-14,
CMP00578,COL1083,Transport,Medium,Resolved,1,2021-05-07,2021-05-08
CMP00579,COL0303,Internet,Medium,Resolved,2,2021-12-18,2021-12-20
CMP00580,COL1204,Scholarship,High,Resolved,13,2025-03-09,2025-03-22
CMP00581,COL0748,Infrastructure,Medium,Resolved,38,2024-03-01,2024-04-08
CMP00582,COL0288,Hostel,High,In Progress,,2023-09-02,
CMP00583,COL0120,Transport,Low,Pending,,2026-07-19,
CMP00584,COL1442,Infrastructure,Low,Resolved,55,2024-05-03,2024-06-27
CMP00585,COL0560,Faculty,High,Resolved,14,2021-03-25,2021-04-08
CMP00586,COL1919,Infrastructure,Low,Resolved,22,2021-02-07,2021-03-01
CMP00587,COL0563,Infrastructure,Medium,Resolved,31,2026-02-13,2026-03-16
CMP00588,COL0249,Hostel,Medium,Escalated,,2021-05-09,
CMP00589,COL1000,Library,Low,Resolved,3,2025-11-30,2025-12-03
CMP00590,COL0092,Hostel,High,Resolved,6,2021-10-23,2021-10-29
CMP00591,COL0931,Internet,Low,Resolved,5,2021-02-04,2021-02-09
CMP00592,COL1524,Exam,Medium,Escalated,,2023-02-13,
CMP00593,COL1759,Transport,High,Resolved,4,2024-11-28,2024-12-02
CMP00594,COL0525,Scholarship,Medium,Resolved,10,2021-08-22,2021-09-01
CMP00595,COL0499,Transport,Medium,Resolved,12,2024-02-19,2024-03-02
CMP00596,COL1377,Faculty,High,Pending,,2023-07-07,
CMP00597,COL1996,Exam,Low,Resolved,18,2022-08-01,2022-08-19
CMP00598,COL0709,Transport,Medium,Resolved,12,2025-07-11,2025-07-23
CMP00599,COL1625,Infrastructure,Medium,Pending,,2023-01-01,
CMP00600,COL1854,Infrastructure,High,Resolved,14,2022-03-31,2022-04-14
CMP00601,COL0495,Internet,Low,Pending,,2022-08-01,
CMP00602,COL0752,Transport,Low,Resolved,13,2023-03-23,2023-04-05
CMP00603,COL1985,Faculty,Low,Resolved,18,2022-05-27,2022-06-14
CMP00604,COL0087,Library,Low,Pending,,2023-10-14,
CMP00605,COL1919,Faculty,Medium,In Progress,,2025-06-20,
CMP00606,COL0457,Scholarship,Medium,Resolved,37,2022-08-29,2022-10-05
CMP00607,COL1331,Infrastructure,Low,Escalated,,2023-06-12,
CMP00608,COL0574,Transport,Medium,Escalated,,2024-03-13,
CMP00609,COL1856,Internet,Low,Resolved,5,2025-10-18,2025-10-23
CMP00610,COL0535,Internet,Low,Resolved,6,2023-09-10,2023-09-16
CMP00611,COL1130,Library,Medium,Resolved,5,2021-04-14,2021-04-19
CMP00612,COL0142,Faculty,Medium,Resolved,22,2022-06-08,2022-06-30
CMP00613,COL0007,Transport,Low,Resolved,17,2024-08-28,2024-09-14
CMP00614,COL1640,Transport,Low,In Progress,,2021-02-27,
CMP00615,COL1095,Scholarship,Medium,Resolved,39,2022-12-14,2023-01-22
CMP00616,COL0137,Library,Low,In Progress,,2022-07-09,
CMP00617,COL0628,Internet,Low,Resolved,3,2023-04-03,2023-04-06
CMP00618,COL1666,Exam,High,Resolved,5,2026-05-21,2026-05-26
CMP00619,COL0225,Hostel,High,Resolved,12,2025-05-13,2025-05-25
CMP00620,COL0015,Hostel,High,Resolved,9,2025-05-26,2025-06-04
CMP00621,COL1125,Transport,Medium,Resolved,7,2022-03-05,2022-03-12
CMP00622,COL1491,Internet,Low,Resolved,3,2023-07-26,2023-07-29
CMP00623,COL0153,Transport,Medium,Resolved,14,2022-03-29,2022-04-12
CMP00624,COL1660,Internet,Low,Resolved,5,2025-05-23,2025-05-28
CMP00625,COL0423,Infrastructure,High,Escalated,,2022-09-09,
CMP00626,COL0929,Hostel,Medium,Resolved,2,2021-02-01,2021-02-03
CMP00627,COL0938,Internet,Medium,Resolved,6,2026-02-09,2026-02-15
CMP00628,COL1240,Scholarship,Medium,Resolved,11,2023-11-29,2023-12-10
CMP00629,COL0693,Library,Medium,Resolved,5,2021-09-24,2021-09-29
CMP00630,COL1866,Infrastructure,Low,Resolved,34,2024-09-24,2024-10-28
CMP00631,COL1273,Hostel,High,Resolved,7,2023-09-28,2023-10-05
CMP00632,COL1105,Hostel,Medium,Resolved,19,2023-06-02,2023-06-21
CMP00633,COL1384,Library,Medium,Resolved,3,2021-01-05,2021-01-08
CMP00634,COL1482,Hostel,High,Resolved,10,2021-07-02,2021-07-12
CMP00635,COL0467,Internet,Low,Resolved,9,2024-11-04,2024-11-13
CMP00636,COL0808,Scholarship,High,Resolved,33,2025-10-09,2025-11-11
CMP00637,COL0523,Internet,Medium,Resolved,2,2026-06-03,2026-06-05
CMP00638,COL0672,Exam,Medium,Resolved,14,2023-09-06,2023-09-20
CMP00639,COL0849,Hostel,Medium,Resolved,16,2025-07-16,2025-08-01
CMP00640,COL1048,Library,High,Resolved,3,2021-08-01,2021-08-04
CMP00641,COL0796,Scholarship,Low,In Progress,,2023-07-30,
CMP00642,COL1206,Exam,High,Resolved,7,2023-10-06,2023-10-13
CMP00643,COL1738,Library,Medium,Resolved,1,2022-02-27,2022-02-28
CMP00644,COL1873,Faculty,Low,Resolved,21,2026-02-17,2026-03-10
CMP00645,COL1028,Exam,High,Resolved,8,2025-05-06,2025-05-14
CMP00646,COL0039,Exam,High,Pending,,2022-06-01,
CMP00647,COL1951,Infrastructure,Low,Resolved,23,2021-07-01,2021-07-24
CMP00648,COL1641,Transport,Low,Escalated,,2024-08-05,
CMP00649,COL1009,Faculty,Medium,Resolved,28,2026-04-30,2026-05-28
CMP00650,COL0167,Infrastructure,Medium,Resolved,34,2022-01-23,2022-02-26
CMP00651,COL0005,Exam,Medium,Resolved,7,2026-02-20,2026-02-27
CMP00652,COL1005,Internet,Medium,Resolved,7,2022-08-08,2022-08-15
CMP00653,COL1687,Library,Medium,Resolved,7,2025-08-31,2025-09-07
CMP00654,COL0561,Infrastructure,Medium,Resolved,30,2025-06-14,2025-07-14
CMP00655,COL1016,Exam,Medium,Escalated,,2021-01-31,
CMP00656,COL0882,Library,Medium,Resolved,3,2024-06-11,2024-06-14
CMP00657,COL1266,Infrastructure,Medium,In Progress,,2025-04-02,
CMP00658,COL1886,Exam,Medium,Resolved,2,2021-03-23,2021-03-25
CMP00659,COL1718,Library,Low,Resolved,6,2024-03-30,2024-04-05
CMP00660,COL1224,Scholarship,High,Resolved,30,2022-02-11,2022-03-13
CMP00661,COL0807,Exam,High,Resolved,8,2026-03-12,2026-03-20
CMP00662,COL1165,Hostel,Medium,Pending,,2025-05-20,
CMP00663,COL1221,Transport,Medium,Resolved,11,2021-08-21,2021-09-01
CMP00664,COL0721,Transport,Low,Resolved,2,2024-04-21,2024-04-23
CMP00665,COL1354,Library,Low,Resolved,13,2025-12-22,2026-01-04
CMP00666,COL1692,Infrastructure,High,Resolved,8,2026-06-01,2026-06-09
CMP00667,COL0507,Internet,Medium,Resolved,3,2025-03-28,2025-03-31
CMP00668,COL0209,Exam,High,Resolved,6,2021-01-15,2021-01-21
CMP00669,COL1923,Exam,High,Resolved,8,2025-01-21,2025-01-29
CMP00670,COL0184,Scholarship,High,Resolved,33,2025-12-30,2026-02-01
CMP00671,COL0632,Faculty,High,Resolved,3,2021-04-12,2021-04-15
CMP00672,COL1518,Transport,Medium,Pending,,2023-10-09,
CMP00673,COL1193,Transport,Medium,Pending,,2021-11-20,
CMP00674,COL1419,Hostel,High,Resolved,5,2022-01-29,2022-02-03
CMP00675,COL1351,Scholarship,Medium,Resolved,45,2025-07-08,2025-08-22
CMP00676,COL1404,Exam,High,Resolved,4,2022-09-07,2022-09-11
CMP00677,COL0520,Faculty,Medium,In Progress,,2024-12-30,
CMP00678,COL1681,Internet,Low,Resolved,6,2022-12-22,2022-12-28
CMP00679,COL1173,Transport,Medium,Resolved,5,2023-08-21,2023-08-26
CMP00680,COL0772,Faculty,Medium,Escalated,,2025-08-28,
CMP00681,COL1522,Infrastructure,High,Resolved,22,2024-03-18,2024-04-09
CMP00682,COL0146,Library,Medium,Resolved,2,2022-01-20,2022-01-22
CMP00683,COL0058,Hostel,Medium,Resolved,11,2021-01-10,2021-01-21
CMP00684,COL0140,Internet,Medium,In Progress,,2024-12-22,
CMP00685,COL1617,Hostel,Medium,Resolved,16,2025-04-01,2025-04-17
CMP00686,COL0068,Internet,Medium,Resolved,1,2024-08-08,2024-08-09
CMP00687,COL1001,Transport,Low,Escalated,,2023-12-13,
CMP00688,COL1054,Exam,Medium,Resolved,14,2023-04-09,2023-04-23
CMP00689,COL0183,Transport,Low,Resolved,17,2025-12-31,2026-01-17
CMP00690,COL0387,Exam,High,Resolved,2,2024-08-29,2024-08-31
CMP00691,COL0139,Infrastructure,Medium,Resolved,37,2024-08-03,2024-09-09
CMP00692,COL0489,Infrastructure,Medium,Resolved,7,2023-09-23,2023-09-30
CMP00693,COL0979,Transport,Low,Resolved,6,2021-03-28,2021-04-03
CMP00694,COL0879,Infrastructure,Medium,Resolved,12,2024-06-04,2024-06-16
CMP00695,COL0869,Transport,Medium,Resolved,13,2022-11-19,2022-12-02
CMP00696,COL1002,Faculty,Medium,Resolved,7,2022-01-10,2022-01-17
CMP00697,COL1484,Exam,Medium,Pending,,2025-01-09,
CMP00698,COL0864,Hostel,Medium,Resolved,14,2026-01-29,2026-02-12
CMP00699,COL1366,Internet,Low,Resolved,3,2022-09-12,2022-09-15
CMP00700,COL1250,Exam,Low,Resolved,10,2021-07-22,2021-08-01
CMP00701,COL0233,Transport,Medium,Resolved,13,2024-12-18,2024-12-31
CMP00702,COL0083,Faculty,Medium,Resolved,15,2023-10-11,2023-10-26
CMP00703,COL0005,Internet,High,Resolved,4,2022-01-10,2022-01-14
CMP00704,COL1890,Infrastructure,Medium,Resolved,23,2022-02-04,2022-02-27
CMP00705,COL1869,Internet,High,Pending,,2024-07-22,
CMP00706,COL0871,Scholarship,High,Resolved,11,2025-11-29,2025-12-10
CMP00707,COL1997,Transport,Medium,Resolved,14,2021-04-21,2021-05-05
CMP00708,COL0784,Scholarship,High,Resolved,19,2021-10-28,2021-11-16
