college_id,year,student_satisfaction,placement_rate,graduation_rate,dropout_rate,faculty_student_ratio,research_score,infrastructure_score,financial_health_score,overall_state_rank
COL0070,2025,92.7,78.0,91.2,6.1,13,76.8,88.6,83.3,1048
COL0071,2021,88.7,89.2,100,5.8,10,90.8,89.5,94.8,676
COL0071,2022,92.7,84.5,100,5.2,9,88.7,86.7,84.0,842
COL0071,2023,85.0,80.8,92.9,3.8,14,80.6,88.4,82.9,947
COL0071,2024,91.1,80.9,99.4,4.7,12,74.8,84.3,82.8,1033
COL0071,2025,89.9,84.4,100,5.9,11,73.5,86.7,83.8,1022
COL0072,2021,72.3,55.9,70.3,11.8,18,52.7,64.8,63.0,1955
COL0072,2022,71.0,54.4,65.2,11.8,19,46.9,70.2,72.5,1928
COL0072,2023,76.5,66.4,82.8,12.6,16,56.2,69.2,67.1,1882
COL0072,2024,79.2,68.3,75.7,9.9,17,59.9,71.6,69.5,1765
COL0072,2025,77.4,59.9,71.9,11.4,16,53.9,76.7,69.2,1881
COL0073,2021,79.3,76.5,86.7,9.5,13,67.7,81.5,73.7,1540
COL0073,2022,78.5,68.5,86.8,10.5,15,62.8,76.9,75.8,1618
COL0073,2023,80.2,71.7,82.0,6.7,16,63.5,81.2,83.0,1461
COL0073,2024,81.2,77.2,89.9,6.4,16,76.7,80.0,83.2,1186
COL0073,2025,82.0,79.1,97.0,7.4,13,73.3,83.0,80.6,1357
COL0074,2021,95.3,94.1,100,0.2,8,100,98.7,90.7,95
COL0074,2022,96.3,98,100,0,9,100,98.8,92.0,97
COL0074,2023,95.6,98,100,0.4,8,100,98.5,93.2,115
COL0074,2024,91.3,95.7,100,1.2,10,95.2,94.5,90.7,314
COL0074,2025,97.1,96.4,100,0,9,100,97.6,97.8,35
COL0075,2021,93.0,83.8,100,5.1,12,84.9,90.7,88.5,711
COL0075,2022,85.6,77.6,87.5,5.7,12,79.9,87.6,84.5,1133
COL0075,2023,88.8,80.0,93.7,4.6,14,77.0,84.4,88.4,974
COL0075,2024,86.9,78.9,95.3,3.7,11,75.5,87.7,85.8,1008
COL0075,2025,85.6,80.2,99.4,6.4,11,77.1,83.8,88.9,1152
COL0076,2021,78.7,74.0,92.0,10.3,16,63.9,79.3,80.3,1489
COL0076,2022,82.1,66.0,84.3,8.5,18,58.3,73.3,71.9,1654
COL0076,2023,80.7,69.7,87.9,9.6,15,69.9,76.1,76.3,1622
COL0076,2024,81.2,66.4,80.7,10.1,17,60.8,78.7,72.6,1737
COL0076,2025,78.4,63.4,79.2,8.6,18,67.7,71.6,79.6,1694
COL0077,2021,76.0,66.4,74.7,12.4,18,60.6,71.4,70.7,1817
COL0077,2022,79.7,70.3,84.2,9.9,19,57.0,79.4,77.8,1684
COL0077,2023,75.1,65.9,84.9,10.5,18,65.3,73.3,80.9,1675
COL0077,2024,75.0,64.6,83.3,8.7,16,60.4,72.1,70.3,1751
COL0077,2025,81.3,64.9,74.7,10.6,16,60.2,79.0,80.2,1691
COL0078,2021,78.0,67.3,79.8,10.0,15,67.6,77.0,69.6,1668
COL0078,2022,72.7,67.4,79.3,11.6,19,68.0,72.0,71.0,1728
COL0078,2023,78.9,65.5,73.6,9.6,17,73.7,71.8,72.4,1636
COL0078,2024,79.9,67.1,81.0,9.0,15,72.3,75.3,76.9,1590
COL0078,2025,80.9,73.4,89.1,11.6,18,71.3,75.4,69.0,1630
COL0079,2021,84.9,80.4,100,4.3,14,71.6,88.2,86.2,1004
COL0079,2022,92.6,85.8,100,3.7,13,87.5,87.6,90.4,676
COL0079,2023,94.0,87.1,100,4.0,10,87.6,88.6,90.6,572
COL0079,2024,89.9,89.4,100,3.7,10,84.1,92.7,93.5,594
COL0079,2025,91.8,90.6,100,4.5,10,87.3,93.4,94.7,657
COL0080,2021,78.9,67.6,84.6,11.6,16,71.8,74.4,76.5,1601
COL0080,2022,78.6,72.3,92.5,10.1,17,74.1,79.7,80.6,1435
COL0080,2023,84.5,73.1,84.2,6.5,15,75.5,82.2,78.2,1360
COL0080,2024,83.8,70.7,81.8,9.3,17,76.6,81.6,83.2,1476
COL0080,2025,82.5,76.4,94.5,8.0,17,81.2,74.1,75.9,1424
COL0081,2021,78.4,58.5,66.9,9.9,19,55.5,73.2,65.2,1879
COL0081,2022,74.3,55.1,73.1,11.6,20,53.8,67.4,65.8,1918
COL0081,2023,71.5,61.1,78.0,11.7,18,55.8,66.6,64.1,1936
COL0081,2024,71.0,55.1,73.4,12.9,21,48.0,69.3,71.5,1942
COL0081,2025,77.2,65.5,74.5,12.6,18,56.8,73.1,75.3,1867
COL0082,2021,74.8,64.4,77.7,11.0,17,64.3,71.6,74.8,1808
COL0082,2022,80.7,65.8,84.1,9.3,14,62.8,80.6,69.7,1658
COL0082,2023,78.8,69.2,88.7,10.4,15,62.5,73.7,78.3,1701
COL0082,2024,81.3,66.9,78.3,9.1,15,57.9,76.1,76.8,1691
COL0082,2025,82.5,72.9,92.5,9.4,18,69.5,78.2,77.5,1535
COL0083,2021,90.1,77.6,92.3,4.8,11,84.6,83.6,82.4,932
COL0083,2022,89.3,82.0,99.7,3.3,12,88.2,89.6,89.7,750
COL0083,2023,85.5,84.0,100,5.9,11,78.4,85.9,81.7,981
COL0083,2024,85.5,86.5,100,4.9,15,82.4,86.4,83.2,902
COL0083,2025,86.6,79.3,99.7,6.4,13,85.2,85.3,85.0,1004
COL0084,2021,91.1,87.5,100,5.6,10,100,91.5,84.1,528
COL0084,2022,87.9,83.3,100,3.0,10,93.9,90.6,83.9,643
COL0084,2023,87.7,90.7,100,3.2,12,98.5,89.9,94.7,433
COL0084,2024,91.9,89.5,100,5.0,12,93.4,94.4,88.5,585
COL0084,2025,91.5,87.6,100,2.6,11,99.1,87.7,94.6,473
COL0085,2021,98.1,95.1,100,2.5,8,89.5,98.8,92.5,344
COL0085,2022,90.7,93.7,100,3.9,11,97.2,92.6,91.0,427
COL0085,2023,89.9,92.1,100,1.8,11,97.9,89.4,96.1,332
COL0085,2024,97.2,98,100,2.4,9,96.0,99.1,99.3,194
COL0085,2025,93.8,98,100,2.0,8,98.0,100,91.4,237
COL0086,2021,78.4,72.3,87.8,12.0,17,73.7,70.8,73.1,1688
COL0086,2022,80.0,77.1,85.9,8.3,14,76.2,78.9,72.6,1360
COL0086,2023,84.3,73.9,86.3,9.4,17,74.8,77.3,74.1,1446
COL0086,2024,82.3,72.9,84.9,6.8,15,77.3,78.9,78.0,1338
COL0086,2025,83.1,69.3,87.8,10.1,17,76.9,75.5,73.9,1517
COL0087,2021,83.1,80.8,97.2,8.6,13,71.6,84.1,87.0,1246
COL0087,2022,80.6,75.4,93.7,8.5,14,76.0,80.0,82.6,1278
COL0087,2023,87.4,75.7,96.2,5.0,14,77.9,79.4,87.2,1014
COL0087,2024,83.8,82.3,94.5,7.8,14,80.1,81.8,82.1,1231
COL0087,2025,84.9,74.9,88.1,8.4,13,74.0,81.5,86.8,1375
COL0088,2021,91.3,81.7,99.4,1.9,13,83.9,92.8,86.6,546
COL0088,2022,93.9,92.0,100,3.3,11,85.4,94.5,87.5,554
COL0088,2023,90.5,88.0,100,2.3,10,81.2,88.3,92.9,638
COL0088,2024,92.7,83.1,100,2.5,9,85.9,89.0,96.2,679
COL0088,2025,93.4,93.5,100,4.2,11,95.8,90.1,86.0,597
COL0089,2021,88.6,83.0,100,6.1,13,80.6,81.9,88.9,960
COL0089,2022,85.6,80.6,93.1,6.2,15,78.8,89.6,81.3,1021
COL0089,2023,87.4,83.8,96.1,5.8,12,76.1,88.0,86.1,1055
COL0089,2024,89.6,83.3,100,7.2,13,74.0,85.6,87.2,1029
COL0089,2025,90.4,84.5,96.1,4.4,12,81.0,90.8,85.5,858
COL0090,2021,99.5,98,100,0,10,100,97.3,100,1
COL0090,2022,97.4,92.0,100,2.4,11,100,96.6,96.2,239
COL0090,2023,98.0,98,100,3.0,10,100,94.0,98.7,138
COL0090,2024,98.2,98,100,1.7,10,100,100,94.7,147
COL0090,2025,94.9,98,100,0,9,100,95.0,100,44
COL0091,2021,87.0,81.7,97.3,5.4,15,77.0,83.1,84.8,983
COL0091,2022,83.7,78.1,98.1,6.0,16,69.1,79.5,76.7,1230
COL0091,2023,79.6,68.3,86.3,10.5,16,73.2,76.1,79.4,1533
COL0091,2024,82.1,75.2,89.6,5.4,14,77.1,81.6,84.7,1216
COL0091,2025,79.7,77.0,97.1,8.9,15,64.4,80.6,82.8,1439
COL0092,2021,83.9,78.5,89.8,9.8,14,81.3,78.4,74.4,1314
COL0092,2022,77.6,67.2,86.7,12.0,16,76.5,72.6,70.8,1718
COL0092,2023,77.2,67.6,86.3,8.4,16,70.0,80.2,79.6,1518
COL0092,2024,80.7,69.3,77.9,9.9,15,71.9,77.1,75.6,1649
COL0092,2025,79.7,66.8,85.6,10.0,16,70.1,70.7,74.0,1692
COL0093,2021,72.6,64.4,80.7,11.0,20,56.8,72.5,67.9,1815
COL0093,2022,70.8,60.6,74.8,11.4,20,46.0,67.4,73.8,1926
COL0093,2023,74.5,69.2,79.5,12.3,16,63.7,74.7,76.7,1786
COL0093,2024,75.3,64.7,83.5,10.5,18,51.8,69.5,68.4,1871
COL0093,2025,78.8,66.7,85.6,11.4,15,60.3,71.8,69.6,1765
COL0094,2021,99.2,98,100,2.2,10,100,99.4,98.3,121
COL0094,2022,100,98,100,0,8,95.5,100,98.8,8
COL0094,2023,94.4,92.1,100,2.1,10,100,98.6,100,120
COL0094,2024,94.8,96.5,100,0.0,10,98.9,93.7,100,37
COL0094,2025,93.7,94.8,100,1.2,8,100,96.3,99.4,110
COL0095,2021,80.0,79.1,87.8,9.1,14,83.4,79.2,78.6,1347
COL0095,2022,85.8,76.3,96.5,8.5,15,79.4,84.5,87.7,1229
COL0095,2023,83.1,79.6,98.6,8.0,15,78.5,82.4,83.5,1194
COL0095,2024,88.5,77.9,94.5,5.3,15,81.3,83.8,77.7,1113
COL0095,2025,86.1,78.7,93.7,7.9,14,80.4,86.2,78.7,1295
COL0096,2021,89.4,88.0,100,3.2,10,91.4,90.3,89.6,496
COL0096,2022,86.3,84.2,100,6.0,13,95.3,84.4,93.2,795
COL0096,2023,90.2,92.0,100,2.1,10,97.1,93.0,92.5,369
COL0096,2024,88.0,89.2,100,4.0,11,98.8,87.4,92.8,612
COL0096,2025,93.9,91.7,100,2.7,13,100,89.8,94.9,408
COL0097,2021,92.0,93.7,100,1.1,11,95.3,92.8,93.2,332
COL0097,2022,89.3,96.6,100,4.9,10,97.4,91.4,95.2,490
COL0097,2023,93.3,90.9,100,0.5,11,92.2,96.8,93.4,223
COL0097,2024,96.6,98,100,2.1,10,97.7,97.2,89.6,185
COL0097,2025,98.2,91.3,100,1.4,10,86.6,97.4,86.9,491
COL0098,2021,92.4,83.1,100,5.6,11,84.2,87.1,85.8,764
COL0098,2022,88.7,85.6,100,4.6,11,86.2,89.8,90.4,727
COL0098,2023,91.4,87.5,100,2.8,10,88.0,91.2,97.0,558
COL0098,2024,92.1,90.1,100,1.1,9,97.9,96.1,90.0,355
COL0098,2025,92.2,87.5,99.9,3.9,9,94.0,91.4,89.9,638
COL0099,2021,80.9,70.7,80.1,11.1,18,62.4,74.6,76.6,1656
COL0099,2022,81.3,65.9,81.5,8.5,16,63.4,80.1,75.3,1590
COL0099,2023,78.6,67.4,77.4,10.2,16,61.3,79.8,75.8,1735
COL0099,2024,80.4,76.6,85.3,10.9,14,70.2,78.0,72.0,1617
COL0099,2025,85.6,70.1,87.8,9.2,14,61.6,82.0,81.6,1597
COL0100,2021,90.0,82.4,100,6.5,14,92.3,83.3,91.9,791
COL0100,2022,88.6,90.4,100,3.2,11,98.4,85.9,84.3,524
COL0100,2023,92.2,91.1,100,4.2,13,100,91.0,85.1,591
COL0100,2024,93.6,94.0,100,2.0,12,98.7,92.2,86.0,393
COL0100,2025,91.9,83.7,100,3.8,12,100,90.0,85.7,628
COL0101,2021,73.9,62.8,70.6,12.0,20,47.2,71.7,67.4,1923
COL0101,2022,76.8,64.8,82.8,10.1,18,48.8,74.4,65.7,1851
COL0101,2023,73.9,63.9,81.8,13.0,16,54.6,67.7,76.6,1887
COL0101,2024,74.6,62.8,74.6,10.6,19,50.3,72.9,73.1,1832
COL0101,2025,75.7,64.2,73.6,9.8,19,62.7,74.5,78.6,1722
COL0102,2021,97.0,98,100,2.5,9,99.3,97.6,97.6,175
COL0102,2022,92.1,95.9,100,2.4,9,93.7,94.0,92.4,309
COL0102,2023,98.9,93.5,100,0.3,9,95.5,97.3,94.0,228
COL0102,2024,95.0,98.0,100,1.0,8,100,92.5,94.9,221
COL0102,2025,99.8,93.7,100,1.4,8,96.2,99.5,99.3,161
COL0103,2021,72.7,57.4,67.6,11.7,20,54.9,67.1,66.0,1919
COL0103,2022,78.2,60.0,78.6,9.9,20,55.6,71.3,66.3,1797
COL0103,2023,71.0,59.5,70.0,12.1,18,47.8,69.6,67.8,1935
COL0103,2024,76.0,55.4,69.7,10.7,19,46.0,72.6,69.0,1920
COL0103,2025,75.6,65.5,74.4,10.2,19,55.8,72.5,67.7,1858
COL0104,2021,82.4,69.9,84.3,7.0,14,69.7,78.1,74.5,1449
COL0104,2022,84.6,69.4,89.1,6.7,16,70.2,79.8,74.8,1345
COL0104,2023,82.2,72.3,85.9,8.9,13,71.8,82.8,83.2,1456
COL0104,2024,84.5,76.5,85.3,6.7,14,69.1,83.4,82.6,1364
COL0104,2025,87.0,79.5,99.0,7.3,14,71.9,86.2,87.3,1129
COL0105,2021,85.5,82.5,98.6,5.4,14,78.9,81.3,84.7,946
COL0105,2022,85.0,85.4,100,6.1,11,75.9,86.9,86.1,1042
COL0105,2023,87.4,77.9,89.8,7.4,12,80.1,82.3,78.0,1182
COL0105,2024,91.5,83.4,99.7,3.4,11,80.8,87.7,83.5,785
COL0105,2025,83.5,84.2,97.2,7.5,14,74.2,85.2,81.2,1255
COL0106,2021,87.7,77.6,98.0,7.5,14,84.1,82.0,88.5,965
COL0106,2022,84.0,84.5,100,7.7,14,92.0,88.9,88.5,864
COL0106,2023,87.9,88.0,100,3.3,12,99.5,89.2,83.3,511
COL0106,2024,90.2,87.3,100,4.1,11,92.4,82.3,87.0,755
COL0106,2025,87.7,81.9,100,6.1,12,90.9,90.2,80.8,954
COL0107,2021,90.2,78.3,95.1,6.4,13,76.9,84.8,79.7,1099
COL0107,2022,88.8,82.0,100,5.4,12,80.8,84.5,94.4,872
COL0107,2023,93.1,83.5,94.8,2.9,13,87.4,91.7,82.0,766
COL0107,2024,94.6,88.3,100,4.0,13,83.1,92.2,88.0,627
COL0107,2025,89.1,82.9,100,3.1,11,87.3,93.3,93.5,720
COL0108,2021,87.3,72.9,85.5,6.6,15,76.9,78.5,79.3,1308
COL0108,2022,85.0,82.2,99.3,8.1,14,76.5,83.3,77.3,1180
COL0108,2023,84.8,79.3,90.3,7.1,15,76.9,83.7,77.1,1261
COL0108,2024,91.3,77.5,92.6,3.6,15,70.8,88.4,78.7,1035
COL0108,2025,87.7,74.5,84.9,7.7,11,78.0,81.7,87.8,1289
COL0109,2021,88.7,85.9,96.9,2.8,12,86.1,90.0,87.4,651
COL0109,2022,91.2,81.4,93.5,6.5,11,81.9,84.5,90.0,977
COL0109,2023,91.2,86.8,100,5.8,10,83.2,85.7,82.5,922
COL0109,2024,83.9,80.5,94.2,7.3,14,81.1,86.5,84.4,1134
COL0109,2025,88.0,84.3,100,3.7,12,77.5,86.8,87.9,942
COL0110,2021,91.9,93.7,100,0.6,10,92.0,94.9,93.9,318
COL0110,2022,96.7,88.4,100,3.1,9,98.0,91.8,98.9,354
COL0110,2023,94.7,93.7,100,3.3,9,91.7,91.3,93.0,389
COL0110,2024,91.8,88.8,100,3.3,8,95.2,90.3,93.9,562
COL0110,2025,97.2,95.9,100,1.5,9,97.9,97.3,97.4,217
COL0111,2021,77.0,55.5,70.4,10.6,20,50.5,69.7,67.2,1871
COL0111,2022,77.8,62.2,70.4,11.5,19,52.1,72.0,70.5,1894
COL0111,2023,74.0,65.2,84.4,9.9,17,58.4,73.6,69.5,1779
COL0111,2024,69.7,59.8,70.2,15.1,20,55.9,65.2,75.2,1951
COL0111,2025,75.9,63.2,76.5,13.2,16,61.3,71.3,71.8,1847
COL0112,2021,84.0,78.4,94.4,6.1,13,84.3,78.4,84.2,1057
COL0112,2022,86.0,81.1,92.8,8.8,13,78.7,80.7,86.3,1211
COL0112,2023,84.0,76.7,92.3,6.7,14,86.5,83.3,84.0,1056
COL0112,2024,78.3,78.7,97.8,9.8,14,78.6,78.3,84.7,1311
COL0112,2025,82.1,75.7,95.4,8.1,15,78.1,84.2,81.5,1300
COL0113,2021,91.0,88.4,99.6,1.5,13,100,94.1,89.5,301
COL0113,2022,93.8,92.3,100,4.4,13,100,94.0,84.7,410
COL0113,2023,92.5,87.3,100,3.5,11,100,89.3,86.0,569
COL0113,2024,92.0,95.3,100,2.8,11,100,94.0,88.8,319
COL0113,2025,89.0,95.2,100,3.4,12,100,89.2,90.6,468
COL0114,2021,82.5,79.0,96.4,8.3,15,75.3,83.0,74.4,1332
COL0114,2022,79.6,73.5,82.4,6.5,15,82.2,83.2,79.8,1277
COL0114,2023,80.8,77.3,86.6,6.5,16,83.3,82.3,73.0,1306
COL0114,2024,82.6,77.2,90.1,9.4,15,81.2,82.4,83.9,1333
COL0114,2025,83.4,73.6,83.3,6.6,14,79.1,78.8,75.0,1354
COL0115,2021,93.6,87.8,100,4.4,9,84.4,91.3,92.9,584
COL0115,2022,89.6,96.8,100,4.4,8,97.9,92.9,96.6,395
COL0115,2023,87.2,87.3,99.7,5.9,12,88.9,88.8,95.0,725
COL0115,2024,96.1,87.5,100,0.8,12,85.4,96.3,85.8,560
COL0115,2025,91.7,92.1,100,2.0,13,90.8,89.0,84.4,551
COL0116,2021,85.1,79.6,94.6,5.5,14,86.5,89.2,86.4,958
COL0116,2022,90.3,82.7,99.5,6.6,14,98.6,89.8,90.6,682
COL0116,2023,86.8,84.2,97.3,5.7,14,94.9,89.2,89.5,691
COL0116,2024,90.5,80.2,91.8,5.3,11,94.0,82.5,90.7,876
COL0116,2025,88.5,88.8,100,4.5,11,88.2,86.5,83.4,811
COL0117,2021,91.6,83.6,100,4.2,9,83.4,88.7,90.8,737
COL0117,2022,90.3,89.5,100,4.4,10,85.4,90.3,95.3,672
COL0117,2023,89.8,91.2,100,4.7,10,89.2,89.8,85.6,676
COL0117,2024,89.7,94.4,100,1.4,11,98.3,91.1,98.0,343
COL0117,2025,96.2,92.0,100,1.7,8,95.0,90.6,92.3,451
COL0118,2021,96.2,96.7,100,2.7,8,100,97.8,98.6,188
COL0118,2022,97.4,98,100,0.6,9,100,95.6,91.3,74
COL0118,2023,97.3,92.8,100,0.1,8,100,97.0,88.2,184
COL0118,2024,94.3,94.5,100,1.0,8,100,100,93.4,220
COL0118,2025,93.7,98,100,2.4,9,100,96.8,89.4,247
COL0119,2021,90.8,84.0,98.8,5.2,11,97.1,92.0,90.3,541
COL0119,2022,90.7,84.6,95.6,3.7,13,95.7,86.8,91.2,671
COL0119,2023,88.2,87.4,98.4,4.3,12,93.5,87.0,81.0,800
COL0119,2024,85.3,85.2,98.2,7.5,12,97.5,83.8,86.0,899
COL0119,2025,89.3,88.2,100,3.8,13,100,88.4,93.2,630
COL0120,2021,96.8,91.3,100,1.6,10,94.8,95.1,88.7,271
COL0120,2022,94.6,91.3,100,1.6,11,89.1,94.9,94.4,371
COL0120,2023,96.9,95.7,100,2.9,12,95.6,95.9,96.9,368
COL0120,2024,91.8,88.8,100,4.0,8,95.6,93.4,93.5,489
COL0120,2025,95.4,88.8,98.8,4.1,11,95.1,90.0,88.9,602
COL0121,2021,90.1,81.9,95.3,5.4,12,96.4,84.8,83.6,763
COL0121,2022,85.6,78.0,91.7,7.8,14,85.9,81.4,87.1,1164
COL0121,2023,89.1,85.4,100,5.2,12,96.3,83.1,82.1,719
COL0121,2024,87.8,82.4,96.1,4.1,13,87.4,84.9,87.7,776
COL0121,2025,85.1,87.4,99.2,6.9,13,89.6,84.6,80.5,1074
COL0122,2021,87.2,86.6,98.6,5.1,12,97.8,86.7,91.9,571
COL0122,2022,93.5,90.6,100,4.8,12,100,88.3,90.8,566
COL0122,2023,88.6,93.0,100,4.7,9,100,89.0,97.1,508
COL0122,2024,94.2,95.9,100,3.1,11,100,96.8,90.6,297
COL0122,2025,93.2,93.4,100,1.7,11,100,98.6,98.2,295
COL0123,2021,80.6,71.9,86.3,10.8,18,58.1,78.9,70.8,1627
COL0123,2022,78.7,66.0,76.7,8.2,15,69.3,74.4,76.9,1562
COL0123,2023,76.9,70.6,84.1,8.5,17,58.2,79.8,73.2,1594
COL0123,2024,79.0,73.6,87.8,8.7,17,67.6,75.2,71.9,1578
COL0123,2025,80.0,67.4,79.9,8.3,14,64.8,78.0,77.5,1659
COL0124,2021,97.4,95.0,100,0,10,100,100,90.3,43
COL0124,2022,93.5,93.9,100,2.8,8,100,92.5,100,339
COL0124,2023,99.1,94.9,100,2.5,10,100,93.8,99.8,166
COL0124,2024,95.3,93.0,100,1.8,9,100,100,95.2,177
COL0124,2025,93.2,98,100,2.8,10,100,98.1,98.2,216
COL0125,2021,79.3,78.8,93.5,8.1,14,74.2,78.6,82.5,1218
COL0125,2022,83.6,72.4,87.2,9.5,14,66.6,75.1,81.2,1566
COL0125,2023,83.9,82.0,97.8,5.6,13,73.6,86.9,78.4,1173
COL0125,2024,85.8,74.6,90.2,6.8,15,78.4,80.7,81.0,1252
COL0125,2025,85.1,79.1,98.6,6.4,15,73.8,86.9,80.2,1224
COL0126,2021,92.1,89.2,100,2.5,12,96.8,87.8,88.6,515
COL0126,2022,92.5,89.6,100,3.8,11,100,90.0,87.4,454
COL0126,2023,90.1,93.3,100,3.9,10,100,85.5,93.9,529
COL0126,2024,95.3,92.5,100,4.1,11,100,92.5,93.2,369
COL0126,2025,94.1,92.6,100,2.2,12,100,94.0,86.9,449
COL0127,2021,79.1,64.8,82.8,8.7,16,60.4,73.4,73.9,1620
COL0127,2022,77.0,70.7,87.8,8.7,15,58.6,77.0,76.0,1571
COL0127,2023,84.4,66.8,77.6,7.8,15,65.9,80.6,79.8,1472
COL0127,2024,82.6,69.1,79.7,7.7,15,59.5,79.6,72.3,1553
COL0127,2025,80.2,66.8,85.2,10.1,17,62.0,75.5,73.4,1687
COL0128,2021,86.7,80.6,97.3,5.1,13,88.4,81.7,84.0,877
COL0128,2022,86.1,86.8,97.1,6.9,12,85.7,87.9,87.0,855
COL0128,2023,91.6,81.9,97.1,4.9,13,87.3,88.5,84.4,840
COL0128,2024,88.5,84.7,99.8,5.5,13,92.2,88.0,78.7,798
COL0128,2025,87.7,81.5,95.7,4.6,13,90.2,81.4,80.1,1027
COL0129,2021,84.3,74.2,87.2,8.2,16,67.1,81.2,81.6,1386
COL0129,2022,83.5,73.6,83.6,7.8,13,67.2,82.4,82.7,1450
COL0129,2023,85.5,75.9,86.3,8.5,15,75.5,85.3,82.3,1254
COL0129,2024,83.6,77.4,96.2,6.5,15,68.6,82.1,83.3,1293
COL0129,2025,79.9,72.4,81.6,10.0,15,63.6,78.0,76.3,1663
COL0130,2021,76.0,62.8,79.3,11.7,16,69.9,73.9,70.4,1730
COL0130,2022,78.1,68.6,76.9,13.7,19,66.5,67.7,71.5,1821
COL0130,2023,81.0,66.7,83.2,9.6,15,69.4,78.4,78.7,1631
COL0130,2024,71.6,64.5,78.2,11.0,17,67.8,68.5,68.6,1821
COL0130,2025,79.0,68.8,81.5,9.1,16,72.0,77.4,80.1,1537
COL0131,2021,81.9,74.7,88.8,8.8,14,69.6,78.8,81.2,1356
COL0131,2022,85.1,76.7,90.9,8.0,17,63.1,83.0,79.4,1332
COL0131,2023,82.5,78.4,87.2,9.3,14,71.4,78.9,78.4,1430
COL0131,2024,87.0,72.3,87.3,5.3,13,66.1,84.4,75.3,1384
COL0131,2025,80.5,71.6,91.9,10.0,14,74.9,80.1,75.9,1520
COL0132,2021,78.1,64.3,74.2,11.2,17,61.3,72.0,80.5,1769
COL0132,2022,80.1,68.9,83.8,9.7,19,63.3,76.1,70.9,1689
COL0132,2023,78.6,67.3,76.8,10.4,16,61.1,78.3,70.0,1711
COL0132,2024,75.1,62.3,73.3,11.5,18,64.3,71.5,71.7,1795
COL0132,2025,77.1,62.9,81.9,12.7,19,62.7,71.7,69.0,1874
COL0133,2021,86.7,84.7,99.7,7.3,11,87.5,80.8,84.8,871
COL0133,2022,85.4,80.4,97.6,7.0,14,96.4,84.3,83.5,965
COL0133,2023,85.8,79.6,95.8,6.2,12,85.8,79.4,77.8,1093
COL0133,2024,86.7,83.1,100,3.8,14,87.5,89.7,80.9,835
COL0133,2025,90.8,83.5,100,5.3,13,87.9,89.3,89.5,770
COL0134,2021,87.4,78.8,97.5,7.8,14,70.3,80.9,82.8,1174
COL0134,2022,85.0,77.1,95.8,5.9,14,69.5,79.3,80.2,1292
COL0134,2023,82.3,72.5,82.3,9.3,12,71.1,79.6,86.6,1467
COL0134,2024,84.4,75.5,94.6,6.3,14,71.1,81.9,82.0,1200
COL0134,2025,87.9,79.8,97.1,6.4,13,68.0,87.2,86.1,1239
COL0135,2021,86.7,85.1,100,5.5,13,82.4,82.1,83.5,981
COL0135,2022,85.6,79.0,95.0,4.9,14,75.8,87.2,82.0,1012
COL0135,2023,90.2,82.7,94.6,3.6,11,75.0,87.9,87.8,880
COL0135,2024,87.1,77.3,87.9,6.2,13,75.9,85.8,83.4,1155
COL0135,2025,85.3,78.7,90.7,5.3,11,87.8,83.8,89.6,966
COL0136,2021,96.7,94.1,100,2.3,10,91.7,92.5,92.7,317
COL0136,2022,93.6,94.3,100,1.7,10,91.2,96.6,86.0,386
COL0136,2023,90.2,90.3,100,2.8,11,89.1,93.4,84.6,643
COL0136,2024,94.3,93.8,100,1.3,12,92.9,93.3,89.7,434
COL0136,2025,91.4,92.9,100,3.2,11,85.5,93.1,95.7,631
COL0137,2021,93.5,94.0,100,3.3,10,91.8,90.9,92.3,459
COL0137,2022,94.4,96.1,100,0,10,100,99.4,95.8,20
COL0137,2023,93.1,96.3,100,0,9,92.0,96.2,99.4,130
COL0137,2024,98.2,96.9,100,0,8,98.4,99.4,96.6,82
COL0137,2025,96.7,90.9,100,2.4,8,97.3,93.4,95.7,286
COL0138,2021,79.6,73.2,90.3,10.8,17,66.7,78.7,81.1,1577
COL0138,2022,81.1,64.1,76.6,11.2,15,61.5,71.3,76.1,1766
COL0138,2023,80.1,67.0,85.9,7.7,16,60.1,79.1,75.6,1600
COL0138,2024,84.8,71.6,83.3,10.3,17,64.6,78.9,74.7,1608
COL0138,2025,79.9,71.0,79.4,9.8,16,69.0,77.0,79.2,1643
COL0139,2021,81.4,64.7,79.8,10.7,16,61.0,75.7,73.2,1687
COL0139,2022,73.3,64.7,75.6,11.9,18,61.0,70.9,76.0,1784
COL0139,2023,76.1,68.6,79.3,9.7,16,59.6,77.2,74.1,1712
COL0139,2024,75.0,64.8,79.6,11.3,17,53.4,71.1,76.3,1816
COL0139,2025,76.6,74.4,89.7,9.0,18,65.5,79.2,71.6,1632
COL0140,2021,86.6,83.0,96.5,6.2,14,82.1,91.4,85.3,901
COL0140,2022,86.9,82.4,100,4.4,12,85.5,84.2,93.1,794
COL0140,2023,85.5,80.3,98.9,4.2,13,80.9,89.3,81.1,871
COL0140,2024,88.6,90.4,100,5.3,12,87.4,88.0,83.1,883
COL0140,2025,85.6,81.0,91.4,5.8,10,83.0,88.0,88.1,1023
COL0141,2021,85.9,78.3,93.2,4.8,12,80.1,85.3,84.5,934
COL0141,2022,91.9,84.9,100,4.6,14,80.5,89.8,87.0,757
COL0141,2023,91.3,90.2,100,1.9,13,87.4,90.7,89.8,561
