college_id,branch,district,year,applications,sanctioned_seats,filled_seats,vacant_seats,cutoff_percentile,placement_rate,graduation_rate,filled_seats_next_year
COL0082,Diploma in Mechanical Engineering,Mumbai Suburban,2022,75,50,34,16,55.54,65.8,84.1,33
COL0082,Diploma in Mechanical Engineering,Mumbai Suburban,2023,80,50,33,17,54.29,69.2,88.7,37
COL0082,Diploma in Mechanical Engineering,Mumbai Suburban,2024,85,50,37,13,52.82,66.9,78.3,43
COL0083,BCom,Kolhapur,2021,923,310,261,49,65.52,77.6,92.3,265
COL0083,BCom,Kolhapur,2022,991,320,265,55,67.92,82.0,99.7,252
COL0083,BCom,Kolhapur,2023,982,290,252,38,66.12,84.0,100.0,326
COL0083,BCom,Kolhapur,2024,1205,370,326,44,69.05,86.5,100.0,268
COL0084,BE Mechanical Engineering,Nashik,2021,129,50,38,12,92.93,87.5,100.0,42
COL0084,BE Mechanical Engineering,Nashik,2022,152,50,42,8,94.52,83.3,100.0,44
COL0084,BE Mechanical Engineering,Nashik,2023,155,50,44,6,95.47,90.7,100.0,40
COL0084,BE Mechanical Engineering,Nashik,2024,152,50,40,10,92.5,89.5,100.0,50
COL0085,BCom,Sangli,2021,462,150,126,24,67.17,95.1,100.0,130
COL0085,BCom,Sangli,2022,487,160,130,30,68.99,93.7,100.0,152
COL0085,BCom,Sangli,2023,610,170,152,18,68.43,92.1,100.0,159
COL0085,BCom,Sangli,2024,636,170,159,11,67.79,98.0,100.0,138
COL0086,B.Pharm,Pune,2021,67,50,31,19,59.73,72.3,87.8,33
COL0086,B.Pharm,Pune,2022,75,50,33,17,61.44,77.1,85.9,32
COL0086,B.Pharm,Pune,2023,79,50,32,18,61.32,73.9,86.3,34
COL0086,B.Pharm,Pune,2024,79,50,34,16,64.54,72.9,84.9,28
COL0087,BA,Chandrapur,2021,545,240,186,54,56.11,80.8,97.2,178
COL0087,BA,Chandrapur,2022,525,240,178,62,54.71,75.4,93.7,186
COL0087,BA,Chandrapur,2023,560,260,186,74,52.03,75.7,96.2,218
COL0087,BA,Chandrapur,2024,645,270,218,52,53.45,82.3,94.5,173
COL0088,BA English,Amravati,2021,311,100,84,16,58.55,81.7,99.4,83
COL0088,BA English,Amravati,2022,307,100,83,17,58.22,92.0,100.0,95
COL0088,BA English,Amravati,2023,342,110,95,15,58.79,88.0,100.0,84
COL0088,BA English,Amravati,2024,325,100,84,16,57.89,83.1,100.0,100
COL0089,BCom,Nashik,2021,627,200,166,34,63.5,83.0,100.0,176
COL0089,BCom,Nashik,2022,649,200,176,24,63.84,80.6,93.1,194
COL0089,BCom,Nashik,2023,738,220,194,26,68.37,83.8,96.1,203
COL0089,BCom,Nashik,2024,837,220,203,17,67.07,83.3,100.0,173
COL0090,BE Computer Engineering,Thane,2021,761,180,166,14,99.0,98.0,100.0,162
COL0090,BE Computer Engineering,Thane,2022,732,180,162,18,97.43,92.0,100.0,176
COL0090,BE Computer Engineering,Thane,2023,828,190,176,14,99.95,98.0,100.0,158
COL0090,BE Computer Engineering,Thane,2024,729,170,158,12,99.95,98.0,100.0,171
COL0091,BCom,Thane,2021,344,140,112,28,55.13,81.7,97.3,102
COL0091,BCom,Thane,2022,320,130,102,28,57.66,78.1,98.1,104
COL0091,BCom,Thane,2023,339,140,104,36,57.53,68.3,86.3,118
COL0091,BCom,Thane,2024,399,140,118,22,59.21,75.2,89.6,132
COL0092,BE Mechanical Engineering,Jalgaon,2021,146,80,59,21,76.82,78.5,89.8,60
COL0092,BE Mechanical Engineering,Jalgaon,2022,152,80,60,20,78.51,67.2,86.7,54
COL0092,BE Mechanical Engineering,Jalgaon,2023,135,80,54,26,77.64,67.6,86.3,65
COL0092,BE Mechanical Engineering,Jalgaon,2024,171,90,65,25,75.67,69.3,77.9,51
COL0093,BA Economics,Satara,2021,160,100,71,29,41.28,64.4,80.7,68
COL0093,BA Economics,Satara,2022,148,100,68,32,39.88,60.6,74.8,70
COL0093,BA Economics,Satara,2023,168,100,70,30,43.4,69.2,79.5,71
COL0093,BA Economics,Satara,2024,177,100,71,29,43.27,64.7,83.5,73
COL0094,MBA,Nagpur,2021,146,50,40,10,87.43,98.0,100.0,44
COL0094,MBA,Nagpur,2022,167,50,44,6,85.69,98.0,100.0,45
COL0094,MBA,Nagpur,2023,178,50,45,5,86.95,92.1,100.0,51
COL0094,MBA,Nagpur,2024,207,60,51,9,87.23,96.5,100.0,55
COL0095,MBBS,Gondia,2021,292,170,114,56,96.9,79.1,87.8,126
COL0095,MBBS,Gondia,2022,335,170,126,44,94.97,76.3,96.5,129
COL0095,MBBS,Gondia,2023,363,180,129,51,97.3,79.6,98.6,137
COL0095,MBBS,Gondia,2024,382,190,137,53,97.34,77.9,94.5,128
COL0096,BSc Mathematics,Dhule,2021,245,100,76,24,62.5,88.0,100.0,74
COL0096,BSc Mathematics,Dhule,2022,230,100,74,26,59.8,84.2,100.0,76
COL0096,BSc Mathematics,Dhule,2023,251,100,76,24,63.21,92.0,100.0,78
COL0096,BSc Mathematics,Dhule,2024,267,100,78,22,64.17,89.2,100.0,86
COL0097,BA,Nagpur,2021,1584,410,383,27,66.05,93.7,100.0,381
COL0097,BA,Nagpur,2022,1609,430,381,49,69.1,96.6,100.0,399
COL0097,BA,Nagpur,2023,1749,450,399,51,67.63,90.9,100.0,438
COL0097,BA,Nagpur,2024,1941,450,438,12,69.8,98.0,100.0,423
COL0098,BCom,Yavatmal,2021,524,180,143,37,63.79,83.1,100.0,149
COL0098,BCom,Yavatmal,2022,542,180,149,31,63.18,85.6,100.0,165
COL0098,BCom,Yavatmal,2023,610,200,165,35,66.88,87.5,100.0,151
COL0098,BCom,Yavatmal,2024,544,180,151,29,66.37,90.1,100.0,199
COL0099,BA,Solapur,2021,220,160,100,60,45.93,70.7,80.1,115
COL0099,BA,Solapur,2022,278,160,115,45,44.88,65.9,81.5,120
COL0099,BA,Solapur,2023,294,180,120,60,47.88,67.4,77.4,117
COL0099,BA,Solapur,2024,293,180,117,63,48.03,76.6,85.3,143
COL0100,BE Electronics & Telecommunication,Gadchiroli,2021,227,80,62,18,94.32,82.4,100.0,69
COL0100,BE Electronics & Telecommunication,Gadchiroli,2022,246,80,69,11,94.69,90.4,100.0,72
COL0100,BE Electronics & Telecommunication,Gadchiroli,2023,268,90,72,18,94.01,91.1,100.0,65
COL0100,BE Electronics & Telecommunication,Gadchiroli,2024,252,80,65,15,97.19,94.0,100.0,58
COL0101,BA,Sangli,2021,867,500,356,144,46.33,62.8,70.6,332
COL0101,BA,Sangli,2022,785,500,332,168,46.14,64.8,82.8,352
COL0101,BA,Sangli,2023,853,480,352,128,46.81,63.9,81.8,396
COL0101,BA,Sangli,2024,923,530,396,134,48.32,62.8,74.6,340
COL0102,BCom,Raigad,2021,427,110,103,7,71.75,98.0,100.0,99
COL0102,BCom,Raigad,2022,425,110,99,11,70.24,95.9,100.0,88
COL0102,BCom,Raigad,2023,391,100,88,12,72.87,93.5,100.0,122
COL0102,BCom,Raigad,2024,543,130,122,8,71.52,98.0,100.0,109
COL0103,D.Ed,Mumbai City,2021,110,80,51,29,50.67,57.4,67.6,55
COL0103,D.Ed,Mumbai City,2022,118,80,55,25,52.88,60.0,78.6,51
COL0103,D.Ed,Mumbai City,2023,102,80,51,29,50.83,59.5,70.0,61
COL0103,D.Ed,Mumbai City,2024,125,90,61,29,55.25,55.4,69.7,59
COL0104,Diploma in Computer Engineering,Dharashiv,2021,98,50,37,13,56.77,69.9,84.3,37
COL0104,Diploma in Computer Engineering,Dharashiv,2022,98,50,37,13,59.14,69.4,89.1,38
COL0104,Diploma in Computer Engineering,Dharashiv,2023,104,50,38,12,59.98,72.3,85.9,42
COL0104,Diploma in Computer Engineering,Dharashiv,2024,116,60,42,18,60.31,76.5,85.3,47
COL0105,B.Sc Nursing,Thane,2021,127,50,41,9,66.83,82.5,98.6,40
COL0105,B.Sc Nursing,Thane,2022,128,50,40,10,66.96,85.4,100.0,48
COL0105,B.Sc Nursing,Thane,2023,156,60,48,12,68.02,77.9,89.8,39
COL0105,B.Sc Nursing,Thane,2024,136,50,39,11,68.92,83.4,99.7,41
COL0106,B.Arch,Latur,2021,67,30,22,8,80.2,77.6,98.0,24
COL0106,B.Arch,Latur,2022,69,30,24,6,80.02,84.5,100.0,22
COL0106,B.Arch,Latur,2023,68,30,22,8,80.12,88.0,100.0,22
COL0106,B.Arch,Latur,2024,67,30,22,8,77.46,87.3,100.0,24
COL0107,MBA,Pune,2021,133,50,40,10,76.61,78.3,95.1,39
COL0107,MBA,Pune,2022,130,50,39,11,76.07,82.0,100.0,39
COL0107,MBA,Pune,2023,129,50,39,11,76.1,83.5,94.8,51
COL0107,MBA,Pune,2024,176,60,51,9,76.01,88.3,100.0,49
COL0108,BBA,Sindhudurg,2021,193,80,62,18,77.72,72.9,85.5,60
COL0108,BBA,Sindhudurg,2022,190,80,60,20,76.44,82.2,99.3,66
COL0108,BBA,Sindhudurg,2023,207,80,66,14,74.02,79.3,90.3,64
COL0108,BBA,Sindhudurg,2024,208,80,64,16,75.96,77.5,92.6,73
COL0109,BCom,Nanded,2021,410,120,108,12,68.58,85.9,96.9,120
COL0109,BCom,Nanded,2022,470,130,120,10,68.39,81.4,93.5,96
COL0109,BCom,Nanded,2023,400,110,96,14,70.85,86.8,100.0,106
COL0109,BCom,Nanded,2024,447,120,106,14,69.4,80.5,94.2,124
COL0110,BCom,Nagpur,2021,513,140,119,21,68.44,93.7,100.0,124
COL0110,BCom,Nagpur,2022,540,140,124,16,69.71,88.4,100.0,123
COL0110,BCom,Nagpur,2023,544,140,123,17,66.63,93.7,100.0,156
COL0110,BCom,Nagpur,2024,672,160,156,4,68.14,88.8,100.0,158
COL0111,BCom,Mumbai Suburban,2021,377,360,222,138,40.45,55.5,70.4,231
COL0111,BCom,Mumbai Suburban,2022,454,380,231,149,40.5,62.2,70.4,265
COL0111,BCom,Mumbai Suburban,2023,481,390,265,125,44.48,65.2,84.4,216
COL0111,BCom,Mumbai Suburban,2024,414,360,216,144,42.92,59.8,70.2,247
COL0112,BE Civil Engineering,Kolhapur,2021,190,80,61,19,85.73,78.4,94.4,66
COL0112,BE Civil Engineering,Kolhapur,2022,210,80,66,14,89.04,81.1,92.8,60
COL0112,BE Civil Engineering,Kolhapur,2023,189,80,60,20,86.2,76.7,92.3,66
COL0112,BE Civil Engineering,Kolhapur,2024,218,80,66,14,89.07,78.7,97.8,57
COL0113,BE Mechanical Engineering,Nashik,2021,193,60,52,8,92.42,88.4,99.6,51
COL0113,BE Mechanical Engineering,Nashik,2022,178,60,51,9,92.86,92.3,100.0,49
COL0113,BE Mechanical Engineering,Nashik,2023,174,60,49,11,93.99,87.3,100.0,49
COL0113,BE Mechanical Engineering,Nashik,2024,178,60,49,11,93.1,95.3,100.0,58
COL0114,MBBS,Chhatrapati Sambhajinagar,2021,325,210,146,64,95.73,79.0,96.4,128
COL0114,MBBS,Chhatrapati Sambhajinagar,2022,301,200,128,72,93.96,73.5,82.4,148
COL0114,MBBS,Chhatrapati Sambhajinagar,2023,340,200,148,52,94.91,77.3,86.6,135
COL0114,MBBS,Chhatrapati Sambhajinagar,2024,341,200,135,65,96.0,77.2,90.1,171
COL0115,Diploma in Computer Engineering,Palghar,2021,200,50,47,3,79.19,87.8,100.0,44
COL0115,Diploma in Computer Engineering,Palghar,2022,196,50,44,6,80.19,96.8,100.0,45
COL0115,Diploma in Computer Engineering,Palghar,2023,205,50,45,5,78.54,87.3,99.7,59
COL0115,Diploma in Computer Engineering,Palghar,2024,267,60,59,1,79.14,87.5,100.0,49
COL0116,BSc Physics,Mumbai City,2021,213,80,65,15,63.96,79.6,94.6,65
COL0116,BSc Physics,Mumbai City,2022,216,80,65,15,61.29,82.7,99.5,62
COL0116,BSc Physics,Mumbai City,2023,212,80,62,18,62.17,84.2,97.3,64
COL0116,BSc Physics,Mumbai City,2024,225,80,64,16,65.44,80.2,91.8,67
COL0117,BCom,Mumbai City,2021,698,240,195,45,63.52,83.6,100.0,199
COL0117,BCom,Mumbai City,2022,716,240,199,41,61.95,89.5,100.0,216
COL0117,BCom,Mumbai City,2023,793,260,216,44,63.81,91.2,100.0,184
COL0117,BCom,Mumbai City,2024,691,220,184,36,63.12,94.4,100.0,233
COL0118,D.Pharm,Pune,2021,167,50,43,7,85.7,96.7,100.0,42
COL0118,D.Pharm,Pune,2022,161,50,42,8,84.78,98.0,100.0,44
COL0118,D.Pharm,Pune,2023,175,50,44,6,86.0,92.8,100.0,45
COL0118,D.Pharm,Pune,2024,183,50,45,5,87.01,94.5,100.0,43
COL0119,BE Electronics & Telecommunication,Buldhana,2021,127,50,40,10,90.04,84.0,98.8,41
COL0119,BE Electronics & Telecommunication,Buldhana,2022,141,50,41,9,90.11,84.6,95.6,39
COL0119,BE Electronics & Telecommunication,Buldhana,2023,135,50,39,11,86.67,87.4,98.4,41
COL0119,BE Electronics & Telecommunication,Buldhana,2024,134,50,41,9,89.84,85.2,98.2,42
COL0120,BA,Nagpur,2021,1359,370,322,48,67.26,91.3,100.0,334
COL0120,BA,Nagpur,2022,1428,370,334,36,67.91,91.3,100.0,351
COL0120,BA,Nagpur,2023,1478,400,351,49,66.56,95.7,100.0,322
COL0120,BA,Nagpur,2024,1456,360,322,38,70.76,88.8,100.0,347
COL0121,BE Mechanical Engineering,Solapur,2021,617,200,162,38,95.87,81.9,95.3,171
COL0121,BE Mechanical Engineering,Solapur,2022,631,210,171,39,95.56,78.0,91.7,166
COL0121,BE Mechanical Engineering,Solapur,2023,620,190,166,24,97.05,85.4,100.0,156
COL0121,BE Mechanical Engineering,Solapur,2024,619,190,156,34,99.19,82.4,96.1,196
COL0122,BE Computer Engineering,Mumbai Suburban,2021,148,50,42,8,95.95,86.6,98.6,44
COL0122,BE Computer Engineering,Mumbai Suburban,2022,155,50,44,6,94.34,90.6,100.0,43
COL0122,BE Computer Engineering,Mumbai Suburban,2023,165,50,43,7,94.45,93.0,100.0,43
COL0122,BE Computer Engineering,Mumbai Suburban,2024,164,50,43,7,95.74,95.9,100.0,45
COL0123,BCom,Amravati,2021,372,200,149,51,53.52,71.9,86.3,144
COL0123,BCom,Amravati,2022,379,210,144,66,50.97,66.0,76.7,141
COL0123,BCom,Amravati,2023,394,200,141,59,51.59,70.6,84.1,159
COL0123,BCom,Amravati,2024,451,230,159,71,54.71,73.6,87.8,186
COL0124,BE Electrical Engineering,Parbhani,2021,196,50,47,3,99.95,95.0,100.0,45
COL0124,BE Electrical Engineering,Parbhani,2022,200,50,45,5,99.95,93.9,100.0,49
COL0124,BE Electrical Engineering,Parbhani,2023,217,50,49,1,99.95,94.9,100.0,48
COL0124,BE Electrical Engineering,Parbhani,2024,216,50,48,2,99.49,93.0,100.0,57
COL0125,BA English,Chhatrapati Sambhajinagar,2021,349,150,119,31,49.4,78.8,93.5,115
COL0125,BA English,Chhatrapati Sambhajinagar,2022,350,150,115,35,53.0,72.4,87.2,131
COL0125,BA English,Chhatrapati Sambhajinagar,2023,426,160,131,29,50.98,82.0,97.8,114
COL0125,BA English,Chhatrapati Sambhajinagar,2024,375,140,114,26,52.54,74.6,90.2,128
COL0126,BE Computer Engineering,Mumbai Suburban,2021,348,130,108,22,87.31,89.2,100.0,102
COL0126,BE Computer Engineering,Mumbai Suburban,2022,346,130,102,28,90.31,89.6,100.0,106
COL0126,BE Computer Engineering,Mumbai Suburban,2023,363,130,106,24,89.69,93.3,100.0,115
COL0126,BE Computer Engineering,Mumbai Suburban,2024,400,150,115,35,88.59,92.5,100.0,93
COL0127,LLB,Mumbai City,2021,111,80,51,29,58.2,64.8,82.8,55
COL0127,LLB,Mumbai City,2022,128,80,55,25,57.23,70.7,87.8,51
COL0127,LLB,Mumbai City,2023,117,80,51,29,57.65,66.8,77.6,45
COL0127,LLB,Mumbai City,2024,111,70,45,25,60.5,69.1,79.7,48
COL0128,B.Pharm,Ahmednagar,2021,97,50,37,13,64.55,80.6,97.3,33
COL0128,B.Pharm,Ahmednagar,2022,87,50,33,17,64.09,86.8,97.1,44
COL0128,B.Pharm,Ahmednagar,2023,111,60,44,16,68.08,81.9,97.1,39
COL0128,B.Pharm,Ahmednagar,2024,102,50,39,11,68.98,84.7,99.8,42
COL0129,Diploma in Mechanical Engineering,Nanded,2021,97,50,37,13,55.14,74.2,87.2,36
COL0129,Diploma in Mechanical Engineering,Nanded,2022,93,50,36,14,55.39,73.6,83.6,36
COL0129,Diploma in Mechanical Engineering,Nanded,2023,93,50,36,14,59.93,75.9,86.3,29
COL0129,Diploma in Mechanical Engineering,Nanded,2024,76,40,29,11,55.63,77.4,96.2,37
COL0130,BE Computer Engineering,Mumbai Suburban,2021,99,120,69,51,58.82,62.8,79.3,69
COL0130,BE Computer Engineering,Mumbai Suburban,2022,95,120,69,51,59.85,68.6,76.9,70
COL0130,BE Computer Engineering,Mumbai Suburban,2023,110,120,70,50,60.99,66.7,83.2,66
COL0130,BE Computer Engineering,Mumbai Suburban,2024,106,120,66,54,62.4,64.5,78.2,69
COL0131,Diploma in Electrical Engineering,Nashik,2021,125,50,39,11,67.57,74.7,88.8,39
COL0131,Diploma in Electrical Engineering,Nashik,2022,120,50,39,11,63.57,76.7,90.9,41
COL0131,Diploma in Electrical Engineering,Nashik,2023,129,50,41,9,65.65,78.4,87.2,50
COL0131,Diploma in Electrical Engineering,Nashik,2024,170,60,50,10,64.57,72.3,87.3,39
COL0132,BCom,Yavatmal,2021,250,140,93,47,50.02,64.3,74.2,101
COL0132,BCom,Yavatmal,2022,264,140,101,39,50.94,68.9,83.8,109
COL0132,BCom,Yavatmal,2023,296,150,109,41,50.09,67.3,76.8,119
COL0132,BCom,Yavatmal,2024,325,160,119,41,48.51,62.3,73.3,109
COL0133,D.Pharm,Pune,2021,213,80,66,14,73.4,84.7,99.7,62
COL0133,D.Pharm,Pune,2022,212,80,62,18,73.49,80.4,97.6,68
COL0133,D.Pharm,Pune,2023,225,80,68,12,73.22,79.6,95.8,64
COL0133,D.Pharm,Pune,2024,227,80,64,16,75.24,83.1,100.0,58
COL0134,BA History,Nashik,2021,376,150,117,33,53.05,78.8,97.5,111
COL0134,BA History,Nashik,2022,354,150,111,39,51.46,77.1,95.8,132
COL0134,BA History,Nashik,2023,457,160,132,28,53.04,72.5,82.3,142
COL0134,BA History,Nashik,2024,492,170,142,28,55.71,75.5,94.6,136
COL0135,Diploma in Computer Engineering,Nandurbar,2021,231,100,76,24,65.86,85.1,100.0,82
COL0135,Diploma in Computer Engineering,Nandurbar,2022,258,100,82,18,66.71,79.0,95.0,75
COL0135,Diploma in Computer Engineering,Nandurbar,2023,237,100,75,25,64.78,82.7,94.6,77
COL0135,Diploma in Computer Engineering,Nandurbar,2024,262,100,77,23,68.95,77.3,87.9,75
COL0136,Diploma in Civil Engineering,Pune,2021,190,50,45,5,80.26,94.1,100.0,47
COL0136,Diploma in Civil Engineering,Pune,2022,193,50,47,3,78.11,94.3,100.0,44
COL0136,Diploma in Civil Engineering,Pune,2023,194,50,44,6,77.41,90.3,100.0,48
COL0136,Diploma in Civil Engineering,Pune,2024,218,50,48,2,77.29,93.8,100.0,46
COL0137,BA,Akola,2021,1477,380,353,27,69.08,94.0,100.0,343
COL0137,BA,Akola,2022,1473,370,343,27,67.78,96.1,100.0,369
COL0137,BA,Akola,2023,1619,380,369,11,70.27,96.3,100.0,355
COL0137,BA,Akola,2024,1567,360,355,5,70.3,96.9,100.0,458
COL0138,BCom,Chhatrapati Sambhajinagar,2021,871,490,344,146,48.65,73.2,90.3,348
COL0138,BCom,Chhatrapati Sambhajinagar,2022,899,480,348,132,49.67,64.1,76.6,365
COL0138,BCom,Chhatrapati Sambhajinagar,2023,1029,500,365,135,51.1,67.0,85.9,346
COL0138,BCom,Chhatrapati Sambhajinagar,2024,970,500,346,154,52.98,71.6,83.3,333
COL0139,BCom,Washim,2021,474,280,198,82,46.33,64.7,79.8,183
COL0139,BCom,Washim,2022,420,270,183,87,46.06,64.7,75.6,213
COL0139,BCom,Washim,2023,510,310,213,97,49.05,68.6,79.3,229
COL0139,BCom,Washim,2024,582,320,229,91,48.25,64.8,79.6,210
COL0140,B.Ed,Solapur,2021,113,40,33,7,72.75,83.0,96.5,33
COL0140,B.Ed,Solapur,2022,116,40,33,7,75.45,82.4,100.0,32
COL0140,B.Ed,Solapur,2023,115,40,32,8,72.83,80.3,98.9,35
COL0140,B.Ed,Solapur,2024,125,40,35,5,72.0,90.4,100.0,34
COL0141,BCom,Sangli,2021,264,100,80,20,61.3,78.3,93.2,83
COL0141,BCom,Sangli,2022,285,100,83,17,63.24,84.9,100.0,84
COL0141,BCom,Sangli,2023,297,100,84,16,62.46,90.2,100.0,90
COL0141,BCom,Sangli,2024,319,110,90,20,65.17,83.6,98.1,105
COL0142,BA,Kolhapur,2021,468,140,121,19,67.1,89.3,100.0,123
COL0142,BA,Kolhapur,2022,499,140,123,17,67.8,89.0,100.0,128
COL0142,BA,Kolhapur,2023,517,140,128,12,66.62,89.7,100.0,144
COL0142,BA,Kolhapur,2024,576,160,144,16,65.76,91.6,100.0,138
COL0143,BE Electrical Engineering,Mumbai Suburban,2021,340,100,87,13,95.6,88.5,100.0,88
COL0143,BE Electrical Engineering,Mumbai Suburban,2022,339,100,88,12,97.59,95.6,100.0,93
COL0143,BE Electrical Engineering,Mumbai Suburban,2023,359,110,93,17,95.45,89.2,100.0,93
COL0143,BE Electrical Engineering,Mumbai Suburban,2024,370,100,93,7,98.17,96.8,100.0,93
COL0144,MBA,Wardha,2021,190,80,60,20,79.56,74.3,90.8,61
COL0144,MBA,Wardha,2022,205,80,61,19,76.77,77.8,87.9,66
COL0144,MBA,Wardha,2023,224,80,66,14,77.08,79.1,97.1,60
COL0144,MBA,Wardha,2024,197,70,60,10,77.16,80.5,90.9,57
COL0145,BA English,Nashik,2021,121,100,62,38,41.26,62.7,71.3,64
COL0145,BA English,Nashik,2022,137,100,64,36,39.59,63.5,76.0,62
COL0145,BA English,Nashik,2023,130,100,62,38,41.66,57.1,64.8,68
COL0145,BA English,Nashik,2024,144,100,68,32,38.73,58.4,75.6,71
COL0146,BA,Thane,2021,725,210,176,34,69.67,93.5,100.0,189
COL0146,BA,Thane,2022,806,210,189,21,69.94,93.4,100.0,191
COL0146,BA,Thane,2023,820,210,191,19,67.27,97.7,100.0,203
COL0146,BA,Thane,2024,918,210,203,7,66.97,98.0,100.0,197
COL0147,B.Pharm,Mumbai City,2021,168,80,57,23,70.86,72.7,82.0,56
COL0147,B.Pharm,Mumbai City,2022,166,80,56,24,71.99,71.5,86.9,64
COL0147,B.Pharm,Mumbai City,2023,197,90,64,26,71.91,77.0,93.8,53
COL0147,B.Pharm,Mumbai City,2024,161,70,53,17,70.4,71.9,90.7,70
COL0148,BCom,Nandurbar,2021,1007,280,241,39,65.56,91.7,100.0,265
COL0148,BCom,Nandurbar,2022,1123,280,265,15,67.07,90.0,100.0,246
COL0148,BCom,Nandurbar,2023,1047,270,246,24,70.23,92.1,100.0,235
COL0148,BCom,Nandurbar,2024,1066,250,235,15,66.63,97.9,100.0,309
COL0149,BCom,Mumbai Suburban,2021,487,210,157,53,60.99,77.5,97.7,156
COL0149,BCom,Mumbai Suburban,2022,517,210,156,54,59.74,85.8,98.2,189
COL0149,BCom,Mumbai Suburban,2023,615,230,189,41,61.02,85.8,100.0,205
COL0149,BCom,Mumbai Suburban,2024,689,250,205,45,61.8,85.6,100.0,179
COL0150,BE Computer Engineering,Sangli,2021,127,70,51,19,79.82,78.6,88.8,50
COL0150,BE Computer Engineering,Sangli,2022,127,70,50,20,75.84,84.1,95.4,52
COL0150,BE Computer Engineering,Sangli,2023,137,70,52,18,79.14,73.7,89.1,58
COL0150,BE Computer Engineering,Sangli,2024,165,80,58,22,78.24,81.1,96.0,45
COL0151,BA Economics,Nagpur,2021,479,110,106,4,60.02,83.1,100.0,104
COL0151,BA Economics,Nagpur,2022,478,110,104,6,62.17,84.3,98.7,109
COL0151,BA Economics,Nagpur,2023,499,120,109,11,61.53,89.5,100.0,112
COL0151,BA Economics,Nagpur,2024,544,120,112,8,62.47,92.2,100.0,106
COL0152,B.Ed,Solapur,2021,288,80,68,12,81.97,92.2,100.0,69
COL0152,B.Ed,Solapur,2022,282,80,69,11,79.07,96.2,100.0,83
COL0152,B.Ed,Solapur,2023,348,90,83,7,79.31,96.1,100.0,77
COL0152,B.Ed,Solapur,2024,332,80,77,3,81.27,98.0,100.0,97
COL0153,Diploma in Civil Engineering,Pune,2021,315,100,84,16,76.46,84.1,100.0,83
COL0153,Diploma in Civil Engineering,Pune,2022,325,100,83,17,75.74,88.4,99.6,93
COL0153,Diploma in Civil Engineering,Pune,2023,363,100,93,7,79.19,94.4,100.0,113
COL0153,Diploma in Civil Engineering,Pune,2024,478,120,113,7,76.29,91.0,100.0,101
COL0154,BCom,Washim,2021,419,180,138,42,53.86,71.3,81.1,146
COL0154,BCom,Washim,2022,421,190,146,44,56.37,83.1,100.0,140
COL0154,BCom,Washim,2023,428,190,140,50,55.56,72.4,83.0,134
COL0154,BCom,Washim,2024,409,180,134,46,56.88,76.6,94.1,173
COL0155,BSc Computer Science,Solapur,2021,209,100,70,30,58.1,79.8,89.1,76
COL0155,BSc Computer Science,Solapur,2022,221,100,76,24,59.61,78.0,98.0,75
COL0155,BSc Computer Science,Solapur,2023,226,100,75,25,59.51,86.3,100.0,93
COL0155,BSc Computer Science,Solapur,2024,282,120,93,27,58.83,83.6,93.7,91
COL0156,BA,Yavatmal,2021,429,360,225,135,38.64,66.8,84.2,225
COL0156,BA,Yavatmal,2022,391,350,225,125,40.59,61.8,73.9,245
COL0156,BA,Yavatmal,2023,426,370,245,125,37.5,62.7,76.1,209
COL0156,BA,Yavatmal,2024,396,320,209,111,40.16,60.5,69.3,259
COL0157,BSc,Pune,2021,460,110,104,6,68.27,91.9,100.0,108
COL0157,BSc,Pune,2022,486,110,108,2,69.14,93.8,100.0,104
COL0157,BSc,Pune,2023,491,110,104,6,67.64,92.0,100.0,96
COL0157,BSc,Pune,2024,443,100,96,4,70.23,92.5,100.0,109
COL0158,Diploma in Electrical Engineering,Solapur,2021,209,80,63,17,68.82,81.5,96.5,61
COL0158,Diploma in Electrical Engineering,Solapur,2022,199,80,61,19,68.8,80.2,89.8,65
COL0158,Diploma in Electrical Engineering,Solapur,2023,209,80,65,15,68.97,72.7,88.2,74
COL0158,Diploma in Electrical Engineering,Solapur,2024,255,90,74,16,66.65,73.0,87.3,60
COL0159,BSc Mathematics,Mumbai City,2021,533,200,154,46,68.0,97.2,100.0,167
COL0159,BSc Mathematics,Mumbai City,2022,605,210,167,43,65.69,98.0,100.0,168
COL0159,BSc Mathematics,Mumbai City,2023,636,210,168,42,66.0,96.7,100.0,201
COL0159,BSc Mathematics,Mumbai City,2024,759,230,201,29,69.78,98.0,100.0,199
COL0160,D.Pharm,Satara,2021,48,50,28,22,53.34,56.9,68.7,29
COL0160,D.Pharm,Satara,2022,50,50,29,21,52.0,54.5,66.3,31
COL0160,D.Pharm,Satara,2023,52,50,31,19,51.51,50.9,68.9,35
COL0160,D.Pharm,Satara,2024,66,60,35,25,54.91,55.1,69.5,34
COL0161,B.Pharm,Chhatrapati Sambhajinagar,2021,144,50,39,11,80.15,88.0,99.1,41
COL0161,B.Pharm,Chhatrapati Sambhajinagar,2022,151,50,41,9,82.22,90.0,100.0,41
COL0161,B.Pharm,Chhatrapati Sambhajinagar,2023,158,50,41,9,81.41,86.8,97.3,51
COL0161,B.Pharm,Chhatrapati Sambhajinagar,2024,188,60,51,9,82.7,85.1,96.8,46
COL0162,Diploma in Civil Engineering,Chhatrapati Sambhajinagar,2021,373,80,79,1,77.19,89.5,100.0,80
