finance_id,college_id,financial_year,annual_budget,government_grant,research_grant,tuition_revenue,expenses,capital_expenditure,operating_expenditure
FIN00332,COL0671,2021,366493000,34426000,20812000,234423000,326751000,76323000,250428000
FIN00333,COL0671,2022,438039000,41498000,22894000,321916000,438490000,115356000,323134000
FIN00334,COL0671,2023,396366000,12099000,25511000,318670000,364026000,56743000,307283000
FIN00335,COL0671,2024,477893000,25947000,34163000,343742000,527453000,130389000,397064000
FIN00336,COL0671,2025,394994000,20481000,29166000,326440000,430539000,110072000,320467000
FIN00337,COL0079,2018,93488000,8006000,7129000,61791000,80523000,25203000,55320000
FIN00338,COL0079,2019,105730000,9788000,3136000,86243000,97766000,17369000,80397000
FIN00339,COL0079,2020,105616000,7723000,2287000,87253000,120325000,20119000,100206000
FIN00340,COL0079,2021,104523000,8078000,7822000,81684000,92543000,24239000,68304000
FIN00341,COL0079,2022,117101000,12929000,2394000,80496000,104435000,34058000,70377000
FIN00342,COL0079,2023,115966000,13276000,5381000,84115000,129672000,37225000,92447000
FIN00343,COL0079,2024,135737000,10454000,8572000,107647000,110977000,31116000,79861000
FIN00344,COL0079,2025,146062000,13391000,7036000,116353000,144946000,25174000,119772000
FIN00345,COL1858,2018,61396000,25172000,6755000,22130000,59949000,17927000,42022000
FIN00346,COL1858,2019,63646000,24157000,3299000,33714000,52830000,7934000,44896000
FIN00347,COL1858,2020,62356000,27326000,7255000,25138000,47870000,12505000,35365000
FIN00348,COL1858,2021,65525000,16923000,4725000,37110000,74213000,22405000,51808000
FIN00349,COL1858,2022,66279000,18469000,5145000,37255000,58280000,14684000,43596000
FIN00350,COL1858,2023,74434000,31693000,2716000,30257000,75126000,12555000,62571000
FIN00351,COL1858,2024,75752000,30934000,5937000,34650000,76856000,20983000,55873000
FIN00352,COL1858,2025,77415000,28023000,3775000,35922000,73761000,23416000,50345000
FIN00353,COL0298,2018,92497000,8063000,3654000,70484000,72568000,18427000,54141000
FIN00354,COL0298,2019,84872000,3725000,3093000,73896000,66702000,13661000,53041000
FIN00355,COL0298,2020,90211000,6262000,2462000,66573000,74587000,12364000,62223000
FIN00356,COL0298,2021,97539000,9436000,1601000,71544000,111535000,37337000,74198000
FIN00357,COL0298,2022,97535000,9350000,3176000,65114000,73993000,11971000,62022000
FIN00358,COL0298,2023,113796000,3813000,4249000,96242000,87842000,24046000,63796000
FIN00359,COL0298,2024,100012000,3342000,3363000,85773000,76143000,17243000,58900000
FIN00360,COL0298,2025,97653000,11198000,2898000,70578000,97577000,29338000,68239000
FIN00361,COL1201,2018,161447000,3441000,2110000,127545000,156214000,34579000,121635000
FIN00362,COL1201,2019,144251000,14007000,1443000,105427000,112763000,20552000,92211000
FIN00363,COL1201,2020,169879000,10617000,1708000,120190000,135690000,32784000,102906000
FIN00364,COL1201,2021,150445000,12991000,1504000,126904000,168883000,42857000,126026000
FIN00365,COL1201,2022,188108000,15948000,1881000,153424000,207721000,60833000,146888000
FIN00366,COL1201,2023,166774000,19140000,2361000,126802000,136183000,46250000,89933000
FIN00367,COL1201,2024,176909000,9584000,3434000,125927000,193980000,53971000,140009000
FIN00368,COL1201,2025,206097000,19383000,2061000,141053000,160173000,36556000,123617000
FIN00369,COL0217,2018,118565000,66952000,3626000,41338000,123186000,34453000,88733000
FIN00370,COL0217,2019,131737000,96714000,7740000,25373000,112237000,25697000,86540000
FIN00371,COL0217,2020,120566000,90167000,10954000,17934000,112639000,24165000,88474000
FIN00372,COL0217,2021,124839000,88249000,4119000,25710000,111144000,24130000,87014000
FIN00373,COL0217,2022,148517000,83842000,4710000,54358000,150694000,32007000,118687000
FIN00374,COL0217,2023,123361000,79726000,10827000,24982000,105051000,17626000,87425000
FIN00375,COL0217,2024,135350000,82452000,6108000,43803000,152190000,33645000,118545000
FIN00376,COL0217,2025,142234000,88736000,11420000,34676000,116133000,32823000,83310000
FIN00377,COL0710,2018,95680000,67183000,7265000,16052000,96584000,31614000,64970000
FIN00378,COL0710,2019,115319000,68981000,8484000,30381000,86837000,14755000,72082000
FIN00379,COL0710,2020,106863000,64798000,5167000,31270000,84844000,22149000,62695000
FIN00380,COL0710,2021,112553000,72821000,8485000,29121000,103586000,16796000,86790000
FIN00381,COL0710,2022,108539000,69333000,3728000,29011000,83892000,21129000,62763000
FIN00382,COL0710,2023,115737000,77802000,9258000,26833000,104220000,16882000,87338000
FIN00383,COL0710,2024,114322000,74802000,5788000,27433000,90383000,22186000,68197000
FIN00384,COL0710,2025,141968000,100373000,3961000,34297000,142309000,24134000,118175000
FIN00385,COL0124,2018,339670000,234608000,24710000,64399000,323982000,89260000,234722000
FIN00386,COL0124,2019,422797000,286958000,38822000,73388000,426759000,129954000,296805000
FIN00387,COL0124,2020,377096000,234892000,24459000,109196000,331393000,52476000,278917000
FIN00388,COL0124,2021,445875000,303268000,41457000,76179000,416177000,122670000,293507000
FIN00389,COL0124,2022,458241000,278168000,53977000,115738000,399484000,85012000,314472000
FIN00390,COL0124,2023,387018000,214797000,17364000,127290000,365223000,59592000,305631000
FIN00391,COL0124,2024,481516000,336331000,43593000,80507000,535640000,100958000,434682000
FIN00392,COL0124,2025,454826000,321502000,24737000,102613000,478621000,74834000,403787000
FIN00393,COL0097,2018,393999000,143304000,39125000,168766000,427403000,77344000,350059000
FIN00394,COL0097,2019,406529000,140258000,32241000,193616000,347350000,91152000,256198000
FIN00395,COL0097,2020,394865000,170611000,47330000,137480000,346884000,104293000,242591000
FIN00396,COL0097,2021,402197000,107003000,41727000,230150000,342379000,90400000,251979000
FIN00397,COL0097,2022,392472000,156555000,45958000,169522000,309243000,73326000,235917000
FIN00398,COL0097,2023,522700000,225175000,18999000,250866000,428651000,76160000,352491000
FIN00399,COL0097,2024,419639000,130111000,37634000,224472000,412603000,98717000,313886000
FIN00400,COL0097,2025,486992000,187961000,30807000,229165000,474001000,112432000,361569000
FIN00401,COL0160,2018,48195000,5106000,482000,37439000,44090000,15046000,29044000
FIN00402,COL0160,2019,54132000,4878000,541000,43183000,45197000,9745000,35452000
FIN00403,COL0160,2020,54362000,2936000,544000,47891000,60119000,14615000,45504000
FIN00404,COL0160,2021,59355000,6993000,594000,48879000,57397000,13213000,44184000
FIN00405,COL0160,2022,57055000,3257000,571000,43967000,54073000,12057000,42016000
FIN00406,COL0160,2023,65939000,7114000,659000,49556000,72785000,19885000,52900000
FIN00407,COL0160,2024,62558000,4092000,626000,49661000,55554000,16760000,38794000
FIN00408,COL0160,2025,64392000,5751000,644000,52557000,58443000,10136000,48307000
FIN00409,COL0411,2018,274396000,11086000,11975000,218268000,290196000,64958000,225238000
FIN00410,COL0411,2019,294857000,10715000,8803000,231556000,299678000,90909000,208769000
FIN00411,COL0411,2020,306042000,24346000,17114000,228105000,233089000,72183000,160906000
FIN00412,COL0411,2021,289139000,12980000,10993000,208131000,321015000,98571000,222444000
FIN00413,COL0411,2022,274761000,7761000,8693000,203977000,257712000,42437000,215275000
FIN00414,COL0411,2023,304557000,28857000,27595000,202603000,341375000,69230000,272145000
FIN00415,COL0411,2024,293501000,7406000,28768000,199777000,322042000,69474000,252568000
FIN00416,COL0411,2025,322895000,25999000,32037000,241295000,339204000,107795000,231409000
FIN00417,COL0413,2018,50914000,2604000,509000,40368000,39522000,7132000,32390000
FIN00418,COL0413,2019,58713000,3925000,1011000,47028000,63407000,15495000,47912000
FIN00419,COL0413,2020,54682000,6199000,547000,44005000,51014000,15313000,35701000
FIN00420,COL0413,2021,63411000,3372000,634000,47272000,48154000,12162000,35992000
FIN00421,COL0413,2022,65515000,4286000,655000,47659000,74982000,26174000,48808000
FIN00422,COL0413,2023,66809000,1751000,798000,52551000,68923000,19729000,49194000
FIN00423,COL0413,2024,77053000,4596000,990000,57980000,81665000,17403000,64262000
FIN00424,COL0413,2025,66475000,2901000,665000,55102000,56375000,8797000,47578000
FIN00425,COL0703,2018,307812000,222850000,9411000,63863000,269122000,44402000,224720000
FIN00426,COL0703,2019,316242000,201592000,3795000,100956000,302145000,72492000,229653000
FIN00427,COL0703,2020,355473000,225256000,11075000,102105000,377478000,111333000,266145000
FIN00428,COL0703,2021,294694000,207414000,3724000,78082000,236704000,76134000,160570000
FIN00429,COL0703,2022,367223000,206614000,11208000,113100000,372015000,119225000,252790000
FIN00430,COL0703,2023,351817000,230075000,5047000,103799000,364605000,108360000,256245000
FIN00431,COL0703,2024,359840000,246154000,9320000,92889000,315365000,98932000,216433000
FIN00432,COL0703,2025,378842000,226521000,8185000,131362000,391405000,87082000,304323000
FIN00433,COL0429,2018,43704000,1275000,1673000,38227000,45368000,10314000,35054000
FIN00434,COL0429,2019,41707000,4216000,1366000,29934000,34648000,10654000,23994000
FIN00435,COL0429,2020,51530000,3561000,1856000,39316000,55182000,8583000,46599000
FIN00436,COL0429,2021,51560000,4616000,2026000,39217000,45134000,13354000,31780000
FIN00437,COL0429,2022,54509000,4686000,637000,36891000,45934000,10049000,35885000
FIN00438,COL0429,2023,51720000,1238000,575000,47387000,43505000,9291000,34214000
FIN00439,COL0429,2024,62771000,3148000,1791000,47935000,54208000,18352000,35856000
FIN00440,COL0429,2025,51202000,4896000,1694000,38517000,57076000,17887000,39189000
FIN00441,COL1868,2018,213592000,26851000,7751000,145224000,203301000,43747000,159554000
FIN00442,COL1868,2019,197651000,26875000,15514000,137279000,152575000,50224000,102351000
FIN00443,COL1868,2020,201289000,43510000,17973000,131548000,221268000,57202000,164066000
FIN00444,COL1868,2021,245314000,55538000,24148000,155563000,230126000,55773000,174353000
FIN00445,COL1868,2022,253793000,53148000,13214000,142972000,202359000,66237000,136122000
FIN00446,COL1868,2023,229681000,35716000,16337000,150908000,177088000,57019000,120069000
FIN00447,COL1868,2024,242841000,41647000,12958000,165220000,268294000,71190000,197104000
FIN00448,COL1868,2025,236017000,53300000,18983000,134336000,263351000,71099000,192252000
FIN00449,COL1876,2018,603804000,385968000,12504000,193249000,507700000,97318000,410382000
FIN00450,COL1876,2019,747280000,509464000,53649000,162243000,730352000,176969000,553383000
FIN00451,COL1876,2020,649024000,373966000,51872000,175594000,562313000,142287000,420026000
FIN00452,COL1876,2021,699042000,495468000,39305000,125100000,626824000,212135000,414689000
FIN00453,COL1876,2022,737503000,499576000,18157000,183148000,649670000,226296000,423374000
FIN00454,COL1876,2023,870197000,564109000,56677000,187599000,955919000,259028000,696891000
FIN00455,COL1876,2024,853168000,622816000,25462000,154387000,861448000,280652000,580796000
FIN00456,COL1876,2025,784933000,440099000,18309000,277867000,871703000,279148000,592555000
FIN00457,COL1312,2018,246707000,16342000,2467000,180649000,200149000,47566000,152583000
FIN00458,COL1312,2019,247728000,21988000,3484000,177084000,207243000,57136000,150107000
FIN00459,COL1312,2020,288173000,28895000,5345000,198851000,306361000,78953000,227408000
FIN00460,COL1312,2021,302919000,13091000,3029000,265139000,345452000,101669000,243783000
FIN00461,COL1312,2022,284976000,22632000,2850000,238010000,262111000,66098000,196013000
FIN00462,COL1312,2023,282104000,30164000,5086000,229460000,274693000,64006000,210687000
FIN00463,COL1312,2024,292530000,12182000,3845000,229953000,303842000,106133000,197709000
FIN00464,COL1312,2025,338175000,18821000,3902000,256149000,339527000,81184000,258343000
FIN00465,COL1448,2018,102239000,31615000,6910000,58488000,108116000,29019000,79097000
FIN00466,COL1448,2019,109724000,38810000,7951000,53632000,104245000,20493000,83752000
FIN00467,COL1448,2020,115321000,30436000,4502000,72088000,101970000,29672000,72298000
FIN00468,COL1448,2021,132054000,45302000,13881000,62639000,101240000,31069000,70171000
FIN00469,COL1448,2022,128045000,50251000,11659000,62194000,127776000,23165000,104611000
FIN00470,COL1448,2023,142727000,35794000,13100000,82133000,145744000,33486000,112258000
FIN00471,COL1448,2024,134363000,39494000,13718000,63402000,130435000,36545000,93890000
FIN00472,COL1448,2025,125040000,53878000,14729000,49282000,134121000,31943000,102178000
FIN00473,COL1070,2018,91532000,32933000,4634000,43982000,102990000,17843000,85147000
FIN00474,COL1070,2019,106601000,38703000,5711000,46849000,114064000,18642000,95422000
FIN00475,COL1070,2020,114743000,28961000,6323000,64170000,108778000,36752000,72026000
FIN00476,COL1070,2021,102419000,29900000,4932000,52591000,89560000,17362000,72198000
FIN00477,COL1070,2022,107628000,47813000,6007000,41509000,86917000,22613000,64304000
FIN00478,COL1070,2023,138253000,38671000,7284000,69959000,131167000,38835000,92332000
FIN00479,COL1070,2024,126872000,49705000,2928000,57555000,110465000,18428000,92037000
FIN00480,COL1070,2025,108919000,34371000,5037000,54475000,101877000,17464000,84413000
FIN00481,COL0698,2018,305994000,180416000,12509000,104182000,269311000,62427000,206884000
FIN00482,COL0698,2019,290837000,161384000,26349000,95891000,237388000,77997000,159391000
FIN00483,COL0698,2020,318105000,216644000,22298000,69223000,353790000,108485000,245305000
FIN00484,COL0698,2021,340856000,188412000,23693000,97156000,341992000,96455000,245537000
FIN00485,COL0698,2022,303650000,169930000,30603000,87991000,288074000,82871000,205203000
FIN00486,COL0698,2023,327407000,212835000,37014000,69053000,368491000,117509000,250982000
FIN00487,COL0698,2024,353303000,207675000,22699000,108490000,312144000,76760000,235384000
FIN00488,COL0698,2025,401313000,233666000,44366000,97166000,460468000,88498000,371970000
FIN00489,COL0787,2018,334960000,122588000,16571000,172010000,326231000,101201000,225030000
FIN00490,COL0787,2019,389927000,140064000,37591000,195650000,446664000,110955000,335709000
FIN00491,COL0787,2020,374031000,125532000,11668000,197249000,324523000,81624000,242899000
FIN00492,COL0787,2021,383403000,141013000,13427000,188961000,421975000,114452000,307523000
FIN00493,COL0787,2022,460180000,189550000,14312000,215251000,412938000,64888000,348050000
FIN00494,COL0787,2023,452143000,118917000,20057000,283860000,376308000,94672000,281636000
FIN00495,COL0787,2024,463627000,187201000,35676000,211738000,399207000,111225000,287982000
FIN00496,COL0787,2025,473718000,184501000,45890000,184750000,513733000,160419000,353314000
FIN00497,COL0742,2018,118456000,11099000,9033000,80658000,129180000,41542000,87638000
FIN00498,COL0742,2019,113898000,7344000,2453000,79779000,121465000,39682000,81783000
FIN00499,COL0742,2020,119067000,12812000,2956000,83485000,129301000,35138000,94163000
FIN00500,COL0742,2021,133463000,12783000,7835000,103554000,113992000,20843000,93149000
FIN00501,COL0742,2022,127751000,13510000,4271000,88186000,98927000,18026000,80901000
FIN00502,COL0742,2023,137761000,16442000,3277000,97577000,137741000,47323000,90418000
FIN00503,COL0742,2024,127106000,8512000,4927000,86625000,114830000,32212000,82618000
FIN00504,COL0742,2025,141563000,5605000,5029000,111830000,112952000,24132000,88820000
FIN00505,COL0753,2018,29661000,1986000,2254000,21929000,23419000,5843000,17576000
FIN00506,COL0753,2019,28091000,1525000,723000,21345000,22329000,7680000,14649000
FIN00507,COL0753,2020,28374000,1505000,1551000,19891000,30025000,6412000,23613000
FIN00508,COL0753,2021,33426000,2190000,1410000,27010000,37613000,10874000,26739000
FIN00509,COL0753,2022,34510000,1373000,2674000,26898000,28297000,5310000,22987000
FIN00510,COL0753,2023,29969000,2726000,1875000,22002000,27517000,5281000,22236000
FIN00511,COL0753,2024,31327000,2702000,2042000,21198000,24878000,5158000,19720000
FIN00512,COL0753,2025,30121000,2351000,1809000,20855000,34337000,5752000,28585000
FIN00513,COL0292,2018,25966000,1857000,1065000,20556000,25008000,4655000,20353000
FIN00514,COL0292,2019,28619000,3166000,957000,19404000,22857000,6105000,16752000
FIN00515,COL0292,2020,29988000,2623000,1291000,24732000,22814000,6144000,16670000
FIN00516,COL0292,2021,28161000,2899000,2071000,19779000,25940000,8409000,17531000
FIN00517,COL0292,2022,24527000,624000,1120000,19509000,22174000,4975000,17199000
FIN00518,COL0292,2023,27177000,3041000,1147000,19740000,22150000,3994000,18156000
